steps,trial_0,trial_1,trial_2
0.0,0.0,0.0,0.0
2564102.564102564,0.0,0.0,0.0
5128205.128205128,0.0,0.0,0.0
7692307.692307692,0.0,0.0,0.0
10256410.256410256,0.0,0.0,0.0
12820512.82051282,0.0,0.0,0.0
15384615.384615384,0.0,0.0,0.0
17948717.948717948,0.0,0.0,0.0
20512820.512820512,0.0,0.0,0.0
23076923.076923076,0.0,0.0,0.051870492788461606
25641025.64102564,0.0,0.0,0.04374499198717956
28205128.205128204,0.026880508814102484,0.0,0.05376101762820497
30769230.769230768,0.035006009615384526,0.0,0.10501802884615358
33333333.333333332,0.1399739583333337,0.0,0.46565755208333287
35897435.897435896,0.15377103365384584,0.0,0.1875
38461538.461538464,0.0625,0.0,0.12188251201923095
41025641.025641024,0.2349759615384619,0.0,0.07251602564102541
43589743.589743584,0.08876702724358893,0.0,0.08876702724358893
46153846.15384615,0.4400540865384608,0.0,0.1662409855769232
48717948.71794872,0.9668845152243591,0.0,0.15065354567307737
51282051.28205128,1.0,0.0,0.20002003205128177
53846153.84615384,1.0,0.0,0.19245793269230943
56410256.41025641,1.0,0.0,0.4650440705128199
58974358.974358976,1.0,0.0,0.806365184294873
61538461.538461536,1.0,0.0,0.9224759615384619
64102564.1025641,1.0,0.0,1.0
66666666.666666664,1.0,0.023763020833333145,1.0
69230769.23076923,1.0,0.06377704326923095,1.0
71794871.79487179,1.0,0.14748597756410275,0.9599859775641028
74358974.35897435,1.0,0.048139523237178995,0.923139523237179
76923076.92307693,1.0,0.05626502403846189,0.3499098557692287
79487179.48717949,1.0,0.12310947516025635,0.14579577323718013
82051282.05128205,1.0,0.010016025641025408,0.2700320512820508
84615384.61538461,1.0,0.16935847355769285,0.266150841346157
87179487.17948717,1.0,0.09873297275641107,0.1675681089743557
89743589.74358974,1.0,0.19378505608974367,0.2781074719551282
92307692.3076923,1.0,0.12755408653846076,0.25
94871794.87179486,1.0,0.125,0.21443058894230602
97435897.43589744,1.0,0.003730969551281757,0.25746193910256354
100000000.0,1.0,0.125,0.1875
