steps,trial_0,trial_1
0.0,30.30313491821289,30.90243148803711
10526315.789473685,30.953829163793795,31.734390801742386
21052631.57894737,43.74357720231251,46.572909028844656
31578947.368421055,59.057479552140364,54.35294757333489
42105263.15789474,70.00173352027204,60.08588873460848
52631578.94736842,194.29415590367654,281.14070651028044
63157894.73684211,568.0899298075497,819.5388547218408
73684210.5263158,878.6338351360648,886.1291388359097
84210526.31578948,903.1747650915236,912.4384877199611
94736842.10526316,930.101743836152,944.4767792104354
105263157.89473684,952.2186590102901,965.6375943102005
115789473.68421052,963.8251027504493,973.8947737420035
126315789.47368422,971.8151320096858,978.2141043981356
136842105.2631579,976.7603283265291,982.3011243660364
147368421.0526316,979.9744352435802,982.5632376852458
157894736.84210527,979.2014913456592,982.7637217343679
168421052.63157895,977.6285857282517,979.7188970243501
178947368.42105263,978.5112337621956,984.1322288374491
189473684.21052632,980.4037929023732,984.0789460627326
200000000.0,979.4088003886374,983.1079985530753
