steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19
0.0,748.0189819335938,760.9172973632812,544.5929565429688,329.83685302734375,719.676025390625,803.9566650390625,779.25,460.7759704589844,775.7677612304688,766.0982666015625,653.62646484375,720.2586669921875,852.8472290039062,246.8724365234375,813.7855224609375,841.6749267578125,683.3326416015625,798.9957275390625,838.3055419921875,868.5733032226562
10526315.789473685,754.6485459327367,767.6036645712285,563.4140679989825,311.8587419157358,727.6609444766824,773.8724632781629,784.578582592453,483.69425171721014,781.436976188933,771.6731210233762,665.9558136388866,728.1450828838877,853.4979688896697,279.64483897969995,817.4013254741552,843.4538954169466,693.2629001414676,792.7309389135844,839.739631801596,832.6286580319054
21052631.57894737,865.0690098241425,878.8988881269651,874.9690050167391,111.11243755048419,860.3408178536846,341.9576864711466,874.0485197404745,860.4483006221766,876.0973829793797,864.0188408971163,871.9819994240256,859.9926173006729,864.5718161128565,803.1675049413274,877.7410533467819,872.9233861834718,859.3801626399613,708.6466177817528,863.8495199218021,307.77725679805076
31578947.368421055,866.1463686987304,876.6215286134353,863.50772005171,760.1234339698528,860.2971638809281,878.0861959741386,876.6086013607701,832.2440052585589,878.7453198716911,861.8584243641995,877.2010917676783,867.3523593962688,866.5467697477737,672.6229979864779,877.1817513241992,873.0119639481534,838.5696908052278,862.2689461992057,864.8976122003843,879.4880397724313
42105263.15789474,866.4575058528922,863.9329307072711,864.9665418800555,335.7068857070152,865.2523142855583,879.1975056048575,862.8356277850196,866.7241591522238,878.8737802267735,866.5274359248682,870.550972928631,878.858185293932,866.3398198737992,863.0608359221936,869.8000839430209,876.5467191171779,740.743271471721,851.9507536366375,861.8720313571497,880.1209138331321
52631578.94736842,866.8321772932676,860.0960594661678,861.3298296817782,696.2202171203668,863.1756396922708,880.6029208013556,880.727862682534,865.3350424512272,873.2271273956735,866.7681865447776,880.1790235589085,880.5973063221929,865.462770771617,865.2131708691985,878.5243483497826,873.271769083768,875.2291594393696,880.2047171321932,863.4949888684413,879.5220375690103
63157894.73684211,866.9660392989742,856.0606516163765,866.9575750368784,451.4616578082632,865.2812131306471,878.9186744049315,881.3434614854506,863.0343165341507,862.9662577402559,657.3525611069721,880.1268677434102,880.970368896495,866.5575410632875,865.2578485064889,878.8714791622189,874.2219551431835,881.1686559334356,876.2863189031543,858.8447805946884,877.9517112663248
73684210.5263158,867.0155294900786,880.4938577636457,866.9447578338705,880.0228509097218,866.4175447714296,877.9169042618981,877.9397211779848,866.1687652509959,879.7654194533,486.8788753293891,880.6887285098475,880.4057034333326,866.925075216967,866.5417185760931,879.4351520449171,864.3567573405039,878.8720978714753,872.1398700898374,866.7953072768169,880.8708696981216
84210526.31578948,866.9652014531588,877.2569126303506,866.9461258600293,880.2276181725584,866.4519988374367,879.9188690978074,875.6142349679054,866.2395127697995,880.8026109243694,834.5344132769471,879.7743661119667,880.99530291095,867.1311946853046,866.4954620768159,847.9615724185827,864.9557578451415,877.4018376831202,880.3805402547039,866.8522964910787,879.3090052406543
94736842.10526316,866.9170519354601,876.8223150630076,866.9395400137122,880.9663810990854,866.7655877030127,880.4232873198398,880.3427461129806,866.9652378380794,881.1558249974184,844.3894607284393,880.0564318839203,880.1258273611769,867.0329506489709,871.3053943602332,676.7599780047699,873.1868480580996,876.8977216308797,881.0242014197102,865.9127232651962,878.9862740880235
