steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5
0.0,8.734487533569336,15.132353782653809,9.908980369567871,21.969966888427734,29.3016300201416,9.520614624023438
10526315.789473685,9.074758671595614,15.965236444838883,11.152048981072603,21.76436403073329,29.268095841940873,11.074292310603852
21052631.57894737,15.018482368955404,27.537507885339515,30.64263851416408,19.27419682797509,30.995763716935453,35.79523693707222
31578947.368421055,17.59150649942561,12.40720022249441,21.26669946257696,28.035667070443036,46.3348219224827,28.83326558225435
42105263.15789474,24.888615332192995,27.540204132115083,25.425837770083774,29.447467587826324,32.52465754929011,31.96133718779955
52631578.94736842,36.89339100888355,34.24276759902691,37.79089306482731,15.483435778416837,31.63577687997278,18.492091371995137
63157894.73684211,22.41945975422447,52.453873249322946,36.25508550954906,36.45132456835453,38.89219350846602,32.67102000648749
73684210.5263158,33.30045401264715,83.41193632740227,43.85676030851797,43.67364949484322,37.388691714399826,33.16323568720959
84210526.31578948,57.68863921920019,73.198582643287,40.62905767064676,54.962304500001295,73.5097118687927,48.02524097721993
94736842.10526316,84.43551327878419,66.68003826165298,62.68436344100003,57.58121046376443,106.48005467463398,68.61750370548867
105263157.89473684,58.58122508085418,58.273007553411325,65.53783333359333,48.930992690500624,98.63388772866072,67.10565862204064
115789473.68421052,57.11798704228778,45.789780917260124,72.70200984549406,116.25646872417045,89.40491909938258,64.01969991238411
126315789.47368422,42.01721316039392,41.56934273011797,61.09494330447133,70.62289115918627,64.81093920193547,58.19461443673539
136842105.2631579,29.27081352349505,34.32455819036161,51.47697056724672,31.843061733557494,44.4959248423246,52.23001100046565
147368421.0526316,32.640103786337576,40.38695041344107,65.38563560766693,35.15595961188758,43.60184398204749,49.50858447438627
157894736.84210527,50.16757722136016,40.37205599471307,105.18370666177404,35.93583493142123,38.90905170710215,48.19908515259706
168421052.63157895,38.191494894490006,33.62883124159974,75.04818292040572,35.12642030900865,38.2823242614474,47.250342036713526
178947368.42105263,33.402231928239736,25.677116338101698,68.15421841285318,32.69000136772805,37.76241112327064,51.62143024370859
189473684.21052632,33.38916739094951,31.67865759711145,65.18998153503583,33.22227011393972,37.299740969515575,39.186078212123334
200000000.0,34.45141082296246,30.90363709501138,115.83650033215159,34.12964856389322,36.25739073361221,38.78328738263563
