steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5
0.0,26.017566680908203,30.86370849609375,25.96564483642578,19.74817657470703,25.814178466796875,14.456937789916992
10526315.789473685,25.772517402787948,38.347866094921436,33.20409342937605,22.25361278135113,28.711684606701056,20.27705876740248
21052631.57894737,33.58684202440476,162.89404648922158,159.6716797133892,77.93932859314776,84.44632536395765,126.85136883253867
31578947.368421055,131.80701841467635,164.88779900514024,229.04162593400548,191.86650708028816,172.3395357233501,209.66588500938752
42105263.15789474,154.8832209329856,173.18229620790217,341.75045868102205,220.34263808426766,321.69699170814,248.13894151287397
52631578.94736842,151.42523848593567,175.62474077287803,354.0482490856892,254.99536546367193,356.7048348088509,278.36450505545594
63157894.73684211,166.34860356213974,182.088910150561,304.11949321569824,305.2881540720483,388.14821616236196,298.0371569991112
73684210.5263158,149.05525101422023,188.1698939700784,288.1441439034371,342.5544282732908,409.83678667944884,303.53433116461434
84210526.31578948,121.65091482523076,209.1532263560969,379.8014260078071,339.7065216993031,426.2458662471613,322.4084230255222
94736842.10526316,145.9178985827641,239.58317890267955,394.3076394514859,360.886702754656,383.19682646540724,338.25224756063517
105263157.89473684,165.1826953491676,251.8527279864388,407.4953758229509,168.31738691312623,363.41359757369906,352.58233049883404
115789473.68421052,178.02843811315512,257.1113479621192,428.3972762442527,13.737112857303336,436.04196138337375,352.86664257683583
126315789.47368422,198.25423638246068,274.9916163963625,147.80832299540526,66.01170144828659,463.9670383388646,354.4839685636874
136842105.2631579,214.28203078926933,297.71434584631487,343.4198710944229,265.2944304080595,465.5110044847565,355.73441644784816
147368421.0526316,242.93923507246947,321.45026974796923,487.4320535739043,358.98969144834376,332.9453553909078,363.6466851137021
157894736.84210527,280.9475875645463,333.625931129974,479.9894825756715,372.53581767399226,67.49299337701478,366.4603630471923
168421052.63157895,297.47102349616813,357.4540497761354,425.5893257674748,419.24503292601526,415.5582237364184,373.06790161396987
178947368.42105263,292.62274554446134,351.5345809912087,418.51585787328327,441.87634982990096,410.90156421585425,374.12988597014277
189473684.21052632,334.3943760058226,357.63657391632694,363.75191291292657,441.422576677436,463.8276990947631,371.9964631411177
200000000.0,348.3735495899853,368.3708045310096,57.34536093777339,464.6000683825267,469.1742789102228,375.3807040703924
