steps,trial_0,trial_1,trial_2,trial_3
0.0,33.136104583740234,29.29393768310547,11.672356605529785,24.85891342163086
10526315.789473685,32.601126370461365,28.35452613024521,12.430601021984382,24.050373361783922
21052631.57894737,22.629262078780464,15.681466760634965,24.557470754490666,12.415230107604632
31578947.368421055,15.79366201479659,37.11073806851978,23.717940797709407,26.26429436520939
42105263.15789474,25.888299872464092,26.70746940432163,36.944831939656645,27.447196459093256
52631578.94736842,32.364770209267114,24.184612126809405,28.816627624421447,34.570651571929375
63157894.73684211,34.343010166985025,39.52543362263085,26.170954784827313,29.757993289514594
73684210.5263158,54.33456336946286,42.82704587429349,46.05403197307006,41.327645158699596
84210526.31578948,67.62979007031448,46.629148180795184,62.17112515218701,52.591490737041276
94736842.10526316,66.15595282215904,66.7140959009652,67.05680416297385,64.1714188566643
105263157.89473684,68.6226463993583,74.85322861175293,62.2201931651403,63.599853417198915
115789473.68421052,64.5511891377517,63.59803367356597,49.5082086088688,54.84664973316306
126315789.47368422,54.35365246529394,44.255241869229,46.30171899245717,49.24221595275599
136842105.2631579,53.39124115718493,38.51886498281046,48.975916743381696,51.625104864084086
147368421.0526316,64.681374121963,39.60233760389843,40.29172061922394,79.97389036606887
157894736.84210527,64.65389761770366,39.182149643537656,41.48272435480621,86.30057504046657
168421052.63157895,76.9956821909902,37.40474964591605,34.721697934611676,80.4549949238505
178947368.42105263,58.94104373481878,37.17496475709442,50.727584163939525,75.6954521396071
189473684.21052632,51.141743914469295,37.03233119056991,39.24407660183071,64.63588960860905
200000000.0,49.84759792156125,37.32022027475269,39.89408514099686,83.6235483716193
