steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11
0.0,576.8682250976562,624.8153076171875,671.2474365234375,406.79736328125,641.9285888671875,571.1384887695312,579.9086303710938,539.7745971679688,506.97552490234375,446.99725341796875,557.8617553710938,561.2276000976562
2631578.947368421,590.2695082047969,635.2426400906161,676.5922332774239,424.48354918639745,646.5130746886341,583.3709194473613,590.8251044710587,551.8285301733875,521.7803868161014,461.0658470416994,526.3315124404132,572.8297515349706
5263157.894736842,822.1003686407596,816.5358871776311,776.8381842797482,727.5873728723077,741.2740790870381,796.7553203677206,780.5488668379692,766.4728042835014,776.8949391851795,706.8135953075007,90.44402771285375,779.091247691342
7894736.842105264,893.7025677106056,882.1619254202063,873.6920258128742,810.186597027772,886.878091176461,879.5932954713248,854.139138325925,882.0247936995075,855.4828144817141,811.113042577482,788.6999604850595,884.6526087383814
10526315.789473685,904.8870868947037,905.8328390438471,915.8037888805621,880.8405753562325,896.0111134692903,907.9770410344871,904.9128159921916,890.7850469922095,905.4145774352584,880.522651529048,834.1482779689113,898.1676844341933
13157894.736842105,911.9449948145082,913.7638253868452,922.2443466082505,906.3231966936357,912.7805050565265,914.2596528886758,910.5963165855804,858.4171172618205,917.6792310603438,907.93030373393,905.3309424704462,912.1511450477584
15789473.684210528,923.2200249232084,917.375222773433,924.0371322618627,917.9034531833062,916.512019099291,918.5748448414815,914.7645168251609,905.3350428861264,923.2261812597761,916.6541992409408,916.078274562088,917.1797769300825
18421052.63157895,926.3999473989174,919.6610237052896,925.876269168801,917.5796827206651,916.1718987626052,920.1870819394609,920.9511299549378,897.8197934431053,923.8356402021036,919.238899516597,915.9454069272963,918.7866066398713
21052631.57894737,926.6779503888371,921.0971505965553,926.5969702094545,918.0778318917652,924.1871279838012,905.9700501090601,923.8602186728713,923.660926315593,923.9197228357732,925.0426515621492,914.934734794902,916.9756893847458
23684210.52631579,926.6158370930402,921.8922313161173,924.1419089268119,927.7033239708713,926.2059256969396,903.7902027497331,925.6628219335033,923.443262805734,928.3293359520693,925.4415230110411,923.4372998157367,922.5516797107673
26315789.47368421,927.6394353939886,924.7675535170325,925.834316975192,929.0752914116983,925.8801002703875,923.8007859374678,927.1073991119697,928.1119265797396,925.9861788894991,927.590933562646,927.7028182741677,921.575671026251
28947368.42105263,926.7156007390604,926.5711183445605,926.1918145003741,929.572475151177,926.4596429110564,928.4158389713625,926.416948329874,813.918001071568,927.1417681794418,930.0167658542001,928.7261172932601,926.7383626129819
31578947.368421055,926.0487757924521,926.9064048214963,928.2354690513453,924.2276623367933,925.7769655686006,929.8860669387014,929.0184023895422,869.5162721050085,929.1973708792076,929.7441324916903,929.1689469305762,927.1299506138566
34210526.315789476,928.9449441043294,929.3750900238175,929.6569384887938,922.026833606889,926.574896020242,839.4583322118523,926.3765360689889,927.8891787245003,930.6983676767416,885.1617950394212,926.794529525527,837.8693635972252
36842105.2631579,929.7986963336817,926.4351602756416,930.9398794504414,879.8736889834549,928.3740322731869,902.8970441775309,927.7315063374194,928.6759330697997,931.6944539854071,918.462222360508,897.0948418246742,905.4493265944506
39473684.21052632,931.5252469437935,923.7303039063377,931.5671316185486,920.0583805210703,929.7279686221125,925.4197601210377,930.185835113816,926.7556335810478,932.7672159483558,932.5350359123499,923.9022208298672,930.3343264941034
42105263.15789474,929.511618035652,928.7562588166002,927.7511582757628,829.3339439666833,931.1457134283811,818.8713489860048,930.9481989313691,928.2809258194181,922.8386915582039,932.4767219987273,929.5556106408877,926.0709371012003
44736842.10526316,929.3929528564297,930.8512096604812,929.8508572854164,925.9000912181559,929.9221294698953,923.052652835846,928.5340557091785,931.0209575949283,931.2331246940053,932.7195615926938,931.04333937746,931.778590497548
47368421.05263158,923.8576001883214,928.0807006296359,931.8152233355594,923.570565798276,928.9142356691598,927.8884327537135,932.863047311841,930.7916772111301,929.9487548168346,929.5845937735486,931.1175580278988,930.62877045675
50000000.0,929.3894138681261,927.9909952000568,930.9081595979238,914.6996216115199,929.1228179429706,925.3710077122638,931.2558877813188,920.8417800037485,930.9467684720692,932.3480227150416,930.8015737063006,928.2162212886309
