steps,trial_0
0.0,954.1422729492188
10526315.789473685,955.1111045747252
21052631.57894737,971.2386238773114
31578947.368421055,970.7611201499637
42105263.15789474,970.280119744034
52631578.94736842,977.7983487993066
63157894.73684211,975.5725862114714
73684210.5263158,973.4284756705372
84210526.31578948,973.1525836347543
94736842.10526316,970.3299451868289
105263157.89473684,974.5671024963136
115789473.68421052,979.6584621657955
126315789.47368422,979.4167243542763
136842105.2631579,981.4690688188057
147368421.0526316,980.1866866105811
157894736.84210527,978.6456495439247
168421052.63157895,976.4920560303157
178947368.42105263,972.2513477211183
189473684.21052632,978.3327364228109
200000000.0,985.1309907436371
