steps,trial_0
0.0,51.56938552856445
2631578.947368421,54.95758354708222
5263157.894736842,111.353206854035
7894736.842105264,205.45880964608915
10526315.789473685,699.2624483993509
13157894.736842105,843.5674265079881
15789473.684210528,849.1792242543518
18421052.63157895,799.0799549510936
21052631.57894737,871.3972402490738
23684210.52631579,839.5476026876811
26315789.47368421,760.9982962875815
28947368.42105263,719.7823065362478
31578947.368421055,765.0050478562755
34210526.315789476,841.4398034038306
36842105.2631579,823.1577406616422
39473684.21052632,716.9494639006017
42105263.15789474,734.388444332535
44736842.10526316,766.7896363885449
47368421.05263158,604.3594224195401
50000000.0,424.2101544737816
