steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39
0.0,171.1240234375,145.7744140625,153.310546875,132.9794921875,110.7353515625,122.205078125,149.20703125,143.71875,102.9619140625,87.9296875,112.7568359375,129.4248046875,151.642578125,201.1083984375,203.2138671875,114.263671875,65.6865234375,211.3740234375,99.017578125,136.158203125,108.3310546875,131.146484375,151.48828125,162.1279296875,138.3603515625,190.1435546875,105.6318359375,109.27734375,115.662109375,115.4736328125,183.8984375,165.2470703125,122.6552734375,134.34765625,123.2392578125,175.8154296875,150.0703125,87.111328125,106.9921875,123.4326171875
10526315.789473685,177.4265666602391,146.05936800145707,155.15671172630755,137.60553609895575,111.4350004196167,128.43668741928903,151.66291779230176,149.24129687914228,111.10203918657805,93.4344593666267,115.45210372311917,130.96862820443025,159.8736271448743,201.88856090270912,202.52556997389013,121.26337213067137,69.93281334324887,207.89012098444465,106.03771133898368,143.9532382864701,108.77432252297442,137.15676430784103,153.501453695535,164.87126199294326,143.7557046604949,192.18026102811015,109.70314441163124,113.92287926396504,122.28493506624429,121.9079104737892,186.55040291868087,171.52729786532078,126.61013066141228,136.07305068916892,129.623145251393,176.04174269731686,152.29479163637453,94.94540186535949,109.1157200699698,130.36055290665985
21052631.57894737,275.96245728173085,146.65075129881458,193.4612305501161,213.253884518906,126.92181678624034,228.59345653776978,196.57435847781701,236.54615513703828,256.93945400734685,194.54412927389805,169.96263606000144,161.79515679060918,298.39570972199584,213.3884836550895,188.5374108153367,237.91043451684334,155.71666686884916,157.4584799631811,219.87646628086586,267.99570220989534,130.41130688844297,233.0211009239556,178.61389935776137,210.82752106262376,239.41778505806118,233.0388324822085,181.31266431200868,190.7847904458931,229.62756728069274,228.93929178760982,232.8144814763373,279.72658083379434,208.68813138523262,171.33030778351252,231.8945566372858,181.08079339130433,207.05032178503654,228.19599998558658,151.9656983901259,246.00789562024568
31578947.368421055,216.1106801759503,121.02285983225647,268.6436630286008,213.5872721632432,173.94137393074357,192.27646122084428,226.0821119292621,188.77972677341788,317.35874255806453,276.8686246317179,251.22850485191452,211.97691640827466,321.5169378027031,213.92726038829773,176.51910173992042,243.45947889343853,259.758023293725,209.0322511070653,202.28964953013076,226.97697142286646,244.50084774513985,206.88683280522145,121.71705179399402,204.28946345796874,274.85919803661653,288.28628126604076,208.4669167156695,190.7445413769117,218.68462155994618,231.0936799194674,235.90595329897553,308.8933704592845,304.59253423167723,223.76260764579033,211.094464856832,195.26231174786005,331.7477733606777,236.39385601424112,226.97061155905686,260.4893853116234
42105263.15789474,166.008181490066,185.97597627296344,339.90660322405955,253.8890967646464,254.73077200258209,153.9493866389478,238.4997836929279,153.24334530817177,206.83555519547818,293.9804748366084,236.96014435997958,238.66253539531846,344.70724532742906,268.1751150199911,230.2017788768145,266.2197034841099,181.43046831886522,185.25324180581893,228.9482845824181,264.16871556416777,265.74565513378366,244.37278245624742,164.11003271298395,202.20750721009486,212.27856727452158,270.120583933146,197.57015801004425,198.70241010882518,274.822584072969,235.6655744304287,196.21734101356233,306.7293728646149,186.3228106089246,212.83184791205662,273.22965934732287,206.35560815023914,271.99407188648,169.31193804542775,282.9967896522247,317.6845319330527
52631578.94736842,184.48358691366096,271.85582293565915,339.037922053456,224.64870105225623,219.86804663111297,161.09398405439634,312.4912395926394,192.8256576067853,197.3410768825922,246.64581015631762,128.2685396083504,187.53110589479144,213.79988560980377,222.84268567040357,280.57554187140636,232.08262119927235,175.97135054834,231.85898089739095,238.0149662857901,327.01419452022645,297.41124389310295,268.07542629189106,172.29742838735396,289.6654254987299,203.97571503224464,210.28868995412896,192.52092067686806,158.65779130676776,255.40397019531588,216.68001256821228,240.93013700025566,261.3095052777235,333.1196721755897,142.8609929256492,311.5949700321187,225.43306893589093,312.42568912400435,196.4704553942271,219.06366705167986,299.8523547259724
63157894.73684211,226.84426048257674,254.6171092934226,352.4287465853704,239.47665660467172,158.6078104457697,209.55082741734736,334.5276914316532,110.55766405755466,247.0394335770541,306.0396006893253,174.78663659029712,237.11447366518985,227.13015998565606,158.6077951447125,265.3224164059287,149.86541675134384,208.5645487830249,273.0050179806443,256.7310274129429,245.0447366244244,274.56943352400754,271.27271305094797,210.10218463908276,171.095983299192,283.3311341198528,255.81956140618576,135.77316136241288,124.87835894132915,213.0151127791471,269.9061956009377,141.62417598840605,160.01407643368367,377.81168754345157,170.80033639923698,290.29279887445085,308.51216118091355,332.9496961630612,208.74228017812288,277.28615390428877,200.22307333061232
73684210.5263158,239.76004930480366,333.2822252733225,291.9352391974748,193.8585427170645,245.80449917706102,331.9851367823635,417.9477435716962,179.43276776765526,277.05644173503254,312.44812862628714,104.23442397025154,190.87734395975548,402.26804564732265,201.55685701925012,305.86372504406035,216.0228659399989,223.0711649818104,336.836928354406,266.4006929054155,240.94379821312404,220.77869104348392,316.0193199411324,267.58605768409797,251.17243231300506,310.0050517660759,276.5981970573066,248.53670780678544,154.0149017820068,307.2432262785217,381.4419410525927,207.6374324550259,218.7099207642997,267.9874646036248,264.67820873419004,325.7715741234143,275.730991934145,345.12111692613513,194.39762293797122,336.74288080801927,131.06483804750312
84210526.31578948,232.09692655441833,333.9767711565435,334.6026904457494,241.09971580611045,375.4573326850532,315.4898346031802,426.74695164477066,280.40458034610486,330.1452996420398,343.0669284514113,117.60937104793136,173.46011029187994,387.493914321519,273.7949102301347,387.37956742896927,225.3793416538397,328.3903053262557,376.1220202036512,319.4660411845284,389.5710034145873,295.9030684368102,360.69678579737274,281.3062791480912,342.62559209173736,348.86137123847607,336.0178382007039,421.3554199303286,227.3873569985176,374.71988504679246,403.01941175804245,243.83797444266955,339.2986530082047,240.3645121608745,273.604890902617,369.380614473549,352.1501150157643,384.43850951049467,273.2477372187987,342.83708550196934,204.60759656911415
94736842.10526316,264.3149347120375,276.9547560710326,369.3309209538299,378.76447681310765,328.25198995373586,348.06557180346545,420.77266637109983,355.23773777451873,382.16992346269603,399.0057822198419,170.21041219716588,202.55544626283515,385.2911322215918,271.5213473127159,395.2599196764241,301.6560015559527,326.007315300178,379.22870049780425,346.2448465077831,384.7639867803727,411.0718205655381,405.2666158174214,305.6772959542737,409.89028600972773,328.417560550975,378.77896211682264,413.5723840259119,217.4864901122624,351.68436827355805,418.0191213840263,341.43625916668583,395.05629336866974,278.05015111696025,336.53650512325464,369.0729196025394,283.87899115078994,386.9285609543819,346.0821158945395,347.2122244610351,267.5536406139258
