steps,trial_0,trial_1,trial_2
0.0,0.0,0.0,0.0
2631578.947368421,0.0,0.4828587582236842,0.0
5263157.894736842,0.0,0.7842824835526316,0.9280941611842105
7894736.842105264,0.0,0.7046412417763159,1.0
10526315.789473685,0.0,0.7936883223684211,0.9563116776315789
13157894.736842105,0.0,0.875,1.0
15789473.684210528,0.8064350328947364,0.75,1.0
18421052.63157895,0.685829564144737,0.878340871710526,0.998329564144737
21052631.57894737,0.5497532894736844,0.9126233552631579,0.9751233552631579
23684210.52631579,0.7721525493421052,0.9264237253289473,1.0
26315789.47368421,0.8440583881578948,0.9535875822368421,1.0
28947368.42105263,0.7704821134868421,0.9590357730263156,1.0
31578947.368421055,0.5181949013157907,1.0,0.9939350328947364
34210526.315789476,0.5923879523026312,0.9673879523026312,1.0
36842105.2631579,0.6875,1.0,1.0
39473684.21052632,0.7107062088815792,1.0,0.9767937911184208
42105263.15789474,0.7372532894736844,1.0,1.0
44736842.10526316,0.7361996299342104,0.9723992598684208,1.0
47368421.05263158,0.8085423519736844,1.0,0.8931949013157896
50000000.0,0.5625,1.0,1.0
