steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33
0.0,25.24803924560547,2.6169052124023438,16.99245262145996,39.397735595703125,28.486541748046875,24.260910034179688,18.854463577270508,17.88669204711914,26.91289520263672,26.775745391845703,24.320363998413086,6.989906311035156,28.811119079589844,23.191015243530273,13.892624855041504,19.604637145996094,20.78057098388672,22.38404083251953,22.286861419677734,14.058950424194336,21.558788299560547,9.676990509033203,15.083730697631836,23.9268741607666,38.015167236328125,13.963685035705566,13.005796432495117,17.651155471801758,14.663076400756836,26.150245666503906,28.065021514892578,30.31835174560547,33.09438705444336,17.689491271972656
10526315.789473685,25.517538575166604,4.6193909334880505,18.890986986587293,40.14200973613936,29.225088153725846,24.80526222182319,22.13057028082744,19.662601083589312,28.2795526157043,28.24898539310182,26.043951540592015,9.034604442282646,31.910113863481875,27.084806011349915,14.87179381966622,21.38157341102979,22.497120528721826,23.219522659839686,22.606244170935078,15.520979487814444,24.651442558945796,11.6000962722479,16.22616211178911,24.814871507229856,39.05601950249844,14.591447414827748,15.237656408343002,18.983249098759075,16.712931980783964,26.663849998275825,32.29465188879592,31.482035802775307,34.65992253631808,21.631561890430234
21052631.57894737,31.453337943403262,40.71483108310488,52.76274046070688,54.903920398854815,47.28499561593638,39.839084492887984,150.177845536837,50.07047273767622,63.24226834201912,54.025837103147424,79.03496779984386,51.871874840285145,122.57788949882887,132.48894739324368,32.81944086592531,53.308319065503134,77.29571874049645,42.90797779702909,30.789913863242912,89.15268841881174,138.6898042171616,48.7030554077797,39.74128330273972,59.34878430587764,61.402040045925126,30.855182862172416,56.75171483739427,44.09989445951672,145.1027309814484,38.44445139621681,168.73800820438322,53.60074511418052,74.71257458697397,104.59299720340819
31578947.368421055,47.33039585972551,197.54536742393023,75.53534236471904,81.04326363875845,204.42058921886053,117.11558723585928,757.6859204098789,195.57112028728417,264.7845492063303,81.26925414883202,381.14840546332914,175.09949612646398,509.586851262485,529.7033941336288,53.36330181096071,87.33507106030089,384.0685790293436,220.5172473886504,54.45552239479327,549.4797154433841,679.8677489468597,228.47144602164855,85.95114175630658,267.1191678429823,176.86242022743033,166.66039351169604,234.59563387913906,136.72455341121258,892.5934632995122,176.32620989193856,723.3339325098781,78.70619577815411,311.037452685536,345.3453384561058
42105263.15789474,79.83223543479173,873.0788250861076,106.98325425287364,301.9204256822694,783.3379261051189,409.0204173993537,923.2821050172367,884.6215948840588,813.5825592342176,319.69327904494526,926.707983417194,542.1934872842562,910.9330617978633,921.0217725094666,80.3354199459348,261.5683873442732,891.5688113135975,879.7380261143819,73.84851639203913,919.0657669262873,936.8194264500426,916.2265079761146,269.8806386277947,614.818820407186,632.2515513170459,677.5609322472623,933.7034620948115,578.6919350779289,943.9302052183494,765.6101280962662,915.490039797701,114.05966619598239,930.5298943235604,863.6546667890206
52631578.94736842,178.87576557726823,931.3785576072426,264.1273884626306,934.3928387881646,904.8113187891624,906.5334200642776,951.7274788073225,928.5062909966691,929.1149163507029,870.4979389120007,930.8445569648306,899.466582981008,935.9969100927382,936.811432844549,197.8276738163878,688.1254141353834,938.8777530216444,928.2602121270264,181.1715381515736,942.2065507076123,953.4618447655786,936.4209610200655,775.5268267052986,918.6413947716975,922.9198563534798,921.2469295301265,930.6208102719605,931.2450753562669,952.0754020053924,913.6575506664709,944.9058802695816,354.77052439877195,934.4055780735373,901.8118667907992
63157894.73684211,535.4114800133536,943.9491765935005,710.9563000968291,948.8872553027568,936.1695302860228,936.7338621434743,967.2715340050304,941.6354377137657,953.6524811676004,940.2118336622735,951.6921862502508,925.8493193988985,959.5659117665648,953.5713583822065,694.558886972491,925.3805899705914,962.5134927820301,938.1926818045883,519.3492585090391,964.0203594088224,964.4871817470588,945.9802776330727,929.5984221957727,937.7120003812531,937.693755699657,932.3216980302764,943.7998409806196,937.5066887625696,968.2396208817279,947.592116214562,962.9224789730399,840.7770018676642,945.3755395138363,947.1122780288686
73684210.5263158,923.9264524141507,962.5287066186233,938.8244637767694,955.8568136384943,949.6606333090658,946.157868675578,974.6976021047775,959.4442997176892,969.4607451784314,949.4418188695101,958.7591373464737,940.5656988009852,970.1096754448896,960.5248463843998,916.2994664085209,945.411655345782,974.195386927709,952.8921058886269,886.9001454167749,970.3883150441164,973.2214854772401,961.4961001219182,937.7400780169918,956.3183194057103,949.5556632252282,943.0032782287149,965.8733112656839,944.8126591183142,597.946002402572,962.6165068152869,971.1728428087076,917.4713376689485,964.9586565350892,963.417189913113
84210526.31578948,943.5020296857627,545.9057421438249,524.2063491594179,963.7772794232144,956.1920927462486,955.391797521438,978.2125007558067,543.3844151093192,973.9205178871049,957.7802201638261,533.9821096145213,949.1239347206919,975.3531751077921,963.7238531852363,920.233556981232,959.190078991602,977.1750348241706,968.1293963725547,919.6875025479748,976.3502275686185,542.2954972728135,965.6226800538166,951.5835410392846,963.9164019661267,959.1356086242232,959.0056962042304,973.8405513235076,962.057183668554,458.27656617640974,972.4279898936728,976.6266656067232,937.1504952055595,969.420277389463,971.4863492815118
94736842.10526316,956.3019737903431,514.7330486455164,496.879472106009,971.7678084768087,958.8668382156259,967.3713944323175,981.7280881223256,513.9589859716223,976.3110584124634,965.4164843546056,505.6191398745141,477.7235150895186,977.5645303125197,968.600801513796,925.1465756298762,971.9109652598809,516.1807952362867,975.2325212742484,938.0003825521866,974.7851539939394,507.12602440315277,967.9853315330279,957.4374315145934,968.7466589352761,964.7171786163323,964.5892412134154,978.0522787125157,975.3969171388989,525.0564906750483,975.8730558450862,979.1222445887212,945.3057305556915,973.0822288739054,976.067377598497
