steps,trial_0,trial_1,trial_2
0.0,0.0,0.0,0.0
2564102.564102564,0.0,0.5137469951923077,0.0
5128205.128205128,0.0,0.7225060096153846,0.9075020032051282
7692307.692307692,0.0,0.6462590144230768,0.9862530048076923
10256410.256410256,0.0,0.7525040064102564,0.9974959935897436
12820512.82051282,0.0,0.875,0.9562550080128205
15384615.384615384,0.7650240384615381,0.8324819711538465,1.0
17948717.948717948,0.625,0.9550280448717945,0.9487429887820514
20512820.512820512,0.5,0.9375,0.9425080128205127
23076923.076923076,0.6275540865384608,0.7512770432692304,1.0
25641025.64102564,0.7500500801282044,0.9375,0.9125100160256409
28205128.205128204,0.75,1.0,1.0
30769230.769230768,0.742487980769231,1.0,0.8900240384615381
33333333.333333332,0.7561848958333343,0.9762369791666669,0.9612630208333331
35897435.897435896,0.785056089743589,1.0,1.0
38461538.461538464,0.8000300480769238,0.9937650240384619,0.9937650240384619
41025641.025641024,0.7199519230769238,0.9475160256410254,0.9799679487179492
43589743.589743584,0.6349659455128221,1.0,0.963767027243589
46153846.15384615,0.7100360576923072,0.9574819711538464,0.9574819711538464
48717948.71794872,0.8087690304487183,1.0,1.0
51282051.28205128,0.5625,1.0,1.0
53846153.84615384,0.5625,1.0,1.0
56410256.41025641,0.5625,1.0,1.0
58974358.974358976,0.5625,1.0,1.0
61538461.538461536,0.5625,1.0,1.0
64102564.1025641,0.5625,1.0,1.0
66666666.666666664,0.5625,1.0,1.0
69230769.23076923,0.5625,1.0,1.0
71794871.79487179,0.5625,1.0,1.0
74358974.35897435,0.5625,1.0,1.0
76923076.92307693,0.5625,1.0,1.0
79487179.48717949,0.5625,1.0,1.0
82051282.05128205,0.5625,1.0,1.0
84615384.61538461,0.5625,1.0,1.0
87179487.17948717,0.5625,1.0,1.0
89743589.74358974,0.5625,1.0,1.0
92307692.3076923,0.5625,1.0,1.0
94871794.87179486,0.5625,1.0,1.0
97435897.43589744,0.5625,1.0,1.0
100000000.0,0.5625,1.0,1.0
