steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13
0.0,581.6355590820312,531.7990112304688,774.27783203125,771.9569091796875,580.4008178710938,378.496826171875,291.0279541015625,767.0635986328125,708.7344970703125,562.2252197265625,594.4420166015625,783.5870361328125,183.04583740234375,832.0811767578125
2631578.947368421,597.2238332150386,549.0043823548962,777.3998004823841,772.4294005754582,596.1633258884633,402.42005147151343,320.1783378276138,769.3360799934065,717.1784274754762,579.8393330780423,609.8756211309221,787.7334281148343,214.14310066802352,832.9565096025322
5263157.894736842,854.5868262207739,834.1028138825108,834.2966824710534,717.9660559839818,824.5567609867561,806.1645135136522,780.1945899622592,802.0352440980002,856.9719587835249,822.6632422714022,830.9024444290145,804.5002915182272,739.7948375015708,772.1948456486837
7894736.842105264,835.3155873544989,834.185238997692,869.7228155012276,337.73942234922333,604.0043795541384,731.4450807916901,584.0245704150597,781.2557018329893,852.6401871964542,477.6094132945809,581.4365932264487,477.8254355524057,710.7060475003519,298.3593165552519
10526315.789473685,761.0470904907692,849.7318103749336,855.422982338723,740.1545350386494,827.2069450917337,310.9333843895934,630.0730896147995,870.2816177834434,680.1955346286791,726.5118880503065,742.550892020857,875.5928052211402,372.69461550639943,862.8534668964693
13157894.736842105,659.08159317716,786.8847644334024,864.9738347114288,479.45400174436804,859.4077184269632,845.4273357767808,822.863789049212,855.2838252926467,282.1281173371624,611.5856149668014,804.3517371987372,867.5819841874273,802.8552172027136,875.0495749282704
15789473.684210528,779.2123061276537,870.9493574026219,873.1087225943061,858.2041176124953,615.1141176220449,810.2489047242004,832.8870997831762,612.3739809454144,821.8501358184128,401.0265274105643,838.4266895217579,852.0416665598957,845.4457733769826,878.4769986111702
18421052.63157895,703.2647591685655,869.1381143807043,876.1404246994994,851.1072998981397,418.71688616639057,861.3200298144877,808.9400106067473,424.38517686753585,861.133082318339,820.6719513989551,862.7134891312538,637.4717590015514,859.2549440438067,877.4485512555801
21052631.57894737,760.4964436005357,855.7931300200254,875.9811681710452,845.9868692413922,857.8685322045619,834.6276031332993,524.2421262733162,856.3945678119184,863.6378394824316,528.3737025274132,850.5835809152873,559.1367959097813,870.7312271152507,861.2227078303075
23684210.52631579,754.1591014267665,856.4976438103951,796.6575232153124,877.3203070870397,863.9376199052274,679.6651362629808,505.4934840517692,862.5623620428207,864.2283467860103,554.7743990170329,857.0015593854674,876.1463493293672,518.9314749198772,854.9555324167426
26315789.47368421,876.601098591601,812.2744265735314,423.4893020786077,878.3447580258272,864.1863654340073,728.9044781801113,861.1311015402512,864.6998648874647,444.86057172773457,630.9644919538102,876.0761544334591,852.0140436237208,570.5078680183419,864.1939864838882
28947368.42105263,877.2357778103398,803.0215235365724,588.9737897570608,875.4440423081786,865.2120157128556,860.7834821383049,863.8203653879773,464.5664689355116,544.3434100535147,703.2167243619043,424.56732315204823,859.3024672482812,869.7878879559668,864.9671083322193
31578947.368421055,875.2943401283835,608.6875423813788,842.0176377923865,876.3887147348673,326.1896657458294,865.3085586040634,865.3286434375678,91.27928422104515,770.4556431948643,871.1126591934723,628.0365680459472,856.9076047617312,875.6431834651493,865.6148072174051
34210526.315789476,824.1934614401114,665.2080104472401,857.7471256161991,878.8592125930285,647.2821597028479,865.5361433062196,866.0189758913999,651.5155081380931,823.1595968546301,865.5393078928179,859.966572969409,866.8177872625415,836.1509047507249,865.8401627728814
36842105.2631579,847.1709670634151,812.4205633372152,862.9313209136106,878.1174001931483,791.6512482070526,865.8764693720519,646.135228270969,874.3645853401881,847.5796438785801,873.5650295739028,864.3342630658453,875.2397901232553,169.46677582175676,866.0517910920352
39473684.21052632,863.4533586710114,871.0877025178595,130.41532380052092,877.4801841386468,843.2098356236052,839.193229203244,89.47279915154888,865.8959942679656,854.60665156587,812.6452626318483,865.7914127667855,876.649498945293,536.1558484430414,866.586657857961
42105263.15789474,849.2373217136245,196.08198556345212,358.90345774525974,878.0971782821698,861.3281627771266,737.5631716244768,73.27077469991787,876.5798483396832,211.13765448678532,846.7430644074966,866.45953871867,871.6721425096084,832.040164054596,864.5809187162616
44736842.10526316,833.0632785274712,833.7171839472331,843.9520049551684,878.3404738247559,863.6182462597818,856.0243681966433,755.3881021900687,838.2788023507826,775.623177590628,864.0653396242213,866.0265443457131,633.9434401995587,863.7903634504598,865.5111789412775
47368421.05263158,859.9858049501012,826.7997156318866,873.4844790938158,723.0716971122657,864.6937683645708,834.3196901941564,822.3190058327777,851.7910366243273,853.9439943117449,864.9874237204523,850.05428458775,875.8374304021825,864.019227131582,836.6616773958682
50000000.0,864.8318892529136,859.6131171050824,872.6740872734472,645.5556870636187,809.0764102810308,857.3452108659243,862.230093099569,861.9930018249311,845.4897578797842,865.2997549584037,138.45000220325431,859.2086060800051,865.5149438255712,854.6932197746478
