steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6
0.0,31.666484832763672,35.625205993652344,31.664081573486328,31.087623596191406,28.70996856689453,49.7452507019043,24.603687286376953
2631578.947368421,31.713129049853276,35.54943085971632,43.84244152746704,31.626754346646763,28.957056321595843,49.73099226700632,28.627840311903707
5263157.894736842,54.79435172833897,36.406779841372845,487.81352575201737,52.58185040323358,37.42532898250379,47.9461427738792,173.55607594941793
7894736.842105264,452.1886725174754,157.5209718503452,775.046680839438,108.75058794021612,60.133895999506976,32.01904307541096,242.33882133584268
10526315.789473685,757.8833343104311,797.6520221107884,209.61679734681792,284.55152652138156,311.26752893548263,189.0317703046298,158.52994065535705
13157894.736842105,137.9437120588202,439.3957671617207,958.0141604574103,61.11213247399581,246.59925224906516,865.6500336496454,797.5298454886989
15789473.684210528,155.06120526163213,254.9001746930578,794.8007309562277,128.9981570494802,800.0865492569773,402.8600751600765,191.0015876418665
18421052.63157895,454.90397036703035,877.2651927345678,264.84524139605105,222.47427536311932,687.2264024458431,99.39164838665418,68.21568211756255
21052631.57894737,978.9137243973581,940.9423225804379,818.8739648116261,781.6300570839329,234.8179715809071,248.09669032849763,242.07572977166444
23684210.52631579,971.348072052002,804.72222950584,348.8928189528616,550.452619652999,828.835008119282,183.2902505774247,827.6912426195646
26315789.47368421,755.7456846739117,269.47271850234586,484.68813464516086,322.92342617637223,834.8118828221371,149.33822697087336,617.7035844200536
28947368.42105263,203.28472644404366,61.59356121013039,334.36015189321427,747.0511505729274,828.1186009457236,352.0793666839599,340.46494315799896
31578947.368421055,105.5792973167018,361.6509117076281,128.1920933472482,514.0357852735015,865.1050069708574,466.15057172273333,925.265655517578
34210526.315789476,81.78223448050642,734.8603362033236,393.40603689143614,523.1943101882939,932.2181378414756,616.5503221813005,575.875553538924
36842105.2631579,268.5306661254486,317.123094458329,933.2492539255243,868.189714331376,597.7553289313059,835.0821721930251,309.3539281769808
39473684.21052632,722.8218182011656,540.9834968165352,631.1051754700507,875.0932738655492,78.35427981928774,703.5467304430509,435.8702131196068
42105263.15789474,821.5187474300986,724.833557128906,565.1506468120377,897.0572541889392,454.6731462980576,588.1628265380858,362.77473188701464
44736842.10526316,825.9787380820827,647.2518878735996,651.9667042180109,891.6602973937988,582.6515937604399,632.7427564420199,559.1539300617417
47368421.05263158,900.803257189299,845.0771484375,344.9867744445801,849.0479599802118,595.5379014266166,788.3923528570878,225.2173838866384
50000000.0,941.7288818359375,845.0771484375,372.61553955078125,825.4337158203125,981.8438720703125,806.5789794921875,116.08470153808594
