steps,trial_0,trial_1
0.0,34.40502166748047,36.6995964050293
10526315.789473685,35.79210338669306,38.005770842537
21052631.57894737,59.917730975968354,60.30580776221947
31578947.368421055,97.48180399253103,64.49802699317728
42105263.15789474,385.62155218963153,60.89296921163054
52631578.94736842,897.4576670613316,53.76924504470751
63157894.73684211,942.568912517331,70.15229440769416
73684210.5263158,941.0934311638579,231.05483610135545
84210526.31578948,933.2740315281453,656.0094558651099
94736842.10526316,930.5257736172042,848.6222197543881
105263157.89473684,931.8683176172738,823.7492195939093
115789473.68421052,915.6258244458328,889.5661365675463
126315789.47368422,914.204843773406,920.7469514136169
136842105.2631579,900.3843748315219,914.3443548552217
147368421.0526316,873.2232036795313,925.8674609215306
157894736.84210527,866.2194726586011,911.348720751806
168421052.63157895,837.9773308392047,900.4920405575443
178947368.42105263,887.1549552528812,926.875082271251
189473684.21052632,925.7351483420322,928.5115380696643
200000000.0,887.6819921731949,855.2167807754718
