steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45
0.0,-3.3722357749938965,-3.4669435024261475,-2.6520583629608154,-3.4410202503204346,-3.0079755783081055,-2.7309021949768066,-3.2768428325653076,-3.6672377586364746,-2.9908506870269775,-2.605586290359497,-2.790125608444214,-3.5483670234680176,-2.628736734390259,-3.8423306941986084,-3.613260507583618,-4.043254375457764,-3.991417407989502,-3.356724977493286,-2.582390308380127,-3.771132230758667,-3.251248598098755,-3.401262044906616,-3.0318472385406494,-3.432936906814575,-3.221065044403076,-3.0527305603027344,-2.9370625019073486,-2.6734180450439453,-2.9846036434173584,-3.4345529079437256,-3.150561809539795,-3.0869765281677246,-3.1885008811950684,-3.0705177783966064,-3.0232818126678467,-3.3072073459625244,-3.595620632171631,-2.711538791656494,-3.4124560356140137,-3.1005356311798096,-3.255845785140991,-3.91489839553833,-3.483246326446533,-2.4032366275787354,-2.9848978519439697,-3.4536261558532715
10526315.789473685,-3.348811843557608,-2.954472834394646,-2.611644880331787,-2.9597866641456863,-2.582212564387098,-2.4009181729413394,-2.8507909849653705,-3.175664467516502,-2.416470517350845,-2.5551536993814987,-2.6025601402389458,-3.3759428311513098,-2.2485293686355092,-3.8736673976504954,-3.368202658410125,-3.528305767266559,-3.8292558318351646,-3.419715635037989,-2.2072796504867167,-3.6200154503495265,-3.1563996330846535,-2.7804558866281948,-2.5018389518340465,-2.8568766484755526,-3.0413432491663004,-2.6366784415489004,-2.5625574281303742,-2.249624021059815,-3.0399713495132255,-3.2402969079732724,-3.1298110598260975,-2.8845235815448613,-2.612234444412921,-3.1393634116340303,-2.479297166387744,-2.648950335571614,-3.555193637290691,-2.2147983991827327,-2.909505631169691,-3.059350463100567,-3.1812568905616923,-3.357639039896294,-2.92468160210007,-2.417117137361287,-2.665875855506297,-3.525158760204932
21052631.57894737,-1.7387827436834402,5.9986564690283295,-0.9820837495194542,5.3082223716617625,5.259834107055414,3.441179849311885,4.893861211433883,5.661361987694809,7.415033666868475,-0.8619783440117211,1.5306366897043662,-0.279617033457355,4.648374276754248,-3.26624457146508,1.508826533710414,5.717424337045287,-0.20199304378276695,-3.381498713822844,4.54905090186683,-0.5502767786577114,-0.6517123821297258,7.765487827719228,6.180262929362624,7.112735034441291,0.7404074811959035,4.932657703716009,4.435512128381518,5.216710643873775,-2.4477708939465472,1.0836308412268323,-2.5072074090372487,1.2814960040861856,7.305861755555439,-3.4492825541794914,6.598669122643975,8.528541237193256,-1.7696868368279999,6.400873779701043,6.172455815665445,-1.2681398440198839,-1.0825249654353124,6.465389849143387,6.750609739699048,-1.19857735400813,3.4651126438968527,-3.312699251196803
31578947.368421055,8.033127333808928,9.680373037259749,7.421607450195112,8.113874860160786,11.07425067681623,7.138647924083186,10.169503363829694,10.96056362267563,9.80620374545517,5.3476288092930195,9.624326218840592,2.867039471394849,9.48426680300653,5.295599848922042,7.13817532581775,11.326029571456901,7.406440249706137,6.445738919778443,8.990560170851257,5.113345734215243,6.626099239162833,10.08461140221826,6.134924885205452,10.030071275716343,7.952090659229102,10.478816749172033,10.593816937734257,8.725869658121896,9.600265248518674,10.06022568527155,1.4352250469803716,7.877601317349316,10.031754557685694,4.465952192020406,7.873110672043653,10.586451393603722,7.51109139602554,8.761410636689327,12.205621740953621,7.924848709660493,6.637784218939327,11.017172093526396,10.01858989961724,9.875442118337507,9.976236067609113,8.37469592511814
42105263.15789474,10.151297560792386,11.26416299485929,9.267984237135877,11.373779083367365,11.787476843599633,12.075239783735983,11.015525708692225,11.591156447455907,10.87814170958015,5.714362738837187,11.058631160747971,9.993123575054378,11.36409260824818,4.486063589385796,4.95970045923774,12.610514041418185,10.0069366409611,12.686532363749606,11.315154644322693,11.614831200442238,7.35811054163775,13.394551575101314,10.869627952544725,10.092717929229842,12.978293350993184,12.71020358120842,11.865647069604195,7.839530153636023,10.485450036369697,12.431616280764507,10.242026846112886,9.554234853091746,10.656569783800279,12.04121983281422,12.142911176932484,10.992017147144162,10.547818524365693,8.297893076675875,13.790207259078352,11.224898374270534,10.531290089690907,11.12034382860994,11.776253572471667,9.520584249038281,10.378126743788782,11.231768946929568
52631578.94736842,12.959769427366142,11.506850941669082,1.288214583245349,10.624550995811655,15.193085279166079,13.283685787784714,12.082892891424617,12.048013322568728,10.04335998588982,14.960387318392499,10.519530301691752,12.324135295337278,11.631685556384666,8.13174619930319,9.496845336277502,10.734834451246439,13.450791543664364,12.752449242426522,12.77166621709485,9.849430123373732,8.156763908992472,12.957924915668542,10.65539616788802,12.039090773707303,12.484083661280696,12.59700657313024,13.20538417621157,4.460730847552382,10.501092676648618,13.605854226544581,11.795537317083978,10.663093914081784,11.320872018330439,13.834651373239064,9.813878532509394,9.083272563018824,12.371252293143824,13.422944269032111,12.806150147975151,13.328359563713713,9.473297408125376,9.013785334198202,13.083881110657224,13.172660837858048,11.046785646605814,10.180898374338684
63157894.73684211,10.491854196383391,10.938055524904371,7.6689072200419695,9.966936858897185,11.808354421758667,14.078546801834804,13.701164083710133,13.741931992157303,10.143263961882475,14.501659876432196,7.555386393421291,12.206121127159845,13.014088289585183,14.51947934963222,12.865993560088018,7.187639113812296,14.236697317573173,12.156768709287,13.663455353549313,6.929189488407836,6.923468405236377,10.513334146182254,12.570292277426725,13.488311054804196,11.188366168986109,12.4974735840443,13.414542154040076,14.352127424825674,12.781222553407758,14.952113428733563,14.600162773106733,13.738351193197339,13.140777485765042,12.666933314854132,12.249865231390558,10.664589912362311,14.171165526785224,14.106291055576127,15.027069765063121,14.41740475327726,15.73542335241971,10.578678828756996,10.491435214417914,14.759815720598784,11.678292119643364,14.01151112347862
73684210.5263158,12.029645655314516,9.05496842169443,14.170071264341926,7.693645674312216,11.394658172670805,15.89502041042625,13.817812093017606,14.004586167574198,13.288364356873851,14.637059652850219,13.908324763720591,11.297545286287605,14.397612337368717,15.661975354015558,10.460450448080318,8.614153942120343,15.958278679882289,10.634357100535818,14.79199031756938,12.70784316065404,12.619963634230324,14.001427695673692,12.591657733026159,15.404073881398153,13.213452288932542,8.511659933709462,16.391022193511315,13.267435535953645,15.916029307704905,15.400887953455449,16.13733410985929,14.651823514925415,14.376387191706769,16.540890508757034,13.223859406311137,9.239948294229983,13.489525125091097,14.809795068517596,15.450627578675252,16.838474935441795,15.847339338176676,9.788902010388128,10.337919874088405,15.621273469858368,12.129954190367519,16.093705547586538
84210526.31578948,17.760843728883113,10.279343334901201,13.787326154740233,13.258875545867593,12.639622892224722,16.319644033083296,9.165605483819158,15.363699054763423,13.78775085060963,18.050697088613074,13.693344810105591,15.404597674442295,13.583959544897906,15.289159297592258,10.538877555992135,12.897088886937773,18.687501373754973,17.025846280756088,16.776131178162103,16.038960190113233,15.717419340669943,15.49357077892137,12.345054918915611,14.408186050353784,15.37442819838131,8.59326268845029,14.749248884391255,13.554934695032827,19.160426746568852,16.426803568950817,17.545255743524375,17.322997906779317,16.949543669118114,18.36012258386843,12.702555600832374,13.77256789770483,17.304384724482112,14.746453842524842,17.154824908544153,17.755530547072023,17.182824492083032,15.59345431221324,16.53140566384528,17.03263830961118,15.830707279784693,16.455701419892733
94736842.10526316,18.10875342138256,13.205714890186435,15.803593422410046,15.779795836463798,13.347634910035703,17.675412593620965,11.262539567380701,16.262244434469995,14.560155146252209,18.70700804050238,14.802215527245192,15.001281879277297,15.730617958747903,18.623798324207975,14.227201884540206,15.594491155327935,19.33780995033,17.439180173428724,17.75494719312173,14.766292978395448,16.99258967248563,15.475536963662488,11.539195219457273,16.222552638720217,15.30272137015604,14.735852067002774,13.074429201153094,16.56463443367662,19.614476758615215,19.19401865206927,18.344224224073447,19.35337531092961,14.905308460138242,19.276653368779332,15.187755667609666,13.507856627851416,18.38223971295947,14.659016693217314,17.445705671069778,13.617514136706548,18.21815130781702,14.174886949747346,16.235712583617943,18.507420778821462,16.339642764195553,17.143035966655308
105263157.89473684,20.04900771031708,17.86164789987403,17.0322197431652,15.776035254650912,10.156333260932149,18.09903166094315,15.780491748293269,15.752717475538397,16.0480984300117,19.76371801298865,16.787035284166603,17.847155351098884,15.921476675883719,20.3033896042679,16.73921282662187,15.832540266587298,19.56199654151487,17.91477015363749,16.690000592666443,15.509482615217154,19.245884247650483,12.465063143619581,14.84835000741721,16.571307678673406,17.050246027254413,16.507105884356346,14.649874432110472,17.10472286675239,19.02820233577589,20.108383951672558,15.60174109429183,20.25255926349652,12.819671243047367,19.464990507315978,16.087902188507474,15.033177787107814,18.896284718541143,16.570409435314485,16.050595562729644,13.230604089750106,13.277256461025482,14.322381232965768,17.72133412944808,18.82183617877663,17.38260624632033,19.860794741041193
115789473.68421052,18.643381954844102,18.54835988962481,18.274365205018473,18.04713299353749,13.569893063204695,18.139803008122207,15.70924465052804,16.61225797246543,18.84688400965277,18.0415342808843,18.63879064883304,17.275339976138852,17.55700273847677,19.12972975437145,18.249746666297604,15.121667984261634,19.22027533328537,18.976456882426945,17.36075731750495,15.29252604674806,18.40787346369569,15.455761241076456,16.6140908823604,16.799043613725917,17.938285167341913,16.041154381571406,17.010189754511757,17.99025787494127,17.792035339524006,20.46627064968183,17.460509469167654,20.650317033014964,17.72268858939729,20.531500852643575,17.10682734679379,15.739541485172973,21.34594375375462,19.86060008828185,17.060180093608075,16.605708871119322,14.898114281928375,17.91859504886983,18.131937182428434,19.673805413468433,19.425389927283053,21.042378712110118
126315789.47368422,19.874555063359136,19.518345985860872,18.170193737357277,17.24144467767173,18.878987067479674,19.737814458102566,18.240129383977433,19.28273999610519,19.867505336814972,19.235559261860615,20.07348884852639,18.375901220846213,20.46671796689156,18.206051397728128,18.361337920263864,17.4620368088237,19.781538026133898,19.631790495315087,20.618938376451137,14.437509953201726,17.571811070650238,16.224837196861852,17.83091986720087,16.981185834761966,18.134535268877848,18.02820434424397,17.613417221754375,19.635379853031477,15.308381169508118,16.56290032595932,19.27465725273224,18.35574830637166,18.804626299713288,19.766867791103852,17.206924404360745,19.345611486449805,19.3450663987124,17.7318670114817,19.0734306324552,18.064933649679634,17.42717470715746,19.752657431520916,12.625780559962717,19.8355487545235,19.855736769921563,20.258229212685798
136842105.2631579,20.309029835877407,19.418519484529327,17.19611147870606,20.05695294425759,20.202992054796326,19.166716276655112,20.093314361585684,19.433080316565082,21.30431324579441,21.65328627766479,20.05786890108293,19.214470041404965,20.66333834635006,16.058081695724823,19.417242201117393,17.06624516231263,19.678987487072224,20.27567235273606,21.386352835125045,19.28335961021246,19.902976139332495,19.232157750599548,19.23767541916499,18.874226399024028,18.071540762404613,19.382191227377493,15.588120559423933,19.660692583671526,17.10965544194592,19.693536390142825,19.511432247174454,18.234867734375342,19.67511295428154,20.30570539916734,18.9768121755344,19.881600292905173,17.523209216016397,18.72086572241544,20.83728222367341,20.731241630937216,18.924420912953874,21.00206229249609,18.291721565986883,21.42098015803235,21.600837535408026,20.85379567757311
147368421.0526316,21.32225135438289,21.01343116141505,16.496730130372203,19.485585650093746,20.88206665598661,20.212540736623172,21.533781127049654,21.393942956964892,21.979408876769185,20.116578946266724,20.381003282035486,18.85220035804317,20.62321125441476,21.790376885100134,19.719992273288504,21.10241365414165,20.76986051626359,21.32946111323761,21.648378539376395,21.107863364767006,20.43684974736908,21.80381256071567,20.090202856086545,20.89925573371,19.61663487689812,17.23072895123894,18.53215655005973,19.238490912960096,20.989005419799746,21.23105787871782,19.740858315007756,18.892891174393842,16.335741473253492,19.60553560937417,19.541260907431635,21.05807411511767,19.906260772569524,21.15899479774103,20.50925735900194,19.04481137353008,20.2005735250226,22.254602544783637,22.14265445338103,21.140587999942063,22.218076434987402,20.650632302475437
157894736.84210527,23.56735809300085,20.48265241219603,18.297726666797317,21.491748122828614,21.07696459946478,20.391972969531228,21.00653232675345,21.325065319604366,21.323023698243656,21.823507697540762,19.357220581461807,20.23973514776873,21.054398344406586,22.1474013413687,17.724965362156897,20.827398620705814,20.909154751000106,19.361569629491942,22.612815690327466,21.171818442198955,18.769091584696497,22.20454035740645,18.831123499911783,19.66475247994705,22.38409182263172,20.13806573658604,20.35272439906678,21.78191572377185,22.12722626591612,23.724081630356757,21.58452287310647,19.67334620133971,19.343360677124146,21.461479467316597,20.246564489704173,22.577787996762513,22.47588867772051,22.132720640563818,21.67382459651545,21.50873137430038,20.815495735245893,19.581669374670923,23.205173750209347,16.393178987636684,22.911648582264657,22.424171733239106
