steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25
0.0,1.1070239543914795,127.49684143066406,4.093958854675293,33.31150817871094,25.718891143798828,11.933124542236328,420.9925537109375,8.540064811706543,26.45378875732422,590.93310546875,340.277587890625,420.8017272949219,195.58168029785156,3.391355514526367,465.90570068359375,2.054654598236084,316.85009765625,9.95883560180664,267.5233154296875,123.71533203125,108.68330383300781,356.7052001953125,278.66864013671875,277.46929931640625,1.486802577972412,42.585975646972656
2631578.947368421,3.2925438335851642,138.5236080320258,4.993924136224547,44.33458175157247,35.15915716949263,12.722887390538267,424.4884181775545,8.729509926155995,33.886279319462034,595.6129337110018,352.1084811561986,427.96257867311175,202.06327255148636,5.907752378990779,470.835318615562,2.0891384945104,317.72211827729876,16.039407774021758,277.92279665093673,131.51044740174947,120.23720246867131,365.0391180138839,288.0580439316599,287.6519431064003,1.486802577972412,51.31138755145827
5263157.894736842,88.14390333075274,533.6082926298443,44.043266170903266,444.2651071046528,368.7131055530749,43.959734176334585,552.539914181358,27.931817531585708,307.2732468655235,761.9028812207674,769.5502222964639,681.2903378135279,433.1134151659514,98.84878186175698,654.2497424075478,3.6750394890182903,359.51512366846987,231.28497846503006,647.6574546412418,407.45201401961475,536.7375351755243,661.0743811757941,617.5022191499409,647.1716714156302,2.145703354948446,368.1958118237947
7894736.842105264,275.11930342724463,735.0789212678608,211.7759422001087,735.1804611808376,469.80724741283217,136.32633202954352,672.7569042005038,250.7527502461484,571.821780857287,827.0543926640561,874.9680552231638,762.4085484554894,540.8477741040682,225.20874452590954,860.788188131232,20.87413353041602,562.6076250578228,327.2721477809706,790.7666751460025,499.2567903619064,788.8386972326981,770.3893848218416,673.4317505485134,745.779755040219,15.250387251377113,607.3507660313657
10526315.789473685,694.70544674522,779.5773568404348,623.3324890136719,834.7978491532175,588.0644045378033,469.92087615163706,789.2390474018298,360.64071976511104,704.1284312198037,878.5775628340872,893.6595599525854,842.6813185842414,675.8182911119964,614.0282468293842,897.3839922453228,160.56086650647617,677.9251460025185,674.104342811986,844.3023942646228,606.8340213173315,814.1115048057154,806.8005491557874,738.1793257060804,813.1048648231908,69.5931235865543,728.5652887444747
13157894.736842105,807.6596978840075,860.0418795535439,717.4553576017681,871.459729044061,619.599989338925,655.2303439692447,839.2720535679867,412.9453525543213,784.7718210722271,904.7389102735018,897.561913440102,867.5271701812744,790.4499820910002,745.4464950561523,901.5716619993511,346.77007609919497,798.8619643763492,767.3227893427799,868.0951203797993,751.860931998805,872.5851299888209,857.7039166500693,834.0250506150095,885.5552506697805,351.2012129833824,778.3066658220794
15789473.684210528,852.235719781173,906.0865886085912,777.4323063900597,875.3940337331671,646.1657502023797,741.069430702611,882.8564308568051,616.9172744750977,871.0809061150802,910.301159908897,910.2694842689916,901.7171775416324,868.0158661290219,816.9707709864566,908.5785940069901,400.6182610361201,886.381138450221,873.3543060704282,897.0262033562911,825.8346388967414,903.5265061227899,888.1257021050704,864.1892742357757,904.234502089651,509.39128915887136,736.6429222508481
18421052.63157895,883.7724276090923,910.6879503350509,841.5206224541915,893.9436012067293,681.6165999362344,843.7345647309957,896.7081971419485,657.9592860372443,898.7610654328998,915.506605349089,913.5177278016743,908.3166100351434,884.2817576558966,885.5359973907471,913.7235539084986,622.9977873751992,893.829749257941,867.8028069546348,906.7682189941406,890.1059328380384,911.4126127142655,894.9167718385395,890.0454064419395,903.2804670835797,635.4070098274633,800.7923454485442
21052631.57894737,897.9784963507401,915.3879539088199,853.7172490170127,903.6386437667044,742.1501545153167,898.5218626323499,894.1914078561883,694.180813438014,909.8470442922492,912.3458790026212,913.2061623021176,908.9147563733553,889.1734498676501,902.6121472810444,912.5250260202508,697.4418913188733,901.381188643606,888.8867283871299,908.4671928004215,905.0604625501131,911.2159343518709,914.8377283999795,911.8927082262541,909.247892680921,674.0363753469367,901.4430485775596
23684210.52631579,911.146950370387,918.3960352445904,874.6385909632633,909.6862576133326,770.646145469264,906.8876136980558,906.7599330701327,716.3556493457995,916.847576342131,913.3868970369037,914.7193364595112,910.1579182273463,901.4355344270405,911.6383585678904,912.380299016049,786.1721399206864,912.9467763398823,900.2562397404721,911.3884546380294,913.9630144018876,920.52998562863,915.1164833871942,915.6992708507337,911.6142583144339,692.3830709959332,902.7688524346603
