steps,trial_0,trial_1
0.0,9.406087875366211,6.348013401031494
10526315.789473685,28.86736507902124,6.452953456370857
21052631.57894737,391.1406841760197,9.026335678065914
31578947.368421055,674.1647785906977,17.037488312416627
42105263.15789474,630.2914796615241,21.456349880225602
52631578.94736842,782.4888031410048,101.21581154131431
63157894.73684211,794.0771374851053,353.9403535614714
73684210.5263158,815.6296210345139,427.2476088815779
84210526.31578948,829.2120636969062,455.3747915244168
94736842.10526316,839.479959946425,460.9805360029444
105263157.89473684,862.8875586993146,495.97342385826346
115789473.68421052,913.0016331022135,511.65217157281995
126315789.47368422,896.9018917704552,487.3388301982774
136842105.2631579,873.889928858366,535.3479456143697
147368421.0526316,869.7262394527319,829.9772448780798
157894736.84210527,871.6727663374344,917.5902793988627
168421052.63157895,884.1744044877155,910.3412795264966
178947368.42105263,889.7868047501902,924.7859577383031
189473684.21052632,883.0935878694222,921.7362722792453
200000000.0,893.4532904750422,929.6952585703448
