steps,trial_0,trial_1
0.0,7.756218433380127,8.150501251220703
2631578.947368421,7.767970536100237,8.366373187617253
5263157.894736842,11.577550486514447,23.147785927120015
7894736.842105264,72.28212307628833,145.1811096793727
10526315.789473685,111.89303101991352,130.2671822999653
13157894.736842105,151.21501400596216,95.87315875605533
15789473.684210528,213.9048440330907,174.26672418493973
18421052.63157895,233.2019302217584,162.8497517485368
21052631.57894737,289.39062821237667,216.50693030106396
23684210.52631579,364.2369224648727,287.8194723631206
26315789.47368421,436.61125303569594,352.0361348202354
28947368.42105263,497.37209159449526,405.3026934673912
31578947.368421055,538.269336901213,440.77868953504066
34210526.315789476,549.7498505240992,470.3774688118383
36842105.2631579,578.1329383850098,493.4801483154297
39473684.21052632,624.8644997446161,508.0119544581363
42105263.15789474,642.7381704230057,527.6801870245682
44736842.10526316,661.4914059889944,539.3365623072574
47368421.05263158,678.0991965846011,552.3600885491622
50000000.0,683.0689697265625,558.7533569335938
