steps,trial_0,trial_1,trial_2
0.0,16.31616973876953,5.682991981506348,9.696382522583008
10526315.789473685,16.01064381198674,6.1107955820486985,9.460285425671167
21052631.57894737,11.945554780389422,12.33056614091336,6.011637054347637
31578947.368421055,20.78463339676611,7.825864094704229,13.413253654447232
42105263.15789474,21.475218844587122,18.150034316689023,27.937797530845756
52631578.94736842,9.368498481577907,12.471375805361923,17.168019419654666
63157894.73684211,11.657020687391348,15.412501511434893,16.519695849299758
73684210.5263158,15.627525827811304,15.117843410603886,17.350568272844168
84210526.31578948,27.30527947446812,15.702017077366072,28.515038606367614
94736842.10526316,27.738610208756867,20.172164877897277,34.99198000152644
105263157.89473684,21.12570437336975,16.654560188744785,33.480304977374146
115789473.68421052,29.944203359278696,18.517296654577276,33.203467160571684
126315789.47368422,30.423541745650798,12.937133637161452,26.713290220854013
136842105.2631579,25.21642744471512,11.699939770985223,26.867492482437655
147368421.0526316,33.1796741775054,10.536319912295177,29.48509879861223
157894736.84210527,31.241460067330962,10.408469955955434,26.945821791649937
168421052.63157895,22.12078550069946,10.942992208283034,26.634080230776952
178947368.42105263,33.423632422219605,12.33718582315221,26.068562273813253
189473684.21052632,22.13502057469411,12.57830181549667,26.122201601977245
200000000.0,18.841662961303403,13.160135232108203,26.10420458969709
