steps,trial_0,trial_1,trial_2
0.0,0.0,0.0,0.0
2564102.564102564,0.0,0.0,0.0
5128205.128205128,0.0,0.0,0.0
7692307.692307692,0.0,0.0,0.0
10256410.256410256,0.0,0.0,0.0
12820512.82051282,0.0,0.0625,0.0
15384615.384615384,0.0,0.17375300480769226,0.0
17948717.948717948,0.0,0.022485977564102755,0.0
20512820.512820512,0.002504006410256352,0.25,0.0
23076923.076923076,0.0625,0.125,0.0
25641025.64102564,0.16251001602564089,0.5812550080128205,0.0
28205128.205128204,0.08064152644230745,0.4375,0.0
30769230.769230768,0.3000300480769227,0.4224759615384619,0.0
33333333.333333332,0.3168945312499997,0.2649739583333337,0.043131510416666574
35897435.897435896,0.5,0.6425280448717945,0.011242988782051384
38461538.461538464,0.4937650240384619,0.628117487980769,0.0
41025641.025641024,0.2449919871794873,0.5524839743589746,0.0625
43589743.589743584,0.4737329727564111,0.651267027243589,0.02626702724358893
46153846.15384615,0.4362229567307696,0.5637770432692304,0.04124098557692321
48717948.71794872,0.6543845152243591,0.8125,0.125
51282051.28205128,0.7375300480769227,0.6874499198717956,0.13746995192307737
53846153.84615384,0.7281775841346132,0.8581355168269227,0.23313551682692263
56410256.41025641,0.6599559294871802,0.741261017628205,0.27621694711538514
58974358.974358976,0.44240785256410164,0.9375,0.12561348157051272
61538461.538461536,0.75,0.9149639423076928,0.2650240384615381
64102564.1025641,0.7969125600961524,0.8906375200320508,0.4688251201923049
66666666.666666664,0.8512369791666669,0.9375,0.625
69230769.23076923,0.8443885216346154,0.9375,0.43877704326923095
71794871.79487179,0.6924579326923083,0.8525140224358972,0.6825420673076917
74358974.35897435,0.8031976161858949,1.0,0.8031976161858949
76923076.92307693,0.875,1.0,0.875
79487179.48717949,0.875,1.0,0.875
82051282.05128205,0.875,1.0,0.875
84615384.61538461,0.875,1.0,0.875
87179487.17948717,0.875,1.0,0.875
89743589.74358974,0.875,1.0,0.875
92307692.3076923,0.875,1.0,0.875
94871794.87179486,0.875,1.0,0.875
97435897.43589744,0.875,1.0,0.875
100000000.0,0.875,1.0,0.875
