steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48
0.0,-2.622222900390625,-3.370298147201538,-3.4806318283081055,-3.6875553131103516,-2.898256540298462,-2.9701099395751953,-2.7875096797943115,-3.7286503314971924,-3.8853063583374023,-2.9246866703033447,-2.7148354053497314,-2.4167842864990234,-3.422966241836548,-2.395108938217163,-3.4265589714050293,-3.632646083831787,-2.4772870540618896,-2.8221004009246826,-3.7908973693847656,-3.4721453189849854,-2.7907495498657227,-2.9180970191955566,-3.530669689178467,-2.4398040771484375,-3.33203125,-2.885857582092285,-2.9127094745635986,-2.7009096145629883,-3.3797998428344727,-2.486473798751831,-3.2982184886932373,-2.8545494079589844,-3.1855220794677734,-3.679413318634033,-2.9846432209014893,-2.379366636276245,-3.8758766651153564,-2.599381923675537,-2.582554578781128,-3.4726831912994385,-3.0991599559783936,-3.919654607772827,-3.7412235736846924,-2.853671073913574,-2.5760693550109863,-2.8323445320129395,-3.5676424503326416,-2.9430856704711914,-3.4570446014404297
10526315.789473685,-2.1443556697298756,-2.604622289613843,-2.62601930200744,-2.892516906270009,-2.1154675880321903,-2.1276996729797433,-2.03500598986695,-2.924468895564258,-2.9731720607376904,-2.1506026635646887,-1.9841641347585732,-1.786921377458875,-2.7269234323062754,-1.8295149092512188,-2.6444640175898626,-2.807752319215603,-2.2164123400625284,-2.083736731723038,-2.955045986368509,-2.7225694413602586,-2.03509878278955,-2.1764004405141595,-2.714997620782311,-1.8572809878063392,-2.5899543815274355,-2.1227677897176083,-2.099266001680566,-1.92400074279364,-2.5578874258061357,-2.4567696105616577,-2.555397709579416,-2.110916663500431,-2.3844478125619464,-2.83038649635668,-2.2090681753556014,-1.9436252805851966,-3.0591423403970905,-1.7752186182842502,-2.2387621303319856,-2.6327346690880113,-2.2277750546439004,-3.088981560408847,-2.9122841773068378,-2.0944766494886653,-2.25924956497615,-2.065789681821906,-2.745554651169188,-2.164853125255957,-2.6191905661488666
21052631.57894737,6.614318586862711,10.85881939200669,12.156070108832456,11.054114930698045,11.490154371377587,12.462752547331794,11.147836175832351,11.116792305483589,12.666898759061322,11.318520730005325,10.882610413950154,9.408061956393421,9.68649428136069,8.327566698712099,11.002357632241669,11.556620040010671,3.444345470054793,10.801555157223731,11.582278457158077,10.48224783458662,11.131433820470631,10.771942642870826,11.416452110107793,8.449908890436376,10.526052739383482,11.30762403521821,11.993062590199866,11.6639083307804,11.741226760020423,-0.44908767446509157,10.502123493293604,10.986315969909203,11.565649796251487,11.826153370198327,11.396943261191621,6.272523881165812,11.185274493656124,12.41030844694669,4.54669457731299,11.855897873418193,12.757474134947042,11.382036114839059,11.576349882470893,11.084423285901257,3.9409792297455253,11.361536056355385,11.439151821327796,11.458391135057997,11.895280162187246
31578947.368421055,13.572063192730342,17.22186448871367,17.49662602378102,17.35669673918398,16.834638912395842,17.84363842985162,16.88800736795853,16.880781279603365,17.075785953948827,16.750279511405036,17.22710777211862,15.54213390945408,16.90012728523494,14.62077277988825,16.687394262580433,17.358006022916978,14.231641915412698,16.171929934869556,17.142355766276367,17.048627405832434,16.673604207327514,16.11488947427865,16.765784324010077,13.86501347779753,17.232149046569692,17.92562165217593,16.976580960774108,17.331242832889227,17.40508267019264,11.992862095008928,16.219334326901183,17.425709116141057,17.24975286523742,16.738485051589887,17.415765932211627,14.445892432903216,17.11727662694091,16.7811511097027,13.239772202140056,16.673874947505585,17.304890318502803,16.91466964559934,17.55767846771018,16.282885979311516,11.880733124937585,17.04613743863814,16.06022262048503,17.63695800902936,16.99049455892821
42105263.15789474,16.809659380620538,21.764230714238913,22.73972763546286,21.643965234654928,21.74702246889596,22.652074419870107,20.731091551090543,20.847425001294166,21.79408597700566,21.51961119497747,22.02262121180996,18.68265840072711,21.278931827508842,17.446096692409707,21.290536617287472,22.12172025483401,17.461062160679177,20.42540076463754,20.68368695740307,21.666869292711617,21.916289011424105,20.028948467420904,22.27376237024561,17.032851899037567,21.511535422148963,23.04841623746292,21.003911361201485,21.020303816552637,21.733142241484735,15.999251102424973,19.132791252141185,22.095405116120038,22.15786533165011,21.345287660420603,21.04939179611586,18.119023768174518,21.819873904711322,21.19567994740366,15.5964165910191,21.562652983493752,21.75707874502832,20.34559825095774,21.182631872759465,21.591707591060292,15.79435849375507,20.46977045874104,20.351062424728582,22.76704098278053,21.116109675317592
52631578.94736842,18.34443054820857,26.369028102286634,25.904459385000106,25.77523363530739,25.980296277789364,25.25300727423456,25.607173583993994,25.432125982438883,25.891117326053596,25.255316542105497,25.972195803696017,21.03944883465127,25.29555911887076,20.526311743282132,25.727283999690183,26.05311776187859,21.65263528987724,24.697230363285318,23.779680715750004,24.793153771387615,25.667613739720508,24.658994496173104,25.846143598722453,18.967720408885228,25.515512586300392,26.583713258263188,25.091958474383336,26.20753512853999,24.49604346426178,20.30528257680422,25.693519252566542,25.89411142394669,26.140436124206207,25.39688835499958,25.048817270943623,21.06212925758739,25.27115125696167,25.96678891373989,18.05477700185371,25.54183655674892,25.39273396560566,25.357807122846843,25.663344824702126,25.378740693429624,18.723020302843807,26.17567226190605,25.01329373365521,25.97550513121684,26.122813733795095
63157894.73684211,21.90078059301152,28.173846275604994,27.83851503283611,27.867535666611634,27.97872853503044,27.682263121308136,28.33698245185399,27.53065872854886,28.08013696474258,28.07376757595389,27.82550703027283,23.2038996492479,27.427057210366318,23.69310889919379,27.739920308075618,28.412693951887768,24.525160290269888,27.132728817194206,27.6007974946309,27.838865729311994,27.68664279361346,27.451542257612516,27.92582566956693,22.121984255074466,27.848540556449393,28.085553728962456,27.003193239137076,28.367723286028056,27.226132658545,23.10657559477639,27.899969946252508,27.678608320467692,28.179715230359264,28.058472764696358,26.869034767088966,23.302779858565565,27.35193262300828,27.77095128628851,19.19816691038351,27.545591437915686,26.979597954652235,27.320805242888817,28.077105785020915,27.639378296959517,21.518180161250182,28.626382664155596,27.439656423657638,27.68451632973106,27.871593542500214
73684210.5263158,24.313382563741047,29.496467051790237,28.847685070084072,28.572813939819127,29.46248494392039,29.209676901724738,29.521994332532678,28.925640797335397,28.522002020530877,29.424301794159984,28.597032700213823,25.067686306292043,28.968498079653138,26.20924376760844,29.205577086497335,29.269125650546556,26.379849497780945,28.34103461093375,28.959366075493335,29.195647969847116,28.976474730137973,29.024258499294312,29.104753051030546,24.118749175117536,29.44175070113505,29.34186301622901,29.090838912193384,29.743161216620717,28.919935636645455,24.440420292477818,29.167224752812174,28.598508462356275,28.886121404354675,29.585879795480302,29.653080525526835,25.46452396966187,28.81794180781413,28.749813254334427,20.746965445841244,29.81827247678367,28.52294304847738,28.90234290080924,29.38179083243838,28.879376716282312,23.470109021162145,29.399095162640936,28.836154860286996,28.671002305641647,28.371722655288277
84210526.31578948,25.535991487162924,30.643577639415984,29.968108379196924,29.374714482276396,30.149314556012854,30.34783698312959,30.22935926303309,30.547825952646146,29.501520950873473,30.394425779870012,29.408776750731338,26.1442071411996,29.803718053031496,27.511241509148288,30.418605248147102,30.005252588695107,27.06926885189442,29.443141020689975,29.7474157083728,30.219220557082394,29.80977345660453,30.131528318753862,30.045098465317835,25.97421558836986,30.553567603436864,30.371195992356853,30.017345932588352,30.303270116365848,30.101632065844008,24.961959941771884,29.999823104435386,29.42001463803063,30.09068207384972,30.35638013222046,30.052065334574337,26.5373045497076,29.698872479581766,30.19759528293504,22.5070259315568,30.794658164031947,30.052309788247555,29.981561939183035,30.158171304044963,30.124857790582396,24.652919650944646,30.107569732865798,29.659176673956857,29.237787333221647,30.01675483844452
94736842.10526316,26.889658560981545,31.044223566727915,30.53459912917249,30.9049406086154,31.111446497740012,31.043450966828253,31.26564579547855,30.99418966049571,31.17399706114135,31.158079944194974,30.323872090015467,27.752286599546547,30.58349444454541,28.223677359402718,31.296575019038038,31.27070360237067,26.206522610941462,30.34472221415748,29.82267169529505,30.91121447418102,30.314706529379716,30.872931648226366,31.11393934934093,26.762213400134254,31.318421997847114,30.659746197978464,30.57016053529575,30.754188939841296,30.899614822950184,26.148271926753534,30.832175754758833,30.50961958681468,31.335042385699182,30.882434360873873,30.585172294228855,27.641373732862505,30.786449168842296,30.764718109757286,23.662941557811855,31.51730122131365,30.544395790288323,30.793961609159066,30.774715403430267,31.01973940819048,25.90700685556906,31.171076593141475,30.60570495975026,29.948002605216573,30.72798063733984
