steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21
0.0,99.52951049804688,93.15570068359375,83.82112121582031,93.01112365722656,99.28593444824219,93.4117431640625,95.13697814941406,93.90560150146484,92.75697326660156,100.50662231445312,106.59062194824219,100.52629089355469,100.7011947631836,94.502685546875,102.1189193725586,97.1602783203125,101.50779724121094,106.64103698730469,81.00643157958984,93.54450988769531,101.51042938232422,94.62062072753906
2631578.947368421,99.81055611058285,93.61335975245426,84.1666105169999,93.46283957832738,99.96760880319695,93.98407447965522,96.0574006532368,94.200927734375,93.32534554130153,100.92799618369655,106.92026740626285,100.93922617560939,101.2507610070078,95.17918065974587,102.52234092511628,97.63135320261905,102.76581741634168,106.95051072773181,81.79729836865475,94.14867437513252,101.78396542448746,95.1086197150381
5263157.894736842,110.12382043035407,109.94338650452464,96.89407373729505,109.62802937156276,123.75998394112838,114.45129607853137,131.04030719556306,105.03593183818616,113.96604814027485,115.98722703833329,118.44805265727796,115.71340902228104,121.20066569980823,119.45285172211497,117.40888758709556,114.43175692307322,152.15617691843133,118.49552586204128,109.61685318695872,115.79457960630718,111.71792467016923,112.44491888347424
7894736.842105264,120.16880350363883,118.80879353222095,108.99554935254548,118.07977970022904,128.8241836773722,123.67671507283261,187.347899411854,114.73510670661926,131.2205696356924,123.80742602599295,120.32562775360911,122.95135641098022,134.2320243684869,133.0465282640959,133.33364971060502,121.0897367878964,250.68333490271317,132.90294521733335,116.11512423816481,128.9150732065502,119.50435133984215,119.47656169690585
10526315.789473685,130.40503511930766,138.9639510104531,110.16795384256463,125.55581604807,170.58404229816637,124.573705572831,253.01963665610864,118.89799810710707,158.28901531821802,136.01444746318617,129.35066464072779,126.07554465846012,125.791116513704,145.44072743466026,153.1232443357769,117.96051165932103,287.6067725733707,145.62923260738975,130.11996028297827,155.09654727735017,126.58144328468724,128.19611800344367
13157894.736842105,139.16622498160913,148.01795828969856,119.31325805814643,135.29663296749717,203.57056075648256,174.17511914905748,267.42139023228697,146.86986662212172,177.90438842773438,167.75156322278474,138.2749205137554,137.4583998981275,169.890516682675,177.14681013006913,192.0956049216421,136.3889365698162,326.6642301459061,155.33622545945016,156.33581058602584,170.91052825827347,128.32658320979067,135.4407104692961
15789473.684210528,167.13486741718495,172.2043557919954,124.53650298871493,192.79596027575045,223.10567685177452,229.10044424157397,312.58870837562966,182.59367621572397,250.95618564204167,246.97768251519454,151.08295751872816,152.69047707005552,209.69349745700237,220.22573777248988,206.82986620852824,145.63228280920734,387.5892878080669,202.3918155369006,172.76116747605175,211.3815104835912,130.35199948361048,175.66414747740097
18421052.63157895,204.03603528675285,197.55734805056926,155.13940100920829,230.71165795075265,244.347470308605,283.2208310679386,344.81382992393094,226.06910778346816,297.8144626115498,270.42851638793945,186.38481122569033,182.71518722333406,261.68652536994534,260.22122977909294,250.69681998303065,184.05987629137542,392.93736603385526,227.29450672551206,189.394909908897,260.5440580468429,172.36673101625945,241.5976209389536
21052631.57894737,285.38006350868625,250.22801850971425,203.78335229974044,200.08890673988745,275.8776317395662,342.8131557263826,348.83601499858656,221.54378991377982,334.9882700066818,296.3760845786647,184.6839290418123,181.03726758454977,291.3987298262747,304.7061679237767,282.78069184955797,213.70504600123357,431.0018254330284,259.91841828195675,212.03601034064042,314.5974687275134,213.91074692575555,256.9323959350586
23684210.52631579,316.96342588725844,292.6467745931525,262.4605934243453,240.08881533773322,296.67545424009626,373.7871293519673,372.04030262796505,225.8269119513662,367.9737713964362,304.54763517881696,199.27506607457212,225.64500522613525,312.24934673309326,311.01477432250977,271.43542922170536,234.68620882536237,432.71437720248576,298.6115918159485,225.9990738065619,337.46924048975893,248.71783341859518,307.87606600711223
