steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5
0.0,9.962250709533691,9.990564346313477,15.161102294921875,8.088187217712402,14.497699737548828,14.272867202758789
10526315.789473685,10.10144520896407,10.303831475337972,14.935557327181659,8.20326066436375,14.394269674670705,14.314849465270203
21052631.57894737,12.759705142043222,15.756507149719507,11.409763679630704,11.95905950633484,12.692056645301282,15.90316972697871
31578947.368421055,15.05065978833905,42.365830151111425,13.194398536140465,45.02987170919593,14.941390450731687,24.195278310255663
42105263.15789474,14.262139786313446,166.46021907052176,21.605937069060076,117.78435974669257,22.673439214485917,60.280214853915
52631578.94736842,16.241557196861034,184.44273778804452,58.451250784873054,93.71391114782428,55.722277458300525,145.45555551630804
63157894.73684211,20.901168504157155,210.31590410687258,109.06722299168484,222.99673331097557,165.0783187956691,124.20777318946546
73684210.5263158,143.7941780530557,233.1588273650639,152.41179735921426,315.9905907552163,179.11227677886342,149.94549874247275
84210526.31578948,324.2697788731213,301.02309773173033,154.64311407444552,334.2506184320371,194.0550894426837,220.36892003696056
94736842.10526316,387.59087299631904,403.19750137532185,199.25716892875462,372.92432710024787,231.6004333692987,340.7935889545735
105263157.89473684,473.2343328887406,459.78485969509774,256.96620042758303,476.58198282939907,307.7067234697765,250.13601610056253
115789473.68421052,540.2805499036556,509.90861217483587,342.4014314701187,526.057770953119,391.11049530587036,299.0416911054516
126315789.47368422,568.5473349682183,553.8508531076426,413.7201865323693,601.2217666158386,440.40878038690363,393.05263494916903
136842105.2631579,617.7079732827533,596.7284748687969,471.0512851629396,519.2124184843079,436.1038158176018,395.2627699985233
147368421.0526316,659.2727227082213,620.3457598712636,509.1768057960553,614.8483567662188,489.89604862839235,245.45426046501552
157894736.84210527,668.4264033156088,645.3355729520487,537.1664460699315,667.8616972032346,535.7064911622421,465.7433296451115
168421052.63157895,678.2335949366773,677.7535528436592,578.088539538291,642.9231289100119,560.6187523131225,526.0229948551041
178947368.42105263,698.7049103641774,692.2327861690125,602.5477882922521,714.9918945908877,588.2081039055893,530.5678109840343
189473684.21052632,716.5149127991245,736.8568099258349,558.2731578799167,754.0164576032486,612.998156780021,549.9506721166363
200000000.0,716.5059456072355,770.4560321192993,643.197528757547,768.3868018043669,619.5091214681927,568.19934446247
