steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7
0.0,10.174402236938477,12.000531196594238,10.066781997680664,18.48487091064453,10.084236145019531,11.599361419677734,12.976011276245117,83.61565399169922
10526315.789473685,12.387724295418472,12.119281381742715,10.35761789627724,19.02985211085126,11.438932585697673,11.92887715667672,20.85933845236877,88.89416605933799
21052631.57894737,46.4264962031942,15.99080130137978,16.974367976467285,41.2473052017948,48.96599413596941,23.288013527732232,155.7730350783327,176.56496110872217
31578947.368421055,26.899661811961284,48.469445170525105,45.48777140696585,136.6213886639583,167.77324663090243,63.1855864945768,188.14537754910805,186.91757425628708
42105263.15789474,68.93203853949947,158.854801488385,104.36545117409935,119.28133205446181,180.21558453452224,60.33961343612533,218.30527670627816,252.83758370219175
52631578.94736842,180.12460340287052,262.6349474492991,94.80405611932855,193.45853321976608,208.6697034966252,146.71191268783693,250.34381618096887,306.20381167605314
63157894.73684211,221.3677960883548,370.45070929606544,186.8715658991951,222.14861886529383,216.79681967310293,150.74651080568083,261.1551061654026,365.8546805806107
73684210.5263158,259.0875213661352,521.8114613948437,226.300435882361,280.6229773954672,268.0801789114598,189.16992112630953,431.66956361038535,394.1388744358541
84210526.31578948,212.7223537367797,607.3407056483536,295.1762972749832,394.28994550731375,440.90907717345493,221.35157482313647,513.9236195272356,417.20950275378874
94736842.10526316,252.47760093571242,637.3113705638043,368.82825490163634,461.0814904348507,480.5629709926008,287.82070778595113,561.7647172191137,446.1745524406433
105263157.89473684,471.30731828060834,665.4477054082125,422.4729799512681,550.4978546784195,496.94002869320707,315.3239186733053,603.1347282117754,478.4088893181069
115789473.68421052,643.8447549151581,686.4584982665953,461.9238067877755,648.14096821923,506.7567286229695,353.0431806667194,638.4616219675441,519.8672076138433
126315789.47368422,701.1642190716603,703.105379705614,505.0622210066735,701.2027570071974,516.1738534531765,392.0887410944519,671.5824739067839,558.1464526197587
136842105.2631579,716.7326647502233,700.5767980325255,538.2176111738438,745.0893627758502,515.1341262061841,397.9124191602346,656.5006959380535,597.3170112285588
147368421.0526316,743.1732541893988,748.8600462883134,570.048646223512,741.3806716920266,513.8919932119073,393.11239097339626,654.7463143340768,644.8258536462969
157894736.84210527,759.4907195459112,764.5964673592443,591.5822114591123,772.9533726323675,522.5227098532661,401.03781706325896,702.0025452400179,684.1774561979764
168421052.63157895,797.9617327005909,760.3134253943066,605.548835553621,808.7815380254941,529.7070338970407,401.28872646057044,752.6637545741496,729.1506964136689
178947368.42105263,828.4077106937146,793.0312315965293,622.5193552848705,840.1165940073058,531.3108294099321,406.4476875363129,768.0237437301726,763.3866136047649
189473684.21052632,848.4584251559672,819.976675539796,626.3886493322261,842.6793656487874,522.5484513265604,389.4720139165004,783.0477854340361,794.0944758557877
200000000.0,854.0368389581379,847.0814440658218,627.8959655730348,858.3817399332398,538.0239290249975,406.7985889346976,794.5813078409747,827.5521318598798
