steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17
10526315.789473685,-3.129812356069751,-2.825071833098379,-2.992942648806926,-2.982605597234545,-3.092253579113147,-3.582249654287993,-3.0113624454794543,-3.1807032557316584,-2.904144116635421,-3.0212664584902695,-2.8779328930548997,-3.1253640929841975,-3.1699651673802496,-3.2731967301009908,-2.523013943098769,-3.000417009831878,-3.271639913076746,-3.126612419648214
21052631.57894737,11.634320906556916,10.68746064145665,11.341001863655869,10.168492142446443,8.818707458870977,9.583736945428678,10.53656859134538,9.593202240718657,11.598170828621143,11.434614068712431,10.419080235497443,11.384044141469941,11.4485487286569,10.677212287529972,10.56942642366622,11.216992425301482,10.813134403538134,10.689215416862654
31578947.368421055,15.734415634403682,14.962461057890446,14.806123111139046,16.29228359655609,14.65080779278006,15.46768211824639,16.375013064925877,15.49800723945139,15.826974389406432,16.58354482244587,15.59492107862065,16.42641565606122,16.279779123789904,16.333713157185024,15.483047696346434,16.436643436899374,16.309220636691744,16.60900458944007
42105263.15789474,19.48330591662356,20.189394029801573,19.87308796730481,21.26233113573611,20.027883141469264,20.56675081173799,20.793214185395566,19.400463167897882,20.618286329664684,20.746727444107677,20.311407418483018,20.328377530247057,20.768335197605914,21.030249784197505,20.072221140390123,20.320204952602737,20.297139552140667,21.336216301757872
52631578.94736842,23.820634013392713,23.56340885966232,25.204866484787903,25.178666186681497,24.43284111812071,24.45951061616355,25.184690998521454,23.60931623941726,24.987922635125486,24.41796070282087,24.4622547479754,25.053079532712204,24.67098131353794,25.31961473168862,24.655101432158016,25.094727086873306,24.162350737213718,24.2531602280653
63157894.73684211,26.819380559883705,26.37059048079264,27.565341204838244,27.193811797204113,26.852594690031047,27.12924391346006,27.402825138926342,27.066672462,26.7768848404763,27.390220505048696,26.911897896739998,27.673722862382096,27.683444734146804,27.38319703936577,26.830805584581938,27.337937748467247,27.012671574527126,26.85804573776732
73684210.5263158,28.23924495540869,28.42366373683958,28.859607160153317,28.627849596544813,28.7360766049361,28.62451712711304,29.27362726828976,28.83978444790349,28.51728789541365,29.520585057436595,28.244462384695286,29.134203908856637,29.454360787661287,28.805173273861325,29.049415796293445,28.824515859712523,28.938898118506923,28.55716386653607
84210526.31578948,29.532895235556314,29.683780937932866,29.91770656514201,29.922610379487192,30.111174367471413,30.09729788891992,30.47219434260827,28.17817468445882,30.413282866953484,30.739406157604876,30.07026802110705,30.528119631999086,30.80332712048969,29.648287543836062,30.589643306307845,30.118104528274564,31.041298569487072,29.843442170037125
94736842.10526316,31.018624061011707,30.32413665844009,30.889333013697964,30.738730090936013,31.21319961396673,31.445590030407104,31.683648176914353,26.41367135897093,31.090497307567095,31.507383599005372,31.213074910776932,31.970139948501565,31.356281971486695,30.05821775706934,31.17930073022244,31.42986675824485,32.00427736014829,30.518438994543953
105263157.89473684,31.830429551859808,31.366533433538642,31.64156870446955,31.567487248609105,31.588465745676917,32.796702664933704,32.49612616918919,28.833844674508658,31.707954998275167,32.72505869786578,31.947279828902428,32.80794226784786,32.2061636377838,31.114592141267995,32.150009338019046,32.053578933902145,33.029979797467135,30.949089313725686
115789473.68421052,32.684556958871866,31.98207815806704,32.34785140115881,32.865391669882634,32.03827163160177,33.06602405852682,32.86706239999455,31.166527356384865,32.743067234321146,33.435637672191845,32.42369462255584,33.13874060720453,32.66768417890258,32.270748366098694,33.466276434577814,32.905007773943225,33.64919794084623,31.601602665471155
126315789.47368422,33.3932863201461,32.24298390535602,33.510373583543334,33.589878780194596,32.84321472783498,33.973258363697006,33.234920105940745,32.84801472770953,33.248429917645254,33.87061136453271,33.26049806392259,33.499435152703704,33.47248015133793,33.307605248120026,34.06101027944246,33.666442569273,33.95513026490601,32.757767518141264
136842105.2631579,33.82123253765901,32.6232179673466,33.6935283557468,33.68067342873632,33.388114329499714,34.45242566883647,33.97332620102696,32.67603750222484,33.388937133377276,34.53596789093683,33.994497073324105,34.115007944601146,33.73815419574441,34.108311957610034,34.14790709408573,34.16782461551542,34.695346890249574,33.31289331911137
147368421.0526316,33.999657396299355,33.32031930991322,34.094899540442015,33.7306384621317,34.020140697235384,34.836233571563895,34.65697308933141,33.8172795750469,34.274475956702005,34.34646247731847,33.83800501690099,34.8679765098189,34.53354995943338,34.12428378187884,34.602123705035595,34.614659260576616,34.88056807781356,33.83852320531811
157894736.84210527,34.31211665720573,34.593143868076915,34.86114832945684,34.405577032550795,34.2292752174707,35.386092329000505,34.8059773899491,34.51603322483372,34.064438686817056,35.318195968123355,34.43171910110892,34.77912722248326,34.81080312702877,34.06507911466041,35.09678938298633,35.171957201182515,35.05990348720196,33.93847785494871
168421052.63157895,35.330908327056434,35.00889677766948,35.06197805269273,34.556355329101436,34.93865208315387,35.73104944371121,35.07925726304094,34.625562931527064,34.75982802577957,35.06992326994682,34.94325579781281,35.33277928201776,34.50386754792813,34.48074873051815,34.71683002409843,35.445678238888526,34.83512732064625,33.55410660865234
178947368.42105263,34.142918076531295,35.43604966537857,35.78420950712796,35.217021397317545,35.31547040795685,35.374518074105566,35.438300558115635,35.66913197343328,35.1049026779913,34.78264475143269,35.117553807186205,35.597200447616075,35.04012366681466,34.82291779495838,35.44726638385505,34.842674549029226,34.95196273521497,34.98401935102413
189473684.21052632,35.006292520178654,35.36115133002855,35.710793530821306,35.05923827652951,35.72001000217206,35.86282358547657,35.7479031514428,34.70820045064608,35.736564467302486,36.02589543578615,35.43284915375247,35.87453943412555,35.440692364632916,35.09368579766592,35.467188115058846,36.366957346488235,35.298863081101565,35.461931751169
200000000.0,35.37707013048624,35.3623530458855,35.08857719208065,35.705278779134936,35.46769577892203,36.27397613423435,35.38196151605562,35.75381801081331,35.21845590538884,35.94906788809519,35.44378042750453,35.98260556867248,34.767029045443785,35.40004711715799,35.77954415369191,36.3467202378731,35.66634954649367,34.41689431451653
