steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38
0.0,929.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,936.0,0.0,0.0,0.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0
10526315.789473685,930.9278966845568,954.6237312802978,0.0,0.0,0.0,0.0,50.69234223511083,0.0,477.990553583795,0.0,0.0,938.0980052155471,53.867701480263186,54.83164982254158,54.491432760560976,789.5397198537049,18.711938408933527,46.0994118983726,0.0,4.1960104310941855,41.789995779951546,54.77494697887815,0.0,0.0,0.0,0.0,0.0,51.71299342105266,54.26462138590723,41.73329293628811,0.0,44.85194933777703,0.0,260.35001514889194,0.0,0.0,55.00175835353188,55.00175835353188,0.0
21052631.57894737,964.2474625605955,965.6804341239612,110.34373376904438,108.98286552112195,0.0,0.0,901.5981810509003,108.98286552112195,932.1032559297091,109.66329964508316,0.0,972.2061601887119,842.2645970394736,967.7938398112881,962.4742739352494,110.34373376904438,402.5796398891967,828.649984851108,94.35353185595574,139.66189296225764,752.7633905384349,966.0,109.66329964508316,0.0,0.0,0.0,0.0,915.9691990564404,958.3608682479224,761.8564967105264,0.0,811.2996180315097,110.57054514369813,109.77670533241003,107.73540296052637,109.32308258310255,970.4536227493074,966.1442066308864,0.0
31578947.368421055,974.1701085309903,971.6804341239613,973.1701085309903,962.1907597169321,0.0,0.0,963.3815194338642,962.1907597169321,972.510325592971,968.1907597169321,163.6444068126734,967.5309767789128,157.52049969702242,974.1701085309903,974.1701085309903,973.3402170619806,970.8505426549515,955.0826047437673,855.4749772766621,707.7749469788782,892.6706360370499,967.5309767789128,968.1907597169321,0.0,164.32484093663462,0.0,0.0,915.8701388287742,804.1648334703945,965.8711938408934,0.0,970.8505426549515,975.0,965.4483720351454,953.912496212777,965.8711938408934,885.5435638850414,942.6342327086219,0.0
42105263.15789474,753.8589097126037,975.0,974.2268113746537,968.4536227493074,217.5121082929364,0.0,974.3195658760388,969.5876796225762,975.2268113746537,974.2268113746537,964.4949251211912,975.0,937.1137573580332,975.0,975.0,975.0,753.8589097126037,975.0,970.2268113746537,973.1855090027701,974.2268113746537,975.0,974.2268113746537,0.0,967.3608682479224,0.0,0.0,811.8572000519391,220.9142789127425,975.0,0.0,975.0,975.0,957.9898502423823,973.2268113746537,975.0,571.9419148199447,975.0,0.0
52631578.94736842,276.4263628592451,975.0,974.7164857816829,962.6286303237534,961.8351421831718,0.0,971.1494573450485,975.0,974.8659431267313,975.0,973.5670284366344,975.0,975.0,698.573637140755,974.7164857816829,698.573637140755,275.29230598597644,975.0,695.7076940140236,968.9845995282202,974.7164857816829,975.0,974.7164857816829,0.0,972.8505426549515,0.0,0.0,975.0,974.2835142183171,921.6993269563712,0.0,975.0,975.0,698.573637140755,974.2835142183171,975.0,974.2835142183171,975.0,0.0
63157894.73684211,951.5250227233379,975.0,974.3402170619806,953.8662947974377,970.7010853099031,0.0,971.3815194338642,974.6597829380194,972.3402170619806,643.2883645689053,975.0,975.0,643.2883645689053,331.3714183691141,973.6597829380194,0.0,971.0,972.9586976281164,331.3714183691141,974.0,974.0,974.3195658760387,974.3402170619806,0.0,975.3402170619806,0.0,0.0,975.0,643.2883645689053,850.9608076523547,0.0,975.0,975.0,331.3714183691141,975.0,975.0,973.2989146900969,975.0,0.0
73684210.5263158,933.3874734894391,975.0,974.603080094356,973.396919905644,975.1907597169321,0.0,976.0,974.0,973.396919905644,386.59998809729956,972.2215606604917,975.0,386.59998809729956,973.2061601887119,973.0,386.2030681916555,972.1907597169321,971.3815194338642,974.396919905644,974.7938398112881,974.396919905644,973.7938398112881,975.0,0.0,976.0,0.0,0.0,975.0,386.9969080029436,972.2215606604917,0.0,588.0030919970563,974.603080094356,974.396919905644,974.603080094356,975.0,971.9845995282202,974.2061601887119,0.0
84210526.31578948,975.0,975.0,974.4536227493074,972.6391317520776,976.5463772506926,0.0,976.0,974.4536227493074,973.5463772506926,974.4536227493074,971.1753592451523,975.0,974.4536227493074,973.3608682479224,972.092754501385,973.907245498615,933.6275753116344,975.4536227493074,975.0,976.0,974.5463772506926,974.092754501385,975.0,0.0,973.7318862534626,0.0,0.0,532.7178194252075,975.0,970.7217364958449,0.0,0.0,974.4536227493074,532.7178194252075,974.4536227493074,532.7178194252075,975.0,973.4536227493074,0.0
94736842.10526316,975.0,975.0,973.9793488140582,972.5309767789128,957.1179530600762,0.0,976.0,975.510325592971,476.4531980393005,975.0,975.0,972.9586976281164,975.0,973.9793488140582,973.5516279648546,975.0,929.3983265884696,970.8967440702909,975.0,975.489674407029,974.510325592971,974.0206511859418,975.0,0.0,973.5516279648546,0.0,0.0,497.56745314664136,973.9793488140582,974.510325592971,0.0,0.0,975.0,497.05712755367045,974.489674407029,0.0,962.752185768698,975.0206511859418,0.0
