steps,trial_0,trial_1,trial_2
0.0,55.2216796875,104.13313293457031,56.62364196777344
10526315.789473685,63.240252243514874,115.14131914277321,58.106318022694616
21052631.57894737,285.8200149806913,329.7716344013769,79.02442364691862
31578947.368421055,984.9205446840983,646.5968079609885,53.516547449696766
42105263.15789474,994.1259785860859,921.2895942949522,75.70819436182936
52631578.94736842,858.9649117861428,596.8103880360517,179.17255711801081
63157894.73684211,679.1974555131803,586.7945442562952,587.9478990473579
73684210.5263158,995.0084237946697,993.8961183760636,952.7696755624214
84210526.31578948,599.99382226586,992.841541966573,986.2670631950251
94736842.10526316,568.8163784433189,995.2403469183108,669.8644052204002
105263157.89473684,996.7474740264819,718.6830952022215,423.98017236829793
115789473.68421052,997.109056693365,237.67891067088982,764.24603705459
126315789.47368422,996.984170384024,671.0462081523162,341.5045345594008
136842105.2631579,997.0800620730233,594.3082378914478,398.6222741552259
147368421.0526316,993.970904750507,886.8393387358608,898.0489269967229
157894736.84210527,996.4009263507216,986.1219919858877,997.3251842035811
168421052.63157895,997.50494580784,991.7539842399534,997.0399697797781
178947368.42105263,997.6136372360166,995.3821214214587,996.4557335148888
189473684.21052632,997.40283203125,988.477742639605,996.8045183836258
200000000.0,997.40283203125,661.0182698023947,997.7980375572255
