steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28
0.0,37.12565612792969,22.87232780456543,37.52940368652344,38.41065216064453,33.891902923583984,23.863590240478516,23.142478942871094,36.784210205078125,35.11958312988281,22.382774353027344,24.040889739990234,23.091468811035156,39.81968688964844,41.34660339355469,52.022972106933594,40.24427795410156,43.169212341308594,40.462615966796875,58.299835205078125,55.01293182373047,38.201175689697266,32.28122329711914,37.78702926635742,29.736867904663086,34.27978515625,45.295074462890625,35.234588623046875,35.907318115234375,43.102142333984375
10526315.789473685,40.51852220701379,23.989157455661168,38.52018910505063,39.34189076811447,39.620950430930904,25.59875254392872,24.638314079049554,40.8446381462124,36.89115851205307,24.793018549742627,26.819780938936155,26.798740373981133,40.370729365662115,46.541846570422116,52.83107198776879,44.11481461630634,43.79179396487545,42.08173756536684,58.09654388203185,54.9585618206772,49.62788691422245,33.5425016384706,39.010763907025975,31.271432412901785,36.28076756326611,46.22789728219448,39.55634576030633,37.39091778901558,45.86384578627067
21052631.57894737,96.05504871987405,136.17209818274034,57.3841934965877,67.66954088828157,168.28268031821358,87.34537290059383,52.340801153817004,152.09362952229554,82.2889787563822,67.9324572753378,100.59633493159288,87.98225197323967,61.280442059556044,218.34557961492993,89.07837674962848,193.45696811852696,61.11314672332804,84.21287335055027,60.59015341920371,88.84424469941956,259.9246005098906,63.711694541874856,60.32627422397652,65.42207355446433,82.4317299930838,67.49241910270129,135.69150143221972,109.9695178332669,116.45928829404787
31578947.368421055,122.52123892404289,884.0162038829518,85.14824879654476,274.15996840579703,511.08156847904274,442.8689384351478,164.44577909256873,568.8619022649248,290.607849555374,125.06504829368274,424.4204804950971,95.24656314435842,238.34632373215268,894.8175344785825,363.4192127984978,871.8962250772936,109.36347662164232,325.8869066600821,172.53707166885005,354.22148539848274,456.64444632427853,204.67112600803387,69.26194446341978,221.25140713151154,210.66327552996847,112.61131957693443,401.44297008971773,565.6468860779444,423.2972874568772
42105263.15789474,424.8327525127628,966.2998309142041,179.55860366847708,831.8104735596359,924.7387584325679,933.3678605371565,671.4510782042369,944.3609554490224,755.156965324423,430.00937701295294,958.4750371679374,155.50777018268354,727.2712672648338,947.2136966336798,862.1967413240523,950.1948535818802,169.32275211530384,934.3127344433951,586.9850620995599,465.5685325917116,721.9129008599596,634.5921655982486,90.31541058644034,722.9989057036319,383.74131170732494,168.16389737399993,821.6344815139295,963.7216946629607,980.9006714768027
52631578.94736842,913.3589779495202,705.8504615942909,512.1547148637164,972.1086140337743,974.4466797260367,969.696140814686,915.6336772103389,979.6352575614512,956.8273349285456,925.4353955606014,978.9528283934184,243.7924186306647,977.6558469091426,980.8231062202242,970.5716706307971,981.3616370210357,603.9531760762272,806.5012774834013,874.7442789847171,961.2743684035258,983.0434856124201,955.683930469682,150.251824762311,937.6912043860744,596.5597567447664,417.6777012166554,987.2412787086415,972.7794450181343,875.2313467155203
63157894.73684211,950.6919541458013,345.424846874308,903.741497109141,812.1316355291824,980.8710985233249,675.4748376904262,956.9219314966175,990.658460626972,988.9881430778477,955.3547160054178,768.615936467852,531.325554507096,984.5815672630088,672.8854364365582,986.2552372220481,988.9758986621022,873.1794750105971,326.1526036254255,861.2031736809793,979.8443691978164,986.7477530349985,971.8227128599489,210.0690110312605,911.2131967452094,607.3398602568539,683.3269071585586,988.8222621557125,934.5360214842323,732.9526468657393
73684210.5263158,958.2004102389238,989.6359006952381,573.9257417153615,682.8455887489704,979.9742702171413,447.90300686442816,973.4318692074918,991.2754587796917,993.2121081715476,949.9167591105538,601.3772793445233,822.9222667456664,992.6700377431273,398.5816621720547,987.3635939927643,994.4485580455563,834.7896142412092,494.32237849349497,970.5220464710713,987.3128310593872,987.9184389987811,616.6449645358518,445.92713337327655,986.333611325544,519.8493364310498,626.6846060889907,986.3729129438585,905.8525696175581,986.4808240699635
84210526.31578948,980.3389299133808,907.0819836032688,516.0423248236862,557.1834549633913,987.7368647688974,977.2833280048212,983.0573451789793,990.6265167423893,562.2461172101238,952.3676339331756,582.3826985369096,924.653740509065,566.6087629147842,943.1928311794419,986.9303975620428,572.2268604173883,957.875002382865,857.5312741681148,977.5705341553094,992.1734397933094,991.8496382811063,485.480750669403,812.182318687439,610.4538029987064,976.1654323197467,531.8411690363265,953.8551221699596,557.6571685520729,986.8597665876563
94736842.10526316,986.1783856685141,895.978767185165,986.4507023175337,524.153223468481,985.4458182937881,879.2825341424453,987.8005150886784,989.9680355547868,487.96902042330146,587.395889628792,76.09977975326727,934.3117597545613,51.85868850882859,494.58191117202637,988.6415180306356,512.2649056546783,990.1902451553173,638.9161682531774,987.6221309163894,995.4107808393125,994.5791383047183,987.8095891827361,934.5708958027766,566.2129903066275,983.4025691420748,898.1353934081968,945.380491163757,75.75745117673625,994.2602097618283
105263157.89473684,989.8769862090452,986.5776571154264,447.01152910934024,995.946451137931,987.4646700273921,905.1921143947876,990.8392077281535,453.3470275288763,924.198853610295,647.5118020706889,557.0829099117884,678.0591835675148,564.7202590478589,575.641033043574,453.2136896529604,807.3491294790173,476.83764069975257,757.3104763813626,443.6359837871778,746.4415352070431,456.2156029636676,988.8211177511558,415.01426052195836,969.8179337829764,989.7718257487976,903.0410689752848,441.06893865681593,584.0708275838572,995.9283141376569
115789473.68421052,986.0544089349684,518.6750605399426,50.22076581446376,410.07130182234187,984.6964469613131,993.3311228781856,398.68576974997575,611.6132233858912,945.3613888048399,979.0952224741352,948.0397321096417,778.8393833638887,974.5038410946933,388.66655870780903,45.433353820645415,880.1614166461859,649.947466859114,901.3942020718741,195.67738456380678,828.3884575485852,84.11743115043457,990.3541055097144,612.5776823045338,981.546948262529,393.3747169943915,921.5013069827471,217.77124266047798,953.9839779919535,994.9196851078493
126315789.47368422,353.96730260843935,739.7352396196945,569.4417351158215,47.46100302420328,985.7084731104632,362.4356614894474,417.8433829734206,974.670314362835,963.8581160303629,436.13489178227496,975.0477982293867,512.2721696831175,355.2093455279622,662.066449940866,279.4156750671755,990.0414956633074,589.3861874939656,827.8992524345165,751.700233090618,995.786027730667,656.3946711251784,990.9037629798509,980.4302041325873,987.6255775158426,664.2604459924969,891.2260342615132,775.7167180978038,971.9524632312584,994.696759342817
136842105.2631579,638.3067833852454,987.8705114410194,897.134174047745,671.8818280585429,984.65853415863,741.4067476893323,841.5535406686596,991.5793797353958,974.9615774583949,774.2499657400848,301.1694551179812,800.4956235580173,749.7281841580401,977.6749819857262,820.7267643673933,995.0509204955313,832.8928558955238,411.18881296731706,978.0851239030382,997.9634594851253,920.83842463424,992.7133151736946,292.6135689305995,989.5814066204008,971.1044102441572,694.0969264413179,990.7283865480872,731.5537880941438,277.5487827662978
147368421.0526316,250.79252083892584,710.0101717423202,920.3985856061497,878.1740431858232,985.5436395509091,231.75801527995407,961.228338684732,226.01354218195854,982.5804390078437,223.6881860209379,795.5096674647777,979.3858818677654,226.7702527823244,989.6689052964842,979.4963674188651,255.61428405292816,995.0251683422733,846.4991804430695,988.5724803929184,346.73545207029497,948.7240304250137,899.8201017208046,796.1986245648773,991.3446761379612,982.3704804541992,879.566594948399,994.0314559497332,914.7528104210827,733.460178569125
157894736.84210527,788.1352264644207,919.4842325988901,970.2829284099992,745.5659081767469,216.32224177110913,843.1552233676176,976.8246856604256,848.3766532996545,200.84285302161902,793.2700788172953,994.4771168869288,985.2715434927359,849.5239449388088,246.6100136936118,965.8155944178969,794.2575385697563,175.6679177670901,259.4108829878038,992.8309619022208,839.4756987597643,870.5934668052889,975.9643746667292,993.1426164060418,668.3635066632087,991.3079660685108,776.4889619282737,974.8022093125658,166.99780327930387,957.9006218287753
168421052.63157895,982.6655198543687,987.4191109110444,989.3154519786465,88.79981002847205,889.6204002494632,134.24112207044152,118.91475423997088,992.6267700142478,906.2414266797318,952.399686546537,126.25689453860684,137.1944162652428,122.28038878189841,877.8983191776807,969.7434830625962,968.4324657144309,58.641908287506695,899.5684590432126,985.3976957685729,973.968902595816,696.1776167005712,146.2127772006628,992.9866099529319,958.6852492414355,994.4739228351625,943.5599950092983,989.757826715295,882.6544049411109,968.124149951248
178947368.42105263,995.6227169745187,67.72639214901687,992.2302965485488,956.5068344540299,994.0868890112126,957.4511077686982,923.9196520565891,995.7771285415687,992.0658138746039,167.06295527216446,961.5815316051289,920.6529402939342,961.4163101862015,978.7924357905282,985.533393587267,992.6306749522851,524.8773535379,77.67715748015587,983.3423328231246,979.1669655579279,950.3736921545542,945.6148590797515,79.72832741534671,285.563142568946,72.63198253607288,130.37893805665203,988.0954020312288,989.8836396095495,972.4239508126581
189473684.21052632,975.2879549225281,992.1800049454222,976.3075447960903,992.3007864869533,993.089182398656,987.4808147643741,986.3404899667174,23.72632677898513,978.0437281031026,953.1013046849798,997.1982257821884,967.7888741453598,63.54551433132063,983.3360834798655,994.0800964554921,42.08453139701972,937.0843758695344,992.8848941144521,994.7575532115397,45.529296875,614.9687082701444,996.0089913157545,968.258493635463,965.5091396247208,122.8043645538618,925.8247091037496,987.7839581817801,978.8870482848455,957.2583150355933
200000000.0,921.112687931249,992.9071044921875,183.28632167452258,926.6615500199167,993.3970327377319,991.585689949362,920.6879465893695,109.48511945142558,130.62252073833034,970.1227290755824,988.8507630197626,983.7238324002216,980.9229433599271,987.6709283747172,974.9888916015625,990.8279877775594,970.920526410404,923.7854329963263,991.5866482320585,45.529296875,980.1801638791436,995.720667575535,986.5720042680439,108.23808731001458,929.7540286089245,112.52731308458668,996.5496492605461,246.12475744595653,113.20829731461248
