steps,trial_0,trial_1,trial_2,trial_3,trial_4
0.0,134.76870727539062,127.43284606933594,133.2447052001953,119.00399780273438,137.73715209960938
26315789.47368421,833.079139385307,861.7969963195031,811.0878272453945,654.282867155577,814.1041344634273
52631578.94736842,979.201104829186,977.0862215610973,980.0325153417755,973.0742451182583,977.226768962124
78947368.42105263,980.7809931228036,980.2141149232262,984.327193335483,980.6505217489444,982.1562811449954
105263157.89473684,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
131578947.36842105,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
157894736.84210527,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
184210526.31578946,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
210526315.78947368,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
236842105.2631579,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
263157894.7368421,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
289473684.2105263,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
315789473.68421054,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
342105263.15789473,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
368421052.6315789,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
394736842.1052632,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
421052631.57894737,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
447368421.05263156,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
473684210.5263158,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
500000000.0,984.0455322265624,982.9898071289062,983.059326171875,981.8627319335938,983.3290405273438
