steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40
0.0,547.7244873046875,627.5158081054688,549.509521484375,201.23988342285156,460.8632507324219,694.76806640625,435.5612487792969,662.3074340820312,742.2354736328125,477.1209716796875,296.2771911621094,756.896728515625,361.68096923828125,841.1407470703125,425.693603515625,574.5645751953125,685.7472534179688,425.2425842285156,338.8135070800781,549.7559204101562,617.693603515625,798.8943481445312,254.73374938964844,590.73486328125,771.0230712890625,583.3449096679688,252.580078125,207.14175415039062,360.581298828125,505.89605712890625,380.5334167480469,516.3853759765625,394.5335388183594,790.9437255859375,558.3927001953125,294.192626953125,346.5753479003906,544.7205200195312,800.4755249023438,620.7767333984375,294.860107421875
10526315.789473685,565.2541970336537,641.0788382891143,566.6508077359927,238.45877222766342,464.2573869496666,703.0787257479499,458.0402698859449,673.762761701012,749.1878153855121,498.9269112741518,326.1291774046553,761.1113722542316,374.28966882882685,840.9033523646087,445.5276034330727,588.3218361524004,696.6332788107468,446.7694654708259,369.15271070715136,563.5018920193419,631.9095435485946,802.0424945930695,288.59485146250586,580.8367596559247,775.9741459784416,599.3352534766012,287.36576031367207,244.01109453078124,389.08920721862455,521.7159601633239,407.9014003654101,535.7488571923856,421.04934625158353,794.5559777496925,575.6970209659302,325.3691509930711,373.84411538481055,562.6956225562624,804.05969213102,634.4090985900148,326.7397204206591
21052631.57894737,857.9784502266517,866.6932851987532,853.2243607470203,858.6110475585072,560.2549435722531,844.0008202203423,765.3530830631955,864.6391360191757,864.8816294445555,862.1390393503485,826.9430570311823,831.5324383624043,615.9523938910783,839.9889772975214,785.4963094441845,822.5862989468587,877.7892921436527,812.7794755908591,874.6957793711296,799.177177287535,811.5046312316963,855.4835389555326,854.9379802777166,465.40913720342263,859.2261289995463,865.5036979378756,866.1644511378042,857.2617369365164,863.7441931540286,792.7363536153143,860.1361328492204,856.8928921470351,863.6195723416072,835.7800213339586,863.7821880978561,846.2158585631616,831.8189825341312,861.9923583615849,863.5028760380362,861.8019660044245,857.7869223590703
31578947.368421055,865.720204157182,867.6660309382753,863.4539045316691,866.2174841190309,781.8762075610437,864.9534471315691,349.9686373205563,781.6473380391616,865.3239983041201,865.6432250665496,860.2746061912204,838.6325263602251,865.6165221706652,863.4467030015678,864.1632577983296,864.2797567481149,878.5116955040235,863.0888013630032,848.8020974561117,855.8238610953836,453.9964441363172,864.1998005925453,875.4598303722873,852.5354188175413,866.276532002103,866.5836258976414,868.96727621803,858.0365513843843,866.8916703305746,851.1146973275742,843.6760597460158,852.0387059220647,875.3576632033095,718.5462705663037,865.6797211170197,836.6320096766188,862.9289808065276,864.5222420727117,862.7292072125749,866.4057863073996,863.3128114595307
42105263.15789474,862.7271825362441,871.9465078032908,861.0627636803814,865.9116659659758,473.77782044714513,865.422278766817,865.1012940406799,481.9407538872347,866.2608874174366,865.594699856317,863.0059814618235,862.7602835256307,866.0528437886542,860.7672581309427,865.8792685973677,862.5930104955742,880.1835483230052,824.1377219136732,733.8317171345127,864.54382820737,879.9740527290387,865.4323842921746,864.5679763472972,861.441794931063,866.8760681304245,866.1319984207523,858.4430024478575,865.9346677305956,866.8983301317262,843.0136201328849,879.7079784823917,865.5604873562123,877.6862756624777,866.0688589061726,866.8235356418049,741.8470361457307,853.0888718185003,866.714249615524,866.0374646246269,865.8572377260372,863.8591194978382
52631578.94736842,867.0886286199918,870.7784418884737,866.6587947770499,866.0496567269772,878.5459032488002,865.3336625683671,864.9189724497847,880.6185359725331,866.7694401542896,865.823606999462,850.8030239705233,866.9232003507192,864.3833713533145,858.9935428425877,864.8771727372405,865.8434748996327,881.2299946643969,881.0747082081527,880.1971472443967,863.1818502647725,880.0347313908989,863.972793681965,880.484404538477,856.987514553638,866.7067063790939,866.9118567043064,815.5227666644179,866.710844002437,866.6859439530531,866.5106075620718,879.7632700194943,865.0179928963864,880.0287789809737,865.7181029527801,866.5560449500493,864.9736428417658,865.6647262001962,866.7167959275998,863.7628718144015,866.6006166642723,865.8281223727726
63157894.73684211,866.7253525702907,878.5272433602579,866.7141474571255,865.4485578018542,880.7415635671642,865.6579842461773,866.2672124100524,880.8772042487797,865.8613311560861,861.6635589543472,830.7429326056114,864.5397512140037,866.0636672560859,865.9798467707436,869.0600594037788,866.0962859124688,880.11931505725,780.1063372342538,880.5199674034383,865.6060726877065,880.507783968693,864.5278789171551,878.8218083787823,862.9229916053465,866.2417037810645,866.7623710094066,879.4391174389054,866.246123586335,866.1203306807705,873.9914819520596,880.9932480158898,865.632823321958,880.2753655893981,866.5923721545951,865.7473129981772,865.8087685253481,865.1629642419867,866.3073475816574,860.274018578252,866.9482850249124,866.2665280179634
73684210.5263158,866.8811697746909,880.5321837465518,866.6710771300786,866.1122071587808,800.4942797234183,866.764160114147,866.6861441647247,880.9830423738817,864.9394646693135,859.3681663981436,861.4956657767626,861.9935212762732,866.6610083069828,865.8779408756716,879.5059783919367,866.174686698372,870.1531378184329,693.0996653199858,875.2432400064125,866.1127642804236,880.9720634677734,865.0629354776438,626.7925603867318,865.0111811743878,865.3863372634322,866.7800242928917,855.0790449735861,866.4361255051687,866.4857964933414,878.9808344494273,880.1984373596897,863.3317261911164,880.9919989886706,866.6792923631431,866.4173605996816,854.4482420689511,866.3368630977219,866.0931281203048,864.766661156908,866.6593022610672,865.7453791272937
84210526.31578948,866.667004358075,880.7025414583095,866.0598428150294,865.6907027434775,769.3156807733045,867.0070492752371,827.4168326214079,858.3143546191609,866.2415413645166,866.7462945499578,866.4817909758507,866.3011423914056,863.1714128562949,866.617921749971,879.6338517183742,866.8422150228822,867.5682009356174,861.323921956514,873.7925873740559,865.8476292882269,662.7350606389982,866.29969556576,533.314267655489,865.5281321388202,864.2236140031894,866.9668541747117,844.3852631035273,865.9809779367948,866.5704549699609,880.6506224497533,876.8957827295953,863.4912503657249,881.2566955888701,866.4875577717937,866.931040784989,852.3376679380845,866.7990403518783,866.6387955950898,864.0890673019219,866.6887989546124,866.4998236125195
94736842.10526316,866.3744152571356,880.9873971496593,866.2979073243788,866.9318193274852,880.2215287166949,867.0177192493159,398.3561786808424,854.8430584134157,866.7411239741582,867.0246954274639,866.2923044440158,862.3442704225181,863.0995131633618,866.6852191392735,881.1297473955352,867.021252785363,880.8909585348787,864.6954466581675,880.3672934389181,866.3452240722331,644.4655599653556,865.7487690679915,880.6482510071382,866.1175939343312,865.9748747002055,867.0825186475822,879.2233984988812,865.9447760844495,866.726020212649,876.5947289138289,877.4366975988047,866.2039097256937,881.4766679721525,865.813286554285,867.1431111206308,866.8702467133464,866.7169622711198,866.666219771734,866.992787869353,867.0654211760888,866.4588264306166
