steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48,trial_49,trial_50,trial_51,trial_52,trial_53,trial_54,trial_55,trial_56,trial_57,trial_58,trial_59,trial_60,trial_61,trial_62,trial_63,trial_64,trial_65,trial_66,trial_67,trial_68,trial_69,trial_70,trial_71
0.0,-2.460505485534668,-2.6024038791656494,-2.512732982635498,-2.2770092487335205,-2.6549036502838135,-2.387094736099243,-2.6761136054992676,-2.5048720836639404,-2.5724689960479736,-2.8172144889831543,-2.599311590194702,-3.2995924949645996,-2.632439613342285,-2.640573501586914,-2.7572405338287354,-2.53322434425354,-2.728337526321411,-2.651278495788574,-2.678234100341797,-2.7935123443603516,-2.5912110805511475,-2.516433000564575,-2.597674608230591,-2.8736979961395264,-2.4325337409973145,-2.566157102584839,-2.591069221496582,-2.5785744190216064,-2.582360029220581,-2.6508705615997314,-2.5324742794036865,-2.5437068939208984,-3.03250789642334,-2.535581588745117,-2.6213674545288086,-2.686929941177368,-2.683687925338745,-2.4035255908966064,-2.4523744583129883,-2.5777089595794678,-2.547366142272949,-2.50700044631958,-2.9642958641052246,-2.4977593421936035,-2.518397331237793,-2.653287887573242,-2.7761688232421875,-2.545363426208496,-2.8012356758117676,-2.4509902000427246,-2.429417371749878,-2.5459396839141846,-2.708184003829956,-2.396205186843872,-2.4529829025268555,-2.5061607360839844,-2.5227601528167725,-2.835421562194824,-3.0539326667785645,-2.2704856395721436,-2.828658103942871,-2.4194281101226807,-2.2682812213897705,-2.6896069049835205,-2.6304986476898193,-2.4259896278381348,-2.688495635986328,-2.513589859008789,-2.589216470718384,-2.553650379180908,-2.4497270584106445,-3.1185171604156494
10526315.789473685,-1.848740747459026,-2.420386809271688,-1.9263593543854918,-1.5763083827053643,-2.2648184566089102,-1.7162295171282822,-2.084039226438788,-1.8279939599088815,-2.2677333906726327,-2.1016794145120166,-2.0713423759801635,-2.6387800534405432,-2.1523918472540013,-1.887656819379767,-2.100142264944421,-2.500025586245086,-1.9671374619196724,-2.5465471097701897,-1.835313626255458,-1.948895612873467,-2.453526925076305,-1.830745645627828,-1.9535761666490623,-2.671323265447094,-2.1927557890493694,-1.8638192194641676,-1.8287030206890025,-1.9142561868997934,-2.0415121991596235,-2.0074557493875504,-2.0055960223724973,-2.4773048152376376,-2.4056526429672562,-1.9034829055967832,-1.9792146285134171,-2.403924159360585,-2.1010710275764226,-1.6724486418108393,-2.1184599324170796,-2.228415544270576,-2.287697837814441,-2.47159070806988,-2.7373028547735885,-1.7975078345859457,-1.8454778849629687,-2.5432281826101657,-2.1363062259129704,-2.3901075604915105,-2.5922973941014487,-2.1949504658436645,-2.0206508780719963,-1.9290308943992205,-2.108660635959558,-1.7472431457148723,-2.06933060876375,-2.320284816469846,-2.229207960370195,-2.421237716742809,-2.65870190753506,-1.6767138539951478,-2.0408528548951703,-1.7947458890427952,-1.6421343506129398,-2.473054993182738,-1.9412419763206659,-1.7234709820158032,-2.163148312365063,-2.398438639174634,-1.8768398293656476,-1.8863325893628689,-2.0002622432926787,-2.9079906179274913
21052631.57894737,9.039552376210855,1.9600491019790107,8.699522386679112,10.541063159972513,5.256135068472651,10.192406595903876,8.523439281906448,10.091964098452037,4.147989556751888,10.447951886937064,7.607272311242768,9.218112007531639,6.749547086945036,11.353393329776969,9.524237106350403,-0.16012854777131946,11.20152941126882,0.45078580463440643,12.57125012236041,12.596712237182706,1.3917940105311581,10.286614781488094,9.526887074721735,1.9096541121499515,3.0902773159062056,10.461648154209195,11.442455959018742,9.817471425190899,7.982568684506161,9.314846642501136,7.512671512074336,0.2272865223005638,8.789317574733843,9.424826170361687,9.329062393636875,3.522904603427323,8.416055414234895,11.111719543413566,4.468149378114068,4.142243862510698,3.2687501529401946,-0.05541058579315217,2.434119312684091,10.390007080577334,9.789705215197397,0.9879993235826543,9.159729850857707,1.391709291985339,2.1720947319308914,2.701423656041902,5.6045365844107655,9.058544510872286,8.46866212671731,9.625162952969115,5.085049573326912,2.2633718811075525,3.825651359637307,5.257081979730907,4.929755343160389,9.090597724330475,11.40595258063949,9.34082084849807,9.467781016561835,2.5518713627594924,10.265893137877049,10.425155464353406,7.543081826403985,0.46817688654912837,10.57733993396328,9.644808006986274,6.524648742556799,2.185555030068724
31578947.368421055,15.394115811193213,13.348655768149015,16.135688902869553,15.132722015724806,13.864934867838723,16.860160805026993,15.063117695169995,16.00877221027219,15.166683123421203,16.326146474030708,15.574900654340654,16.838550356890067,14.675541733701165,17.582471989544104,15.845965863404142,14.568729809960068,16.069282915056206,11.150428009477453,16.009763176831576,17.07001401917426,14.05348461488948,16.26996438082442,16.278597769247487,12.294912506343794,14.114233441947551,16.347756951619097,16.689720101979592,15.75646385713803,16.35240284786908,14.75274824469745,14.256870141325113,13.152351508141493,15.728341157800955,16.377517133806716,15.265842596321804,13.69127788487048,15.578994036536056,16.577799063101104,13.180345444199617,10.08302756894762,13.597645334491812,14.953214352029452,14.171728028900345,15.55311839295928,14.35977533145697,15.266579451692134,15.305457559504504,11.530597504339287,13.126084593521984,8.70014264956091,13.049354939396466,15.815325322715758,14.433629133557991,14.601543167368652,12.275809502360667,14.017150698043922,13.851978456903343,12.465749934462734,13.692591347391112,16.66843066118926,14.788395980285312,16.0870328960641,15.5576399925508,14.586006607321142,16.719353768984863,14.844987526760436,16.049671959343506,9.272868470978922,16.00448371004571,14.019391553842791,14.853761157665886,15.118786031029439
42105263.15789474,20.834839097763364,17.978294460479574,20.343058545421037,21.237091843255506,17.55881992405554,21.377230695657783,19.35998023301363,21.093956433277878,17.71978423290388,21.69907142250822,21.332014550978624,22.137107531202137,19.030922436194075,21.69172594539429,21.26706578648569,18.762198265239473,21.8919087303725,16.081667568968026,19.27859361529598,21.02973306591821,16.60480796917241,19.848059599687684,21.431678092648944,17.520638590972673,18.85683856481413,21.835296625493307,21.190940154680256,19.452678574481336,18.871650779738488,19.306931156984987,18.53903827552072,16.15418420817672,21.704302856652195,20.560995507190764,21.586841189279287,17.215254041936426,19.701890783482476,20.79355943485723,17.35265840367102,18.432665725308276,18.14862948511611,19.36681441735693,19.01004087380095,21.419775650648198,20.505589861825232,20.6173212105754,21.580183184728895,16.344232013309764,18.2843897684872,14.900176859401435,18.508175829090074,22.184304297981665,21.687544451794302,19.074119406001557,18.318909698617425,15.650464745088794,17.916492795349818,18.170574026300965,18.726208529664703,21.106990319911464,19.737996778391572,21.875707073967874,20.1186381942719,19.809626454956973,21.17320459131719,19.93271730435687,21.68881754851655,15.762027017266549,20.365434570263794,20.472831849204866,16.246259812585535,17.90731661009326
52631578.94736842,26.752133034128395,20.828806753701162,25.086283453128758,26.193822586300094,21.799381133112178,24.497274057836457,24.856725875050902,26.47910030657255,19.726280863791537,27.14396519666419,25.781571785147996,26.002284911974563,21.986952724972344,26.17523744690988,25.453922792330093,21.191097571109513,27.124372638777476,19.13132314393787,23.980389107080626,25.649638359432323,18.634750890290142,25.471810323921474,27.06086674974999,21.11891748649881,20.840487168725176,26.691593491449087,26.32008561428502,23.31426115965579,21.754123927483597,25.842514955864345,19.915753318714057,20.21322150087278,27.134311833287335,26.045118488706752,26.28515384731159,19.168148588229208,23.028136341742282,25.957675255350047,21.500701773431864,21.497902039092786,22.76497063641836,22.823307615733214,22.78827156780231,26.179460800312192,23.80521518486833,23.382580236168035,26.443177045970494,20.494734874521473,22.37626353835486,19.88206183647742,20.942720446843975,26.568605598180948,26.65082978767825,27.268999271677842,20.567439663505123,19.465012369775458,17.783177431972074,20.54264441466377,22.12270683821012,26.64830345176986,25.349834107373354,26.507616387153885,24.834726146089526,23.359271142502777,25.97119890312842,24.80782568651326,25.87942350007222,15.938550490468039,24.158705685607615,26.220576087822955,19.44686553277942,20.370083411108094
63157894.73684211,28.93551342415306,22.56032874022412,27.121268108899905,28.251607058440797,24.25225681735208,28.398014933376516,28.301090766301694,28.82409330008557,23.868462619224662,29.770274560568325,28.956791757691107,27.59637609512192,23.609148478935218,29.265767199366543,28.128631304123974,22.726074884462474,29.208517539534213,22.011237509703456,26.560995962708116,28.975583502501664,23.698701379330537,27.66492400470079,29.386705651136317,23.432077188013828,23.4132313133834,28.877410996540185,28.20429066909152,27.111188112698763,22.800353366479154,28.8094276674711,23.092161696538373,22.752132593068474,29.42531919904528,29.11965894970496,28.526777023888116,20.501852031580462,26.70412667295857,28.674751849829573,22.96946877203985,23.591385083969612,23.49713855863154,23.88380581308724,25.746693572767306,27.71249460189544,27.25759148280913,24.84056513618234,28.964931186009974,22.46696631183172,24.24662573989532,22.662310040826778,22.8813428379327,28.942267968889503,29.232428576136808,29.418369647559203,22.889428849035355,20.07881991936725,21.012363090368193,22.16813212177017,23.63159813973382,29.10681457548219,27.32190942851997,28.301768195998555,26.64849813947057,25.888624788868213,28.33107223227579,27.6283709875971,28.61285720599449,18.42017041310833,26.77498121902223,28.07608805410048,22.141440805212863,23.942104385613654
73684210.5263158,30.297524048830706,23.499215358997233,27.86212927439454,29.745844281895135,24.86978440924736,30.106594339049217,30.07132676363487,29.945517181761954,24.959207813727602,31.119843602263035,30.983713185997715,30.202548421831633,23.602523860823457,30.62640336002649,29.604247439420497,23.604970535134427,30.56008520758507,23.243315058716487,28.808386787550315,30.29394093820944,25.02123277523449,29.398312311681437,29.832147003752578,25.396840766221903,25.128070335236696,30.473367157735325,29.937148343317645,28.070859889332155,25.008487864074986,29.94911790434323,23.956765837183124,24.13723676381349,30.73498153971338,29.553576880157863,30.29604154910861,20.497240417618872,28.677578774314384,29.824570465930982,23.62605980377118,24.645129694729796,23.53807038998546,24.343741499429306,26.221446398599202,28.525717233299922,29.435444270036186,21.59195425520829,29.688385094595954,24.195586245749507,23.881110294533695,24.573354228866645,24.996729865474137,29.676146169912865,29.57249834313679,30.41293147914215,24.338248261392447,22.741107206157,25.43020070419541,23.62822681704634,24.687855468278652,30.429869575224757,28.27678803545926,30.04681309553539,29.304383075416833,26.45158677144167,30.332478938784213,28.7536181717172,30.416279155869358,19.809807807005882,28.77410194737491,29.045504422259835,24.261613521915848,25.575888798904924
84210526.31578948,30.761875686264105,24.119533549880718,29.073368512651268,30.67053673645466,24.66286031212503,31.226973776424362,30.73811010384824,30.820541310137,25.56532497088995,32.10847936550006,31.47826759727708,31.241096850825148,24.977984197912455,31.433125125982095,29.875582398841587,24.29265179928815,31.749080976620935,24.731268052042687,30.99690469975617,31.061905932063212,24.502379597884467,29.601368392851214,30.394187134553853,26.250933343972857,26.785799149619905,31.264905747944628,31.239934949250763,30.776208928210913,25.655346741017542,31.15630674060857,24.270016715095643,24.95201229401077,31.79729772468518,30.599279072517504,31.050075874062788,21.68142243959732,29.817928416866014,30.394701896529448,26.373521784790004,24.1965204798036,23.44017419272678,24.79181646735219,26.184527833995066,30.564590974032384,30.687737307637683,22.394568895245193,31.268148749777815,23.973184543344452,26.690757555355656,25.37818047263946,25.33383627632153,30.137092351418122,30.109386118742897,31.69764999533459,26.189301588404874,24.72221955533173,26.17156202352278,24.069743012787562,24.87561793332285,31.113306908561253,29.45501766558169,31.02691717367423,30.814377279864456,26.670696328840428,31.074547467923562,30.057431022092246,31.114935864371937,22.04511760649919,30.147780079301704,30.71693205816924,25.126414947851544,26.30045422961177
94736842.10526316,30.93293673565761,23.981328656597686,29.69908814855085,29.869407738422215,26.29177944275481,31.820619570091367,31.6809869104857,31.518811837736507,26.330000155752426,32.81500316358628,31.54398459289481,31.689562814423706,26.6549068827729,32.159072705799936,31.07187277848969,25.357238255348314,32.487278941090004,25.247900503617906,31.98006953644744,28.10058857358662,24.99147231153463,30.079344248001842,31.68116991101684,26.364598984935856,26.90815785857449,31.605957381829743,31.608606894193553,32.06825459966245,26.583263462094635,32.09367420295785,25.366076815992056,26.1679557237382,32.23843365971649,32.00977132837301,31.93183902496797,23.289544508903393,30.52272149624814,31.43312992429015,27.211576694663915,25.029806509717183,24.69340623697973,25.15076380738488,26.95715350568439,31.61175917926918,31.590066441136138,27.078207068986302,31.696864332601304,24.563273444524103,26.386279052551682,25.491482932507537,25.029785829634918,31.062160446909655,30.7919200652813,32.1614073894175,26.13580392911473,26.647421831244454,26.135049633377353,24.929991829959764,26.33069443829626,31.378287530114612,30.408391092271852,32.02074562342853,31.612471354010818,25.789569499626385,31.30201827896723,30.804414005784984,32.0621222367051,22.804518396927463,31.33476248317478,31.78137445274916,25.58500300464414,25.94577380250159
