steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20
0.0,-4.027539253234863,-3.8135993480682373,-3.9613280296325684,-4.1577582359313965,-3.9432642459869385,-4.167329788208008,-3.9508042335510254,-3.8618004322052,-3.756727695465088,-4.0434441566467285,-4.418971538543701,-3.918588876724243,-3.8735597133636475,-4.0759782791137695,-4.080695152282715,-3.789851188659668,-4.1570725440979,-4.434133052825928,-4.177158355712891,-4.164524078369141,-4.0081787109375
10526315.789473685,-3.951736790798166,-3.746316485512625,-3.88641095429161,-4.071149622098545,-3.882244322331586,-4.0925040202701615,-3.88618535979024,-3.795827697046034,-3.701424596724784,-3.9868702843522144,-4.403445440615395,-3.870327776955141,-3.809762917168134,-4.035892477042978,-4.009031170178101,-3.7337559299263585,-4.07415901406067,-4.358282665493756,-4.101814687966661,-4.087150328273439,-3.927835347755861
21052631.57894737,-2.780205680240575,-2.6598262462321247,-2.681014663377297,-2.623453581094267,-2.848647544357843,-2.839295666146291,-2.8349538856492975,-2.785777752033572,-2.764889623907877,-2.996839521477293,-4.0394621025280735,-3.031570103050434,-2.7332007138540972,-3.387584832018381,-2.7971193801683896,-2.7928762804056384,-2.663606645994745,-3.1385173997686984,-2.887588635044446,-2.807116960441059,-2.554991816213081
31578947.368421055,-3.195699148768832,-2.6664008378100235,-2.8202802442137402,-2.4068570928112796,-2.6105906237735876,-2.4893294069470984,-2.715720856136905,-3.190537569659679,-2.5354228981395206,-2.3375544921789118,-3.0771107232189086,-2.7044872900753583,-2.2885055373318957,-3.412717776158902,-2.5431547003302857,-2.306047468640247,-2.451576419063738,-3.2874697738467686,-3.1025473587111754,-2.8871027900498114,-2.252576810645115
42105263.15789474,-1.7066355962125672,-0.9976961672753661,-1.5933936048947903,-1.5872252088006575,-1.9888054540385995,-1.1704764318719527,-0.9605517241646859,-1.8106441539196283,-1.8154383074941107,-1.1151424437823223,-2.3852807496909123,-2.471218336871477,-0.3434899388367458,-2.966165577422652,-2.017341491728866,-0.42923296901295516,-2.7278954069906654,-2.408597330467316,-2.5430951876013728,-2.976758507377058,-1.9323164815137321
52631578.94736842,-1.2435977759552086,1.5609333799418945,0.5608606760429121,-1.4784870216322397,-0.7541485734677673,-0.8682243690177492,0.2907640227813443,-1.8693759735393753,-0.11917883278208685,-1.7739629082206296,-2.3042554528010015,-2.5159933473908414,2.0035518628119107,-3.2145181882673737,-2.0861777387681313,-1.2545869079904781,-2.9345807595632536,-2.37483516989864,-2.081938707048507,-2.842543402998876,-0.9638715039108625
63157894.73684211,0.11955594773297418,3.82819431798579,3.6822240227637333,-1.455364238565602,1.2468757016666192,-0.017849298280153802,1.481047460362393,-2.334835643481484,3.203030188992322,-0.6858599062743274,-2.395660881318121,-2.5647006745803633,5.150954525796516,-2.095766680888506,-2.557006834009069,-1.687396586750095,-2.328986749023333,-2.464513762152323,-1.9593761974566428,-2.7255892376879802,-0.2784929806494746
73684210.5263158,3.6471280417510856,3.343349934169259,5.492518263733547,-1.6292418903023667,2.2053307263042594,0.43331988988292136,2.129220052878953,-2.8839286385901235,6.61838962126219,3.760994609927765,-2.4875243497300388,-2.4505109563482788,6.293259436080176,-1.1984883031119025,-2.7502823780507493,-2.142842752692274,-1.4031872070479745,-2.90311491787511,-2.1924394876302746,-2.6805022717014966,0.8234357415223059
84210526.31578948,6.382942217177714,3.2432285392930384,7.26912475527984,-1.9886365815832014,3.9262558222487782,2.920229255853845,3.272930494935312,-3.1773812728172937,9.349710140944849,6.36234058951572,-2.328806542303836,-2.3864270250140134,7.53209262891283,-1.1264414239050482,-3.4009985665525013,-2.714492910239753,0.5334437546259638,-3.1825485270202076,-2.237170805509648,-2.6519921456626165,3.068656838566086
94736842.10526316,8.431532391953255,4.344214326429885,9.089585496254596,-1.9408755576098724,5.432532359898823,3.7262468152380244,5.080845790508866,-0.5357268929669834,10.39125913263162,8.12191938509432,-1.9751037573077461,-2.240798000597145,9.444613296654685,-1.2151905606530473,-3.458730234512982,-2.5865588150776593,3.8546656313699925,-3.0968647935270353,-2.1205258768650386,-2.7609472765724004,7.457145044688455
105263157.89473684,10.13494091243625,6.787280477317685,9.973886410739283,-1.3201961307779957,7.146485395120699,4.257098479049378,6.433039754028032,4.697359050055217,11.350295301712533,8.80956646413065,-1.6042024750679142,-2.1018343564417017,11.180376899978171,-1.8159224800384988,-3.036246939308147,-1.2208330530645535,7.202179681215631,-2.8800754022701978,-1.6157687575288036,-2.6395823201087207,9.154063317331374
115789473.68421052,8.673727314656091,6.540617225485289,10.976610769687989,4.594904916412892,8.48451975955424,5.59950504956994,7.439323579075996,6.677578273782677,11.280523856340745,8.279232525620145,-1.004896829738843,-1.2984353308349856,10.558223945277014,-1.6011080340417154,-2.891609267393576,1.3317875001046457,9.179181131366589,-2.848619310253034,1.9336424823134473,-2.1719636251418555,9.928958461568316
126315789.47368422,9.959047024259528,5.627475466119987,11.511873900539491,8.529538769037606,7.999580569797481,6.325548384802989,7.622984331101179,7.494433536800529,10.8824519539804,9.783237868811618,-0.13280637520787775,-0.70636133643298,10.925992774820973,-1.292509573190589,-2.100792652310756,4.959541098988643,7.766814560652643,-2.8807781232247476,8.263081135718453,-2.1232792722432774,10.377024235477325
136842105.2631579,10.419406712093902,5.44089752714049,11.571793596954226,10.084778142520268,6.800599559464354,5.817628832242433,7.435798535861302,7.32750463465208,10.91909479702774,10.758297045335917,0.2323099229698199,-0.08306704611187132,11.467383746168682,-0.8377393668269478,-1.3142448495647805,8.027193369323241,9.766088142213247,-2.349097938981123,10.431613478133677,-1.9815429718971478,9.853763098180954
147368421.0526316,10.982271855924063,2.5879152415073876,11.343357334888625,10.617534756779134,6.024387086104405,6.806886704746955,7.827141798560578,7.463547038892155,11.052269611548931,8.847877583479367,2.0141587977865507,1.4743035826598674,9.570739829716711,-0.6444527998616933,-0.8454231903452933,10.564219908355389,9.774961533834976,0.5471863164689026,11.19703879040715,-1.9475044719584627,11.12127431285493
157894736.84210527,11.316704567877828,2.407767174579397,9.185254725754012,11.485114145559619,6.842464903610762,4.18630178716392,8.87357106589431,7.453044138993253,10.110161429591,8.211150746431377,1.7026145971880657,2.0935627127374548,9.235163375472139,-0.7888260580713145,0.576150628783576,11.360101153292382,10.287454724673006,3.3599355068432515,10.234521681473813,-2.279276834155557,10.411935560085354
168421052.63157895,8.673458042856398,1.5340835193115336,8.229079453568708,11.617485447066972,7.718049155171559,2.8883511607749304,8.666956394043986,7.542803390782296,10.918699925708639,7.616943273373423,5.611603754843456,4.724748639787169,8.729631198327628,-0.7393492824060022,0.7210656724782489,11.460100782297324,11.754756058393424,7.378088675728302,10.033779078821066,-2.0873472664164705,11.26335052394636
178947368.42105263,9.436056510295069,2.0370338411348388,6.862921001775309,8.324515712633211,8.69688680948473,7.337006917312985,9.51600038025456,6.3763291941352005,9.964862341974499,8.138238995832616,9.702472991257174,7.972927022045557,7.393385640471926,-0.893491266973812,0.7385521101208412,12.948934687980016,11.176561036977885,9.044499887595949,10.294884783667293,-2.175782190825419,12.195124047586484
189473684.21052632,6.95329165023976,-0.2092910335224913,6.56421494366307,10.406645544621464,7.055438935908894,9.681123519569141,10.93547679507625,8.270531532300476,10.481977409298771,2.890350160673983,11.174102292594776,10.462230909244258,8.113302116367418,-1.1380558092807551,2.1147046206632525,12.726815348965763,9.27196372680655,10.418537956706333,10.344424688966733,-2.1620175646027224,10.593002594408896
200000000.0,5.716433250639391,-2.0637817685492337,4.43622023641671,10.577632810430307,5.714570685657428,9.995386260855748,9.18374343544833,9.866968885113142,8.545384918094465,4.7091789065222995,10.597958040080572,11.14830817458661,4.69847157837725,-0.9548399884308885,3.8650613698103515,12.740878663515966,10.473815225064754,10.121133065684454,10.483743516875332,-2.172828311688806,10.245405486000603
