steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8
0.0,37.83626937866211,62.131988525390625,58.561859130859375,63.26335144042969,148.00765991210938,80.98696899414062,58.234832763671875,61.47565460205078,81.56974792480469
10526315.789473685,54.88276270156794,85.42991477201521,78.61243490903662,81.71908619715072,176.47648992374994,100.2423188838272,88.71234993731548,91.63781195777854,103.02341366214601
21052631.57894737,374.7515910749951,491.6139439712601,441.4998578979038,405.0807438273179,663.5893192588458,454.9872188625904,612.1540731478926,608.683696966092,474.5988767447564
31578947.368421055,677.5864319916908,663.6986422890442,685.1850950225898,543.2687008493165,776.4445046833678,737.4954257719735,753.040192832577,739.984856052577,600.9101926831328
42105263.15789474,779.4888004160324,799.0741592774431,774.0280221069949,604.0955644413375,823.8305099069908,817.9799971296517,821.4854702355128,810.002976036468,665.5538771793123
52631578.94736842,818.9733493694638,824.9175351541128,846.3235248053173,646.9984584581158,868.2098376995309,872.7779483752238,851.2334828373467,856.0964614397271,700.8615376982332
63157894.73684211,854.4081832470987,847.7883898967522,875.5768661723573,680.3356206720886,880.595635001349,885.443326185945,862.1123205829525,873.385126764094,725.6463052883042
73684210.5263158,874.9069872259103,861.0222935087132,891.4497291622399,706.2252244191487,888.9203258604224,892.6757051343733,870.8289172705521,882.6267474103832,751.8094705121999
84210526.31578948,882.3205766017417,867.3397015244017,896.8608234780647,727.0640424004553,888.0275944395408,897.1652306202707,882.771002433967,886.1919459622983,789.3371761353723
94736842.10526316,816.0234461375551,870.5404169954091,903.0277240472817,754.4668784088706,887.5512652068587,898.8431132516703,888.2650460803939,890.0616874103731,818.831540775101
105263157.89473684,830.9833015193569,876.0437710374346,906.054153623013,779.8756894315709,882.66360452862,899.6030757747528,889.5685095017636,892.0512359667352,812.7579819740021
115789473.68421052,892.2997187768983,877.235182637488,907.4108320477927,784.9641384782883,886.8191935887297,900.7195542197148,889.8687520674391,891.5928739847569,840.1258325064941
126315789.47368422,888.2077680142633,880.97604840416,906.2863343455455,791.3292945177601,892.2080962413565,896.9999428303948,877.4716631765181,894.0538990510798,870.2391627799111
136842105.2631579,894.4919298099679,883.4879276455274,905.7409261636786,800.1835154886061,888.505623235762,898.3055488462263,885.1684043501552,897.9491500639849,872.3074244272345
147368421.0526316,893.9192534520025,883.2593237069175,906.8237549277884,808.5400131762523,892.3523951709435,903.4757935089418,889.0300934539277,899.3202396429807,871.517444188575
157894736.84210527,894.8280099731073,883.2879918998628,905.3461816391787,812.3714788985385,894.4407063204166,907.9797110841545,889.0712372903348,909.0351837959316,873.3539902297083
168421052.63157895,897.182014063785,887.011501462836,908.6832445361277,810.7722930221346,894.0157635231758,910.9185327942022,893.7486297628556,909.0269675003855,888.3432648809332
178947368.42105263,894.7110425042314,884.1917863366016,906.8537107689559,820.7255648613967,892.8953375573634,628.2760269329817,881.8795109442397,907.2853521300154,895.0925134654851
189473684.21052632,897.6238968118076,877.6571963956152,910.3347297804507,815.3749011322402,896.3209579525892,914.8026120424931,896.4394052662677,908.5830212527695,898.0741624501934
200000000.0,885.0478285551071,879.1676672006909,908.2431514420008,825.5408727463923,908.8256753275269,915.9069998609392,896.0905193780598,908.9582190607723,900.3473156910194
