steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7
0.0,12.208672523498535,25.710594177246094,24.926990509033203,15.013505935668945,16.267681121826172,29.082399368286133,14.520853996276855,14.733367919921875
10526315.789473685,14.58682404716249,26.641708842419355,29.284457520114834,24.736767321118155,17.28306378679056,34.639269719591724,19.215911325420723,17.385449277644675
21052631.57894737,66.28506097197533,60.024125915897855,105.92994289075403,187.44542135095992,44.43595404080902,131.92668490367748,103.62140997204094,75.75111455319662
31578947.368421055,177.42257449864684,201.15051077797472,168.6414435188031,197.4628821967216,140.34881623605284,167.13660961550522,155.8186407571767,200.12903626688302
42105263.15789474,263.8415216369312,213.5493677537527,305.2407583259149,211.43736061660206,169.836539944866,155.6506395425823,164.39901533466957,269.1954815080622
52631578.94736842,298.5938852304732,243.38845161032808,258.9131151266871,220.93076298949296,15.942383589269465,162.22358356110772,160.72560655030517,293.1841226155738
63157894.73684211,335.53793365043947,273.19688924164655,175.05950744210674,238.09223444896062,88.0599984877287,170.30169540123597,208.86146183043638,312.7423412390363
73684210.5263158,361.9055355590797,304.0460494371167,106.2785698173986,259.7904718286278,228.10819237326325,180.86102135793158,233.35901957201332,335.3061071632642
84210526.31578948,384.6519873043177,333.9421690342499,102.33779703491362,273.7834233550814,284.76743949153087,187.4263315256943,258.2814486650879,350.52048826944133
94736842.10526316,413.2911118701554,351.7773348263096,180.9142614555651,294.4196548686464,333.12917107343674,204.53245053479546,230.25906418152462,357.25223705527526
105263157.89473684,424.7393199200445,356.9814167537848,278.4042703728101,336.5611364818346,372.89650594742346,230.20696919570338,257.59621969121315,359.83588700958234
115789473.68421052,430.1768579049619,358.1585101004783,240.37936094910978,370.6461310734214,161.7588310608244,266.6788765023207,327.4606410405312,360.2361764194562
126315789.47368422,390.9636340180922,354.2977048227992,81.67370958710347,381.5915746302486,273.4735112381778,288.1985891238474,223.75270512378097,368.4230992727993
136842105.2631579,332.5181688727434,359.6066454047972,38.77621233528691,405.66637213036955,393.6207557302433,139.59663645237913,159.5054183254364,106.14109934964426
147368421.0526316,324.6389550543558,384.7659039561768,270.37368334528503,417.62932867868454,405.12099376560246,120.7050235176516,117.8939477417855,308.1151731913897
157894736.84210527,50.69893206694911,392.7331242727276,345.1876944324977,443.5007981306298,408.35635957220916,120.9609483045389,195.93082829222215,389.0597598741755
168421052.63157895,17.66717388016531,393.2056940453865,395.59389019540805,449.87057436206004,383.57217876138446,84.00199763431442,84.76171990907086,391.7477376322337
178947368.42105263,232.66039353904742,391.19236281142673,424.2271398546128,470.2145093638976,413.9603487087254,110.17728898020003,170.81158824669527,344.57280252267117
189473684.21052632,300.6089853963033,401.8815642205632,412.69445612506524,453.2729615762293,432.1786194806944,121.1976868930038,117.37440071463419,394.7485034320493
200000000.0,357.3151115853536,410.60004708327745,456.91072796990994,476.8589968900931,383.59108682839496,141.21876322046705,59.47935427882169,310.3204345703125
