steps,trial_0
0.0,21.043689727783203
10526315.789473685,24.94061787962047
21052631.57894737,143.18186005347326
31578947.368421055,617.1616671701219
42105263.15789474,884.6564493410475
52631578.94736842,880.4857478282128
63157894.73684211,942.8341735756628
73684210.5263158,952.5029480016462
84210526.31578948,944.1674067954277
94736842.10526316,935.3822553730737
105263157.89473684,927.9748783418677
115789473.68421052,926.2459398541093
126315789.47368422,934.6757324118363
136842105.2631579,938.1323526130159
147368421.0526316,935.1127250287011
157894736.84210527,934.2404285491008
168421052.63157895,936.7131314660704
178947368.42105263,937.8476035078146
189473684.21052632,942.0519513664483
200000000.0,944.3668210569181
