steps,trial_0,trial_1,trial_2
0.0,0.0,0.0,0.0
2631578.947368421,1.0,1.0,1.0
5263157.894736842,1.0,1.0,1.0
7894736.842105264,1.0,1.0,1.0
10526315.789473685,1.0,1.0,1.0
13157894.736842105,1.0,1.0,1.0
15789473.684210528,1.0,1.0,1.0
18421052.63157895,1.0,1.0,1.0
21052631.57894737,1.0,1.0,1.0
23684210.52631579,1.0,1.0,1.0
26315789.47368421,1.0,1.0,1.0
28947368.42105263,1.0,1.0,1.0
31578947.368421055,1.0,1.0,1.0
34210526.315789476,0.9701120476973688,1.0,1.0
36842105.2631579,1.0,1.0,1.0
39473684.21052632,1.0,1.0,1.0
42105263.15789474,1.0,0.9872532894736844,1.0
44736842.10526316,1.0,1.0,1.0
47368421.05263158,1.0,1.0,1.0
50000000.0,1.0,1.0,1.0
