steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205078125,0.0
2631578.947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7405989797491783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11465454101562511,1.5153021561472055,0.0,0.0,0.0,0.0,0.0,1.5012287340666133,0.0
5263157.894736842,0.0,0.0,40.50202379728623,0.0,0.0,0.0,0.0,0.0,0.0,67.51129471628295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.76828163548523,94.80093865645563,0.0,0.0,6.502624511718756,13.626879240337185,0.0,75.958794844778,0.018403705797697387
7894736.842105264,0.0,0.0,726.1724998072574,45.92868684467531,0.0,0.0,0.0,0.0,0.0,760.4880981445312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.8659041555305,780.2679475483142,0.0,0.0,171.64980276007418,263.7086197702509,0.0,588.8159308182567,0.30149600380345387
10526315.789473685,0.0,0.0,747.5030646073191,572.0783370168585,0.0,0.0,0.0,0.0,0.0,766.1096512643915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.4780980160361,780.1609464946546,10.879375256990143,41.885086862664515,776.4276958264803,513.8003122430099,0.0,770.5055959601151,0.0
13157894.736842105,0.0,0.0,752.8075176038241,767.5951682642886,0.0,0.0,0.0,0.0,0.0,777.3523993241159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.589016563014,784.9410994680304,128.3320328561883,426.5815734863281,778.245700233861,767.2900615491366,0.0,668.2952318693463,0.0
15789473.684210528,0.0,0.0,758.0210250051398,772.4183413856908,0.0,0.0,0.0,0.0,0.0,782.1076917146381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.3836573550573,651.8901431435029,398.86801308079794,747.4177727950247,787.0658023231908,795.726806640625,0.0,0.0,0.0
18421052.63157895,0.0,0.0,759.5377454255756,777.1881569310239,155.45774118523877,0.0,0.0,0.0,0.0,779.4604427939967,0.0,0.0,0.0,0.0,143.84161698190817,0.0,0.0,0.7241628546463812,0.0,794.1645684493216,749.9020289370889,794.5824279785156,800.5509097450658,0.0,0.0,0.0
21052631.57894737,0.0,0.0,759.3843158922697,783.7051809210526,794.9261538856908,0.0,0.0,0.0,0.0,781.499177631579,0.0,0.0,114.27204975328958,0.0,666.5293354235197,0.0,0.0,0.0,0.0,798.5373021175986,752.8021689967105,618.739771792763,804.8969084087171,46.56760125411189,0.0,0.0
23684210.52631579,9.692991557874182,32.35625417608965,762.4174419202303,791.4611687911184,799.1448026958265,0.0,0.0,0.0,0.0,779.9703867059005,0.0,0.0,576.9551664653577,28.102131090666127,508.1089782714844,0.0,0.0,0.0,0.0,793.8919709858142,756.3292043585526,0.325212980571546,806.7025548031455,262.06849108244245,0.0,0.0
