steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15
0.0,873.4443359375,956.208984375,942.697265625,931.736328125,931.0244140625,906.568359375,893.3466796875,867.884765625,933.93359375,896.0732421875,934.673828125,934.3984375,847.01953125,891.544921875,882.884765625,897.5244140625
10526315.789473685,878.5953795176794,956.426548313236,940.8801166819734,931.888606269604,926.4819293220288,909.1574754503625,895.5336153394958,869.6224530634788,935.1472782494288,898.6350589445753,936.0858064556386,936.2265504694382,850.7803584307514,894.5725436329511,884.5600467111266,900.4385747592535
21052631.57894737,962.9949047268262,960.2871070185527,915.8367073608567,932.9436141460556,861.6811794270438,953.4903552248207,933.1489903986289,899.9761959509176,956.8642159987685,944.4289534191015,959.1429468773078,966.8044612440706,916.0543915545181,946.238191889924,915.5914247729442,949.8743862458543
31578947.368421055,950.7560880692712,963.4770723406298,958.1511770628827,927.9759325016898,949.1833426747626,963.4177595703886,945.5884027401827,918.5725138524233,966.4816380894415,966.8422179684414,955.9181649744346,967.8303060742957,940.4263211115575,958.1807313269195,939.116651014608,959.0302213922432
42105263.15789474,944.686058541084,968.7281579205204,967.542479729058,961.3907964394693,964.5063640985462,965.3361489779401,959.0697139623753,954.4516648163095,956.3059616088867,956.9113029733589,955.5834461962418,968.21258256442,957.5095829844805,961.3715711155096,940.3678968012168,964.2547880262549
52631578.94736842,961.6661444687777,958.224117862881,969.7282807358084,968.1838337324994,964.6417797886434,965.8893886180466,957.0904201655507,959.3019956049827,960.2253425814769,965.1397492152502,956.8422980374577,966.3746854089965,964.6769611432612,948.38564360505,959.2622518803604,959.6327965754881
63157894.73684211,963.3939202168642,951.3450893761378,967.8596008173977,972.3011866646129,971.9782892264158,960.2907629884842,956.6754457521306,969.5403197808939,964.2041298081671,966.5585566702972,964.1466285145514,953.9153784860205,966.7019347087828,962.9747306739195,949.7606983026309,973.6366528011755
73684210.5263158,963.4443896576308,972.5484274232817,967.9618315947683,966.9597454097462,972.1230245653612,972.7225297283268,954.1754626910772,965.7882362825388,971.7528398413407,964.8999370854978,960.838986489251,967.5980975951514,960.5661788686821,965.5875195532294,961.0044411265619,972.3571758772198
84210526.31578948,972.9154254353277,973.9056198669603,969.8511993957688,965.6595301324311,973.7046954929003,963.4176574030741,952.953745559312,955.698288619023,973.8858241242385,968.1102480478894,972.4244582580397,970.8350942933989,959.4665141435871,969.173032533429,968.5619467949273,971.0535131861299
94736842.10526316,971.210450764178,973.816270741069,972.3879877206691,968.5699053920207,974.3710256587106,962.1052469401478,963.3375204250093,957.8451183984814,973.0431211212665,970.9250003598073,966.1267636344044,971.9689329126205,966.3661778547757,965.0993416936774,964.9450420342654,971.9797881461907
105263157.89473684,971.9429181962793,973.0037808405065,971.9743634115626,966.1230212341055,975.3923842094612,973.3603864389773,965.5166729744782,964.1585133306868,972.3078806763541,972.0028138675848,967.9682988195868,972.9334441261609,973.0857166438221,966.4876990331508,967.6554376332714,969.6037422824764
115789473.68421052,971.3478570684501,974.0057900288759,969.8578447938957,968.5662840898677,975.6033232971572,965.276076528174,967.1680909471169,966.9914634841962,967.5540702719437,962.8145687018736,969.8655186782584,971.745411664165,972.5143756179598,975.2962626697614,974.1204440547489,970.3092349916284
126315789.47368422,968.3391751529767,975.3435421465507,967.6112139059896,971.0393692819696,967.2342137048779,970.3661514134288,967.9704222428171,959.4008258069321,971.2219675861897,970.9602732565925,972.3301449297538,972.1245136208152,967.5525924915091,966.3417495347126,972.4136335526147,972.6652015728304
136842105.2631579,970.6941744363208,972.5629678816016,971.1870597828788,972.0292847968865,975.5023952468281,971.4877333944854,962.7217658589751,965.9994512885561,976.0098222193626,977.6665826041943,973.5966569261208,975.3190795444056,972.3058370447555,970.7723674615664,970.7548157145112,959.837662004698
147368421.0526316,975.3156790376701,976.1491163417573,972.5255799333145,968.8371572151078,978.0797773926543,974.1869379978762,957.9715426014401,947.5883176280521,975.8423908529519,973.1587547291679,975.5523994213327,975.1999767652179,972.4913285168254,966.3303623199463,973.3211674571368,968.3068716255251
157894736.84210527,976.0966160951228,968.8635441999356,976.2294274723761,962.5788519270202,974.9591063475675,974.4099527422411,968.589251708456,967.9363920048004,968.4582350590883,967.2837674597954,966.4672866012911,974.3372862015405,969.6673791283056,955.98468549628,974.6679230396768,973.6236155951123
168421052.63157895,965.186839687527,972.6821223546924,962.2769870916562,967.7839529613378,968.2817258966927,973.4349164460834,970.5697690165935,962.7539864748799,973.7660970080262,976.6731672207735,971.8555949203195,975.8805096063587,969.1151184758321,976.5014874571908,971.1978861631779,975.2477257641399
178947368.42105263,965.6104762138092,969.5420254736396,970.7596567185632,974.277662176835,979.1338492390852,972.3518074305103,958.2479650386483,941.7124764106941,956.9725609935222,967.7778918934661,971.9964727338331,970.6520705130622,961.5932029951313,977.5769650493633,970.2775726820294,971.923224303861
189473684.21052632,964.2233971413483,973.4780849234879,976.3097613960753,965.090469909837,973.4009454521116,970.3883038465336,971.5986126453263,976.9731515266228,975.0318716635664,964.2014981901216,960.7401722197387,963.8182031784692,965.2268626194582,979.1720426723238,972.8197994760529,973.2330474853516
200000000.0,962.4288084632472,969.2767167342337,974.1420188201101,975.4868006957205,971.7097789362857,972.9758297769647,971.3966415304886,962.6040338215075,972.282936949479,972.9542689574392,968.3378852543078,966.6577404925698,972.0878197519403,977.4524822737042,975.2558166604293,975.7173527667397
