steps,trial_0,trial_1,trial_2,trial_3
0.0,8.867853164672852,8.53947639465332,11.295455932617188,11.363828659057617
10526315.789473685,9.365355704934272,8.829010466526462,11.630920683552313,11.562149420138088
21052631.57894737,33.95267900741993,25.992347667483912,18.359395568504144,19.205911329929357
31578947.368421055,164.84346992041597,139.8267281001171,61.13867190986918,66.67380527529734
42105263.15789474,187.02891496839285,237.11376120162473,233.32424754911514,150.16137529542243
52631578.94736842,219.68469910897377,290.81361731028295,262.44413308778627,221.05396342756345
63157894.73684211,269.7073908709093,319.70957370378966,277.82807003015296,260.6827340746851
73684210.5263158,313.45894695541864,334.40452999479226,299.3406974807836,274.11350179329474
84210526.31578948,335.4107415643095,360.37848538176837,322.1838640578896,285.9341423861538
94736842.10526316,336.7915509338194,391.43491992313113,343.24900618996315,336.7058968253413
105263157.89473684,330.8668309803485,419.9046034403455,370.7042978595829,372.0694043050182
115789473.68421052,353.3159633888102,446.06673679457475,398.2245169938271,400.826801389786
126315789.47368422,430.9771958331984,460.4621149605331,431.3084066871791,421.09727381041836
136842105.2631579,447.49203662892126,479.9234680827305,464.13437982072793,434.15087771688144
147368421.0526316,440.2179471584568,506.45309977666824,489.48502090350416,447.6927440541273
157894736.84210527,481.6944074384724,533.6585325861241,499.71816351184225,471.49508964445783
168421052.63157895,510.0769089344796,564.750776808678,515.8490802759609,486.4043563383108
178947368.42105263,518.9723796902271,587.0506415180553,521.4146000084124,499.8647950825764
189473684.21052632,542.2354108709377,603.6409700544257,530.7529674801469,506.3798274046166
200000000.0,480.2900516218261,618.3064747170398,541.2264880443875,512.0297144039681
