steps,trial_0,trial_1
0.0,459.0799560546875,422.45416259765625
10526315.789473685,465.2717653793641,428.9648112093313
21052631.57894737,576.5968292423232,552.7203688449807
31578947.368421055,645.9735402131345,680.5250849921948
42105263.15789474,670.0126402008236,720.4853102691947
52631578.94736842,685.68813791384,743.0722649757882
63157894.73684211,708.713024956698,753.0801391746859
73684210.5263158,733.2038896574209,758.1750801644828
84210526.31578948,760.8144325562791,768.9064147280855
94736842.10526316,781.2755160630575,781.9904496867902
105263157.89473684,786.9789111951052,790.0613462948072
115789473.68421052,791.7118137838768,793.4199909936028
126315789.47368422,797.1744518530996,795.7356712144498
136842105.2631579,799.7452204765706,796.5360439847381
147368421.0526316,803.3868876890463,805.1450856686299
157894736.84210527,802.0099756293349,814.0596830721047
168421052.63157895,813.917061480789,812.0293981678929
178947368.42105263,811.7367445572262,814.8063582619471
189473684.21052632,810.9626445202285,824.0240048932897
200000000.0,821.6987389106499,822.2320921797501
