steps,trial_0,trial_1,trial_2,trial_3
0.0,39.83374786376953,41.61984634399414,41.38739776611328,36.75221252441406
10526315.789473685,40.2001632557475,41.92570932676959,41.375779635853384,38.27294838179801
21052631.57894737,48.29497859078018,50.85716145892223,42.43724783639994,62.73203354295849
31578947.368421055,63.533017491885666,81.63056484341539,63.09147824115867,68.12425129885408
42105263.15789474,78.13488996454059,85.07603448200094,145.59632213327035,305.25937572460106
52631578.94736842,330.6154903972578,86.77385743383391,438.65489644480874,932.8541556071707
63157894.73684211,877.698683954342,340.2497056357753,939.4791072821683,980.9089090381633
73684210.5263158,980.4474023570644,877.7205313175009,971.7129925578585,986.6159634831209
84210526.31578948,986.6923038860438,970.4124532538438,976.4965331561017,987.935931646923
94736842.10526316,988.7433522345286,982.0474629461601,979.6464154802861,988.0226479103361
105263157.89473684,989.0469527657342,984.6971317645255,982.9424400402238,989.1841644345889
115789473.68421052,988.4476855050494,986.1861584840389,984.5827469734934,990.8191394531826
126315789.47368422,989.4395554270441,986.5098095679878,986.571702041124,988.3866237431682
136842105.2631579,989.4040705446062,987.2605462153532,986.9173861636349,990.1345785298175
147368421.0526316,990.2719495121462,985.6499569970815,987.2193209352256,991.3777169256659
157894736.84210527,991.1964669022864,987.0272152120057,988.1644463118093,992.0744854650999
168421052.63157895,989.7620141010866,987.9022692735836,988.3035326162534,990.9241424888124
178947368.42105263,990.3470800419924,988.779689358212,987.694795030471,989.5994456374084
189473684.21052632,988.6806434802402,988.6666139228853,988.9722953027635,990.599532875658
200000000.0,989.0194704563994,988.8587985321095,988.8169338891381,991.9247776207171
