steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48,trial_49,trial_50,trial_51,trial_52,trial_53,trial_54,trial_55,trial_56,trial_57,trial_58,trial_59,trial_60,trial_61,trial_62,trial_63,trial_64,trial_65,trial_66,trial_67,trial_68,trial_69,trial_70,trial_71,trial_72,trial_73,trial_74,trial_75,trial_76
0.0,0.4910794198513031,0.5355741381645203,0.6879797577857971,0.4889724552631378,0.6038745045661926,0.515265166759491,0.5743303298950195,0.6530609726905823,0.5915936231613159,0.582478404045105,0.5184729695320129,0.5472888946533203,0.5607303380966187,0.4504494369029999,0.34448856115341187,0.448650985956192,0.5352185368537903,0.5066615343093872,0.6116750836372375,0.4604068100452423,0.7015120387077332,0.4692924916744232,0.4639716148376465,0.7447352409362793,0.4937794506549835,0.5129551291465759,0.6019006371498108,0.6541261672973633,0.5510782599449158,0.5032485127449036,0.6597442626953125,0.48418164253234863,0.3765815496444702,0.4044952690601349,0.4341851770877838,0.8131552934646606,0.5488919019699097,0.4826708137989044,0.4876604676246643,0.356997013092041,0.5893341302871704,0.42653369903564453,0.609488844871521,0.9377920031547546,0.45631837844848633,0.4588511884212494,0.6168991327285767,0.49563273787498474,0.4879036843776703,0.5567611455917358,0.6533483266830444,0.6441360116004944,0.5153087973594666,0.4083876311779022,0.5317732095718384,0.5695227980613708,0.8037838935852051,0.8348228335380554,0.5082204341888428,0.6320428848266602,0.8127568960189819,0.5929802656173706,0.6749282479286194,0.7174189686775208,0.575912594795227,0.5047327280044556,0.8388293385505676,0.539371907711029,0.5572245121002197,0.6282605528831482,0.7033088207244873,0.5561643242835999,0.48500797152519226,0.42848527431488037,0.5476155877113342,0.5039241313934326,0.8465307950973511
10526315.789473685,0.5163175198158418,0.5560958927235736,0.7184216547707403,0.5454713697089728,0.6153772230256205,0.5273906182013375,0.5909049082728015,0.6632050034645532,0.6563817008689996,0.594059133959916,0.5377685531352743,0.6050078339743817,0.5836323275401094,0.470259028529233,0.417187933924697,0.46804190393809136,0.5551383709485018,0.5502837340197838,0.6250118756793515,0.49077447582836975,0.767081376705467,0.5157876857860341,0.5204236402822571,0.7840604025891845,0.5173562770407716,0.5545141283092812,0.6341303625591345,0.662868715955236,0.5683015582248132,0.5215847095636809,0.7485514463169289,0.5004170390529302,0.4509466369897566,0.421783358892126,0.45851067280684793,0.8409786627104202,0.5975670958182276,0.5017942784184305,0.5089296511476963,0.40710840587777675,0.6076254338487839,0.44584090560897177,0.6296649453466581,0.9948932013883632,0.4661100598481365,0.4987538095772134,0.7366177455004218,0.521239987965283,0.5020871636554647,0.5707510985312158,0.7014548500756014,0.6596764734784306,0.5329539800489095,0.44094000638333936,0.5553511664849562,0.5809143699684317,0.8509539280188659,0.8650540434895664,0.5409693200543647,0.6879015203031332,0.8333293908076371,0.609201632783854,0.7102130536140598,0.7371159689070417,0.594077498979842,0.5513839365774508,0.8747824971224543,0.5561814735452657,0.6159828741331081,0.7009744383131897,0.7297299778275321,0.5696690731438089,0.5456038257607789,0.4729058324850172,0.5617830418909698,0.6116293382900574,0.867681504763828
21052631.57894737,0.9570148324802223,0.9182750781039628,1.7768138516094498,1.9180784986329904,1.1087965480618855,0.7558847869384564,0.9039245081692676,0.8645109218087982,2.1710682292720382,0.8240002454348796,0.9135183062429548,2.0804585147425896,0.9794982338589913,0.8407297472539165,2.7901303165565174,0.827050065893907,0.9217136366766235,1.9728593114896364,0.8869969876317974,1.0310208980739632,2.0067911414007744,1.914593530080341,1.7559897916203164,1.5973996225740617,0.9697667074610977,2.5448178671070814,2.2314652858400037,0.8628111165726347,0.8901659893368595,0.869885819995069,2.5807358623570003,0.8337572780621582,2.9142193448912987,0.7894902189889113,0.9016005148729981,2.277083960972557,1.823853408379888,0.8555082961964651,0.8777088128124464,1.3853279227736586,0.9109196418146873,0.8173318000899247,1.7310924890410506,2.934644198190896,0.6817455758850821,1.3761027360037021,3.1809184228488014,0.9557432431183946,0.8059129906261026,0.8625176083354584,2.1284030974266015,0.959850456712992,0.8792746643941474,1.0255318548816703,0.9798507078610738,0.7979983796021796,2.0590678269025506,1.646615299120819,1.729106562729368,2.2617758875841747,1.8148045840446125,0.9012798440611697,1.8549481920686417,1.4434886680099435,0.9345927619645527,1.8985049288456752,1.884264396698346,0.8861837768827248,2.1563593386769186,2.188642034814061,1.7243264788056152,0.8191356010457057,2.7241429173048344,1.4978984216811173,0.8280334030819794,3.0704748075870785,2.280895148443286
31578947.368421055,1.1413025388238085,1.2942525457563088,6.24559735588812,6.740111373367507,4.927809089128127,1.1821563980455703,1.3063681028229301,1.274397680953847,5.231502191355152,1.2404873699992716,1.359330794382505,6.723728686955519,1.2427233274509473,1.2711112662315256,10.648145740571845,1.238533218899791,1.2762536966681115,7.965675451877912,1.2724678950230115,1.41019325610089,3.1136589115214663,7.798641244266855,4.0236529090713935,4.317991189455482,1.4910744728537928,12.562453024004201,9.954191088334623,1.3968872548280276,1.3374702519017412,1.2661167515004492,6.544245642507993,1.5635977222686095,12.165153260136389,1.4215017608350782,1.4609322128936761,9.896574370163155,6.421667014688534,1.2459161010076787,1.1712993927091335,4.271357493666636,1.081816358235407,1.2835473360379623,8.252780090754342,10.8370398379723,1.1205236705744361,3.593943909716786,6.8531724140602694,1.0846169105749657,1.4346367274440048,1.4187042059749624,7.578856253302515,1.3552380883872737,1.3918141553019125,1.429658646643719,1.2873684949037771,1.1758197677580364,5.475856978625544,4.737603807641928,6.763467031692276,7.289477314997382,7.017688295573069,1.1459466773678662,6.604700479985389,4.699161961261916,1.4887980536014038,6.489987758474574,5.872435664102808,1.3260029217655902,7.538963228958168,5.907450403829838,5.596315101533999,1.1372739320883396,11.551443114463972,5.571552756893867,1.115220626616861,8.433297354387445,9.89943529712036
42105263.15789474,1.3933453285161128,2.5595721445740343,9.243875943862129,15.455698447183313,13.510302758829829,3.01271793136884,2.048047067912249,2.315218514489356,6.845384734739497,2.0700813540144,1.8668684137796785,10.376372116187026,2.268089945724755,2.010569868677675,8.380694064763157,2.3231231220301316,2.0276618547998164,13.361518107829333,1.748042984135511,2.4260409103623926,6.59387532171956,13.193688953672007,7.433167306327075,13.98991360811522,1.7959505472941082,14.379337342378589,10.112138313563785,2.0096048518313596,2.3465557624779416,1.7158786159323483,14.148508219290887,2.772613563409741,12.177133815265016,1.8503012143673991,2.9308734585755505,9.069517347899748,12.168606483436852,1.9838719053614442,2.035643417014124,13.053595095460105,2.226269037742684,1.914721602949358,13.44881479083006,13.922366577822334,1.8840311556394083,6.756803876047031,11.1783007217566,1.743875225420288,2.099742479190241,1.9691716655817946,10.204694872531121,1.879566795806661,2.1598321384469106,2.3580430370789034,1.6916083789783998,2.0218230810705213,9.388546648515272,11.974588954877987,8.487323810049745,10.470198975819219,10.496548107249916,2.023024945884912,11.089811386855274,8.895041439893793,2.6834538604553346,10.507870907691462,12.351975695454515,1.960061647058555,14.198706377669138,15.374410235722888,7.158824774911345,2.1572304283064945,11.93999668405781,14.260268706632289,1.5563880910831207,7.463562398305332,7.168791722717832
52631578.94736842,2.0979725865697505,3.4367588188923595,18.92664624412139,21.94549781842018,20.63795999803908,4.964696090227932,2.993963274586858,3.129564155769661,18.450357667152407,3.3229824637734895,3.062359761570547,16.24331990330689,3.4343296463937962,2.979207785090643,22.028768073597153,4.4628012095329055,3.484525990467957,22.515933168014907,2.2138972386719087,3.876480606053066,18.326491180585485,15.232834972737878,20.808195670695145,21.26421126150049,2.514627221440303,18.70090786607838,21.185060318724517,2.2386047848277153,2.8771879764420816,2.681110570696763,21.423208312175323,3.391561082420468,19.531105547653215,3.1136423542565432,3.497572210027225,11.5962462816568,12.132678115118676,2.516245682856037,2.6584085773081982,16.457738325270693,3.072712282145814,2.996269452100532,21.248934735427934,22.424448132370483,3.6438031528477874,12.408632743334877,23.981414536380537,3.0424701297498333,2.870630727132132,3.0908719486301544,10.11133930566424,2.6449681875648086,3.056825346326316,4.074999552950201,2.1436661717377428,2.7450429690309086,21.696780356988725,19.60275101731596,17.594123256385036,20.114789676199823,20.68847184631344,3.429386584092721,19.558319509194497,15.995136574793019,2.7247964911584655,22.48858111277429,21.225468432788745,2.839266282874237,20.11935416706567,20.72574356858234,20.1972665483973,3.5748624921656393,20.60939185017426,16.876283299304298,2.2955815216095554,7.395820326607163,11.545971616865277
63157894.73684211,2.9001697495068917,4.499971937217913,24.567791707586714,19.867111487025156,22.473219941047702,3.3339016947178095,3.791785382420609,2.811280905503852,20.959099027671314,4.915893665280121,3.057647715787046,23.46531859849298,3.4687215902047988,3.646562303122329,20.610826975942025,5.072508626003488,4.489099065646777,21.88923038796127,2.555953375275384,3.2385926150660085,18.83830658995503,18.63453213386032,23.82224423205093,20.664439801364068,3.5535407989902463,13.49773829340048,24.42961047117152,2.381443114261146,2.848291433711699,3.5565506446967285,24.7857664899689,3.933995045606727,22.431047857344314,2.82144115663874,3.0632831561843505,25.767904238068496,20.24666152510617,2.3286979638615373,4.006309682632335,21.921707986877234,2.8168080532329975,3.1435537278146537,20.058728639562705,24.75591089185379,3.233563674900197,20.862431059036805,20.789176031890374,3.08323336360651,3.2790384948875375,5.081334449198623,12.984547306786082,3.0836988040362163,3.5115384777847924,3.1575006309747073,2.282536843341422,4.211203288973162,21.73127223276778,16.18691729632957,24.282266921294113,18.395696829725832,23.436997787072386,2.3299736548769814,16.86049372924187,12.921658060650174,3.1077244649125246,24.580053629317526,21.85715204028418,2.333372768025635,21.394466341429307,20.163999639699174,18.578595577437337,3.4124680033309636,22.13395571441407,20.954647718121258,3.487548872713682,19.62135614644622,13.744946758949045
73684210.5263158,4.237668030568298,5.193199707554405,24.112137375915438,10.427664523962315,19.35332950401969,3.599102942804468,5.150687247657907,3.5128435685577966,25.12320033309677,5.515196303519681,5.340051090655659,19.792957362473796,3.8088944010878985,4.278439056978967,16.905422900395774,4.202242658482581,5.408317520757853,21.37976823082591,3.5118740311639334,3.8293320736467296,23.78610896235048,23.387121705183567,21.715454053273035,25.913118348583332,2.7698513959357745,24.500586253934003,25.038002033756626,2.8551658532205564,3.300776558500583,3.2491339125271907,24.305772773978244,3.4497782557775785,21.12006484977695,3.02545001452732,3.495376399916873,24.07071838421628,22.763852572213043,3.659903711663209,3.7553581160659597,17.93706052034701,3.0283348019572798,4.277439514867746,23.651079864073495,25.817339036918124,3.9845506608069527,19.467317459753968,15.750599851070742,2.9741708438455223,3.9334508771034233,4.644284336173706,18.733996224561267,3.074351800730777,4.4120540758581965,2.997302618199557,2.990875763236868,3.5799239174291286,21.271219639613236,17.29706219627865,22.02666298687004,21.21451891252869,16.512049280457877,3.007515573400716,17.043511895898867,19.490750634263676,4.586271318576076,23.14794697102231,24.377795114184515,3.8867791617131817,25.248783720110303,20.1593025063069,15.346655968623107,2.7286700299996465,13.380066547896247,16.815523818958237,4.8186154063782,17.802899602423953,9.755829537967145
84210526.31578948,4.336899862245468,3.2561933966482526,20.44763803927852,14.804799601146723,22.794399869491517,3.710154544809766,6.0933422204468215,3.6264578477838114,23.735117757502024,4.508224230574397,5.851593338293629,22.92300515260723,6.315138660010127,6.501662380219415,21.824797180633468,6.29530564204395,4.538560930345403,23.10334471706043,5.0814642880700145,4.817242000726699,17.53472203113283,24.169801157679917,19.42498221370157,24.988709834597778,3.6211556712284154,23.876844642689022,22.716536298146536,2.6163422911688476,4.073541425333624,2.872347003039891,23.36124423451701,4.024005818379387,23.556585686606383,3.618390757900113,4.10588437104675,18.965882080785125,22.82851347013524,6.649062679218867,3.7730058917203024,15.228468317940955,4.216228735109487,5.1583459056356595,24.409413774588103,22.090197750034424,3.9893407239281986,23.730021400093374,21.103101574895785,4.615288020170958,3.978600392149054,4.071800759026053,18.178564119330733,3.910710104650862,5.543932328563071,3.7958905441000277,3.997905257134763,3.0472424831705744,23.95765699900253,19.787426162356322,23.62195923164941,23.046995986201427,16.355265414079142,3.631402554950184,16.909341946264874,20.8344572034569,6.174213487283427,19.254104035217676,22.203510151964476,4.614554314133699,22.241714130973552,18.67304889535805,18.353822234367897,2.967247045740816,17.148119839625515,17.53753273616289,3.4129670524809748,24.605699838982726,19.436198338907513
94736842.10526316,4.291948092058481,6.604737344129564,22.686571506871083,15.837002062303249,22.579112265940104,4.101019113571603,6.570963490636983,4.954243238242034,23.151985373925882,4.312342000082316,4.478448027588809,20.623500077611148,7.102087789883326,7.3763388282622,20.583805284357094,7.40795573072606,4.8302629106359465,20.61096591904883,5.241904390020002,5.321724151741002,18.242194005762876,22.95343912404206,19.74606065138906,23.18375798196137,6.917534401922789,18.589874956522063,22.923724162136914,4.723029459267468,3.9202794783582284,3.78021220286013,22.754595021126466,4.131070752824216,18.392914975485105,4.402468061926607,4.082784007365978,21.514541097692216,21.413012973004513,6.317481672117832,4.31332791484299,20.54053044824286,5.5741066613010135,3.945869796113511,21.99847510208858,21.63555633882448,5.905188302522386,26.282325001149708,24.504245088907822,5.224738684316472,4.286486104686055,5.5917063072617905,21.655080539378186,6.1693695778906905,5.3166327895080645,3.884249417660784,3.7710760659460814,4.355815151483827,22.440834037660313,20.975077600081622,23.327267025027247,20.128443329311246,19.91528747508875,3.487871193340554,14.878504428901605,20.798884329300922,6.156972742941323,24.74201056902449,22.9857839424514,5.981808417554109,18.840072674666455,18.167663905310373,23.005540307219093,6.21367783010086,26.25573336177214,17.339987861696848,2.5688814694900968,23.731039220823227,25.58353517366537
