steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48,trial_49,trial_50,trial_51,trial_52,trial_53,trial_54,trial_55,trial_56,trial_57,trial_58
0.0,6.7073750495910645,191.43922424316406,5.569443225860596,6.702444076538086,5.530986785888672,6.140721321105957,5.7813873291015625,5.9969377517700195,5.534999847412109,6.10794734954834,6.123469829559326,5.860415458679199,6.176629066467285,5.759397983551025,5.609292507171631,5.938729763031006,5.832910537719727,5.880240440368652,4.889890193939209,4.981476306915283,5.505969524383545,6.120944023132324,5.981485843658447,6.2335734367370605,6.316807270050049,5.437633991241455,5.662240505218506,7.128227233886719,5.355752468109131,6.101330757141113,5.721970558166504,5.89506721496582,6.1664886474609375,5.82180118560791,5.9620561599731445,5.840090751647949,6.0019402503967285,6.234440803527832,6.012454032897949,5.981014728546143,5.683842182159424,6.111255645751953,5.8735432624816895,5.518129348754883,5.556639194488525,6.596920967102051,6.954207897186279,5.114057540893555,5.4832634925842285,5.772510528564453,206.51388549804688,5.9351372718811035,5.810575008392334,30.292980194091797,5.8363752365112305,6.341888427734375,6.452628135681152,5.030661106109619,5.613663673400879
10526315.789473685,6.7073750495910645,191.43922424316406,5.569443225860596,6.702444076538086,5.530986785888672,6.140721321105957,5.7813873291015625,5.9969377517700195,5.534999847412109,6.10794734954834,6.123469829559326,5.860415458679199,6.176629066467285,5.759397983551025,5.609292507171631,5.938729763031006,5.832910537719727,5.880240440368652,4.889890193939209,4.981476306915283,5.505969524383545,6.120944023132324,5.981485843658447,6.2335734367370605,6.316807270050049,5.437633991241455,5.662240505218506,7.128227233886719,5.355752468109131,6.101330757141113,5.721970558166504,5.89506721496582,6.1664886474609375,5.82180118560791,5.9620561599731445,5.840090751647949,6.0019402503967285,6.234440803527832,6.012454032897949,5.981014728546143,5.683842182159424,6.111255645751953,5.8735432624816895,5.518129348754883,5.556639194488525,6.596920967102051,6.954207897186279,5.114057540893555,5.4832634925842285,5.772510528564453,206.51388549804688,5.9351372718811035,5.810575008392334,30.292980194091797,5.8363752365112305,6.341888427734375,6.452628135681152,5.030661106109619,5.613663673400879
21052631.57894737,6.7073750495910645,191.43922424316406,5.569443225860596,6.702444076538086,5.530986785888672,6.140721321105957,5.7813873291015625,5.9969377517700195,5.534999847412109,6.10794734954834,6.123469829559326,5.860415458679199,6.176629066467285,5.759397983551025,5.609292507171631,5.938729763031006,5.832910537719727,5.880240440368652,4.889890193939209,4.981476306915283,5.505969524383545,6.120944023132324,5.981485843658447,6.2335734367370605,6.316807270050049,5.437633991241455,5.662240505218506,7.128227233886719,5.355752468109131,6.101330757141113,5.721970558166504,5.89506721496582,6.1664886474609375,5.82180118560791,5.9620561599731445,5.840090751647949,6.0019402503967285,6.234440803527832,6.012454032897949,5.981014728546143,5.683842182159424,6.111255645751953,5.8735432624816895,5.518129348754883,5.556639194488525,6.596920967102051,6.954207897186279,5.114057540893555,5.4832634925842285,5.772510528564453,206.51388549804688,5.9351372718811035,5.810575008392334,30.292980194091797,5.8363752365112305,6.341888427734375,6.452628135681152,5.030661106109619,5.613663673400879
31578947.368421055,6.7073750495910645,191.43922424316406,5.569443225860596,6.702444076538086,5.530986785888672,6.140721321105957,5.7813873291015625,5.9969377517700195,5.534999847412109,6.10794734954834,6.123469829559326,5.860415458679199,6.176629066467285,5.759397983551025,5.609292507171631,5.938729763031006,5.832910537719727,5.880240440368652,4.889890193939209,4.981476306915283,5.505969524383545,6.120944023132324,5.981485843658447,6.2335734367370605,6.316807270050049,5.437633991241455,5.662240505218506,7.128227233886719,5.355752468109131,6.101330757141113,5.721970558166504,5.89506721496582,6.1664886474609375,5.82180118560791,5.9620561599731445,5.840090751647949,6.0019402503967285,6.234440803527832,6.012454032897949,5.981014728546143,5.683842182159424,6.111255645751953,5.8735432624816895,5.518129348754883,5.556639194488525,6.596920967102051,6.954207897186279,5.114057540893555,5.4832634925842285,5.772510528564453,206.51388549804688,5.9351372718811035,5.810575008392334,30.292980194091797,5.8363752365112305,6.341888427734375,6.452628135681152,5.030661106109619,5.613663673400879
42105263.15789474,6.680926861224691,198.89379921675223,5.524449955050284,6.758499008060338,5.465661327477152,6.071937969954132,5.690419766898435,6.184834868363375,5.604235652838047,6.1613464983156945,6.164307734792294,5.788117029368774,6.205534335158744,5.746165710365931,5.622910829246756,5.922137718090473,6.064441507411321,5.933787487120912,5.509480844382094,5.051616344938875,5.47306903632399,6.028177702384085,6.038256904253494,6.178908421816639,6.312218863498987,5.3497602953582,5.659925050057027,7.007204529957026,5.298081257657878,6.102862217792483,5.792082368494256,5.895919156027313,6.174896255851442,5.899750994299112,6.057142153814425,5.834260840202395,6.045651107784,6.201810533468485,6.0416430656390565,5.982823166703429,5.6649065084376184,6.107953654251312,5.870137526087432,5.540797080768535,5.558715254995827,6.594423897541192,6.90850209336021,5.07217802286891,5.49669070991396,5.717784083256152,215.2838364890738,5.918143360807181,5.769471724965245,33.48764956254419,5.857865760048692,6.38452601080523,6.474451524317729,5.098303750116079,5.643920194321516
52631578.94736842,6.557706075233867,233.62429095209262,5.314828558047779,7.019656128735395,5.161313285971501,5.751479779222755,5.266606447095028,7.0602381312000695,5.926801805389294,6.410130460045192,6.3545694915265605,5.451282265409699,6.340202535418768,5.684517211809953,5.6863579102614485,5.844836211066765,7.143132708162467,6.183260498160478,8.396122677181719,5.378395271909983,5.319787308970051,5.595984056538456,6.302750434439792,5.924226853030687,6.290841707005875,4.940361143905545,5.649137460337397,6.443365808968804,5.029393974339803,6.10999721632477,6.118729784043113,5.899888306797141,6.214066882581331,6.2629152519681295,6.500143040511745,5.807099574537357,6.24929780482735,6.049787738254369,6.177633308405327,5.991248589574354,5.5766861522096205,6.092569841099052,5.854270370667762,5.646404909806189,5.568387517002231,6.582790175423805,6.695561040696234,4.87706344426607,5.559247443483758,5.46281631336737,256.1425992612446,5.838969579579533,5.577973584505507,48.371454271905826,5.957989033709546,6.583172376520759,6.576125599817022,5.413447443344256,5.784883811093423
63157894.73684211,6.434485289243042,268.35478268743304,5.105207161045275,7.2808132494104525,4.856965244465851,5.431021588491379,4.842793127291621,7.935641394036764,6.249367957940542,6.658914421774689,6.544831248260828,5.114447501450622,6.474870735678791,5.6228687132539745,5.74980499127614,5.767534704043058,8.221823908913613,6.432733509200045,11.282764509981345,5.705174198881091,5.166505581616112,5.163790410692827,6.5672439646260905,5.669545284244735,6.269464550512763,4.530961992452888,5.638349870617767,5.879527087980582,4.7607066910217295,6.117132214857059,6.445377199591971,5.9038574575669704,6.253237509311221,6.626079509637146,6.943143927209064,5.779938308872318,6.452944501870702,5.897764943040252,6.313623551171598,5.99967401244528,5.4884657959816225,6.077186027946792,5.838403215248091,5.752012738843844,5.578059779008634,6.5711564533064175,6.482619988032258,4.681948865663229,5.621804177053557,5.207848543478589,297.0013620334154,5.759795798351885,5.386475444045769,63.25525898126747,6.058112307370401,6.781818742236288,6.677799675316315,5.728591136572434,5.925847427865331
73684210.5263158,6.311264503252218,303.08527442277347,4.89558576404277,7.54197037008551,4.5526172029601994,5.110563397760002,4.418979807488215,8.811044656873456,6.57193411049179,6.9076983835041865,6.735093004995095,4.7776127374915465,6.609538935938814,5.561220214697997,5.813252072290832,5.69023319701935,9.300515109664758,6.682206520239611,14.169406342780968,6.031953125852199,5.013223854262173,4.731596764847198,6.831737494812389,5.414863715458782,6.248087394019651,4.121562841000232,5.627562280898137,5.31568836699236,4.492019407703655,6.124267213389347,6.772024615140828,5.907826608336799,6.29240813604111,6.989243767306163,7.386144813906384,5.7527770432072804,6.656591198914052,5.745742147826135,6.449613793937869,6.008099435316205,5.4002454397536255,6.061802214794532,5.822536059828421,5.857620567881497,5.587732041015037,6.5595227311890305,6.269678935368282,4.486834287060389,5.684360910623355,4.952880773589807,337.8601248055862,5.680622017124237,5.194977303586031,78.13906369062909,6.158235581031255,6.980465107951816,6.779473750815608,6.043734829800611,6.066811044637237
84210526.31578948,5.8841403151908755,327.3809426382308,4.556041503058091,7.224515451421481,4.197468907442047,4.699255800985285,4.019670236639039,8.786666699907023,6.750553074034855,7.030424323273498,6.581035977608712,4.382465880825971,6.664259596152484,5.208112969651426,5.648289615198082,5.41895566880445,9.125156881887506,6.575377819894547,14.524935797236116,6.150579347347433,4.682066410136283,4.2685106637838635,6.618760874741285,4.881193268718456,5.891145662211109,3.754537949314047,5.321720482487428,4.752598977768974,4.159245845598589,5.850705734116136,6.490660602791838,5.557910679164923,6.321885685660874,6.740844747207677,10.632160656130939,5.413017542164649,6.351985659691508,5.307775389410844,6.09772002972389,5.808023254064601,5.05876519604924,5.846058919564034,5.872207611706366,5.9365596053244705,5.660582699077694,6.1325390136947755,5.858971860738332,4.189468503375009,5.410663788561603,4.548400551414793,356.88266539771803,5.331975376559808,4.828170111785975,97.7265166282819,5.870480544997993,6.60008632037737,6.765117395883348,5.848536842434288,5.833515133436542
94736842.10526316,5.052984158548628,337.80377409105654,4.043768045424911,6.137810304869125,3.7747829453718147,4.167166192169847,3.652937786875504,7.566052126132888,6.737797851733273,6.985559277153906,5.969215742506182,3.909794556030841,6.612692002374731,4.467518614219061,5.179662392605961,4.889791874212104,7.282571318535647,5.994854909880603,11.515414679849616,5.992471755447106,4.114427651485868,3.7643538165200305,5.770999637476738,3.9766140897819415,5.088079224239359,3.4438485756706396,4.623611496663408,4.190505806376662,3.741271179455456,5.203965311373359,5.400960611116587,4.737513391356986,6.3384765318093095,5.679387652257959,17.60471474283557,4.657666509227222,5.371671490176933,4.489653286998485,5.097196686385848,5.330749407397078,4.380582269181341,5.363942706437944,6.009011234983626,5.980043151666451,5.8174274538055455,5.153357870509161,5.18533980853677,3.7561623011296486,4.68992557940399,3.945147265124662,346.87449500187614,4.625071312435174,4.228293922927954,123.56735218765209,5.067051001973908,5.449908080254101,6.596501487082482,4.974852360824511,5.102650544765615
