steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6
0.0,2.0517919063568115,6.8152923583984375,7.833791732788086,12.221814155578613,2.168628692626953,8.06531810760498,19.445158004760742
10526315.789473685,2.7162536563038304,7.241335351045897,8.556509106530914,12.688123415580272,2.930713103160551,8.337043910194447,18.836353443501068
21052631.57894737,13.820443867940527,13.731940681460491,20.04308635486584,19.70077581765579,15.907790910277175,12.746961641117641,10.202906850209445
31578947.368421055,14.189372996637118,10.94629256643479,15.370450395466424,12.08632071459681,16.981502449609483,10.989333573517252,21.466123287387997
42105263.15789474,13.800973394570919,19.48809989948352,15.059172912420825,6.777714027901933,10.612343234956843,10.124321007373592,17.343628287501115
52631578.94736842,13.487996652144474,19.132249278911594,20.802351052761903,18.87265392116315,13.361762469626674,24.010052210906743,13.79362215846261
63157894.73684211,19.14926751779388,20.377597670305587,21.582742674642578,19.070956696557534,19.46264046469285,25.853312822456086,25.57236900921509
73684210.5263158,27.525891683015384,14.07941346713845,29.742252844393544,17.660901267963805,16.383503671438845,19.15099855761593,32.53148673814296
84210526.31578948,27.09054888095552,20.25995215071866,32.91651906642723,22.037151562498877,25.242365994611937,23.175554704633118,32.77367166658848
94736842.10526316,30.01006094316779,25.828390406645894,32.944790174255864,27.270827156220694,36.728852753122425,32.833654206736306,34.201406663526214
105263157.89473684,32.69831494844604,28.150661426072634,33.5272634639366,23.524846351955738,42.60791354529415,32.71888685125311,39.54185633563599
115789473.68421052,32.99670690280537,31.937162774421502,48.940786719538906,24.92167059467316,39.2475261124176,30.122571680055017,44.88929857437465
126315789.47368422,20.025904721500446,32.34167802540219,47.47313943765334,24.505144990175708,37.175988236829184,34.44149356065035,43.76381053629014
136842105.2631579,14.52736278762654,33.182851115350005,41.414419964936215,23.85588685131614,41.45445688003855,30.92321316092958,46.60180864582185
147368421.0526316,24.093630372982616,33.838692518874716,43.674437556446755,24.257877877245235,41.15430846979578,35.446235001169754,42.00886775728655
157894736.84210527,42.94655116066503,33.60095816415185,23.3300735850372,23.907484118065636,42.39288892306986,49.96571209590233,42.46039128201366
168421052.63157895,23.785744161817167,34.4426644954655,27.837336766422624,24.392141360985605,41.97104922011288,51.96182554712586,43.82737257556572
178947368.42105263,35.752477965258336,32.92759666019158,19.122785715293396,25.146305220469916,37.372004025417105,49.82901967525317,41.61740784541061
189473684.21052632,28.60344853797035,30.468562271198326,21.94558385893744,25.410595568449047,43.78966813674842,45.64738539884956,43.87079314829735
200000000.0,48.96201018577344,31.235044287223566,23.458715686084407,23.26087602522028,41.07449265098885,45.75744667649269,48.15307678203834
