steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27
0.0,2.943479299545288,1.5587083101272583,4.26546049118042,2.575118064880371,2.9940919876098633,2.6193385124206543,2.3497097492218018,2.248016357421875,2.3242688179016113,2.103109359741211,2.380176544189453,3.145294427871704,3.870305299758911,2.7017135620117188,3.0027859210968018,1.8066985607147217,2.6341445446014404,2.1597700119018555,2.9928197860717773,3.0019631385803223,2.658583879470825,2.036146879196167,1.7233949899673462,1.954784870147705,2.0958664417266846,2.0218048095703125,2.7401328086853027,2.4830336570739746
10526315.789473685,3.81507766607006,2.5422376899349888,4.916772961153435,3.6083193817292023,4.0597555872821705,3.242783595246735,3.2814227523213813,3.063022073745274,3.0168734859672592,2.979515181359038,3.377219967177742,3.638757906611003,4.51899385128694,3.663400552212326,3.6828185168999172,2.846925883544248,3.346387618121374,2.708286325442102,3.849347091073537,3.9247277863517183,3.5439449511126586,2.346221669421627,2.374031772990221,3.045766252527721,2.5041499281646504,2.9492733432882963,3.6274035082848806,3.345132714479264
21052631.57894737,19.088082897407197,19.599885258689483,16.965121151471816,21.43925442807686,22.426277727910275,14.568063827561746,19.59620206421267,17.679982514376043,15.997363870824143,18.727671036759904,20.67723169723665,13.202803696209044,16.485601947934384,20.554428458378915,16.314426894023644,20.872373783336617,16.173066954466403,13.681788578454066,19.03905389507474,19.884749722716055,19.369450504667128,9.539740067339114,14.751508926895353,21.721366421987724,10.797755548828528,19.219518630344865,19.373610243768823,18.58043395010677
31578947.368421055,26.533913984734806,26.381738268865735,27.381914746150418,27.658224136339,28.422065631571613,23.192186873550646,27.201631893024594,27.021058632086685,28.26056848181582,28.535130887289746,27.497248118356325,25.320700001152147,26.728586933041544,28.26734939029755,27.476930836587115,27.43618371293795,25.128185050448515,28.840985845490632,27.352866391442365,25.942746424304524,28.905960605404964,26.628104219636224,27.854964849144388,26.955731297551637,24.068272971432048,26.86403025297701,27.811912218000423,26.734558982671423
42105263.15789474,33.796064369979,33.33879876632109,32.13430721209568,33.32263093352978,33.65331370967577,30.05990168757716,33.547912571940394,32.65377004560176,32.879502627286556,32.02818759559677,33.92124744510882,33.01143810730892,32.38087773612001,32.41680105622868,32.21690094625768,32.31953689425028,32.16016653559875,32.55037379149255,32.152298520105035,32.47089104395659,33.59314437705889,32.569351025524234,32.83940068469318,32.76074948213437,32.09250459933545,32.50866429672842,32.00074028176284,32.482526054218866
52631578.94736842,34.49237849855398,34.58205971962816,32.44226254788524,32.66232007999912,34.734724475561,34.48177434351305,34.76237620305982,34.045896980529676,34.61208959130204,32.46991707122991,35.249972114117604,33.53542791694981,33.80737999402544,33.75374513496116,34.35337940711848,33.646835526621736,34.709982604438494,33.48515649349364,32.416187644799415,33.20470107088789,34.042459943019615,33.62196243563641,34.234043112968884,34.25852934941856,33.959748361507366,33.84785053419811,34.521089891410355,33.14623236703658
63157894.73684211,32.69703715647522,33.96731229947875,32.13342129941669,32.77307977096031,33.749504639356914,35.317798680091826,34.475401405709434,33.94226260099385,35.27417834018489,32.479957799388515,35.24102527670913,32.63681756969221,33.119552189520356,32.80722426992539,34.6022250114468,33.76363824922952,35.322616832139914,33.77092279677493,32.20199482312163,33.119387386846576,35.03106761017912,34.27594185428606,34.94407660763845,34.64985539081024,34.0455486492726,33.32562355325658,35.08412690113951,34.236984621145226
73684210.5263158,33.01339351628337,33.664658967869926,33.541692475656724,33.590299246280644,31.632616166267905,34.7919488877801,33.79361803366331,34.215006900172156,34.06315070721953,33.84567812561906,34.322293920034845,32.538862667399925,32.44595616730317,33.844147453605714,33.68943953435672,33.35053432233364,34.41769228017066,34.04418064808664,32.40832067657664,33.51346396778677,34.77305969371979,33.75993513333459,34.00514435673189,33.00548203391155,34.23314031374504,33.22529638682459,33.464484108090815,33.18109626155811
84210526.31578948,33.032480256296594,33.369321121733606,33.821570233294835,33.32338017505952,31.654791020744394,33.38839325630764,34.53182566578699,34.22416871777862,32.95681623813188,33.74580413350768,33.28024503753786,33.55729183207919,31.990378137564395,34.30678359540876,31.761448656588048,32.42515960096322,34.681815810233275,34.365234157798035,32.59325150621235,32.754754611866296,35.12116113057427,33.76009872415389,33.54033236721546,32.77575039232041,34.56188271927371,33.41382710301315,33.6766573373961,32.241221840939694
94736842.10526316,32.85230150255388,33.523150664555565,33.716037346127536,32.734005020069695,33.6031538869907,32.61815556282193,34.00218302987702,34.86934154700498,34.035587487850655,33.38782906627226,32.48643475343729,33.93491728008413,32.98882207376599,33.80606907914674,31.33276672460077,31.267374703412944,34.35770560531694,34.83041558540594,32.726901220905894,32.33909953980503,34.93935452474906,33.76341085002817,34.626027971619635,33.89459098142848,34.41546292386309,33.141147337730075,35.29601665903038,32.14339184865789
