steps,trial_0
0.0,925.1884765625
10526315.789473685,926.5036059931705
21052631.57894737,947.6371681234513
31578947.368421055,947.5193813672687
42105263.15789474,973.5955363984253
52631578.94736842,962.639836369459
63157894.73684211,955.2134184797715
73684210.5263158,971.2181253776656
84210526.31578948,977.7507242641291
94736842.10526316,976.4650463701286
105263157.89473684,978.3067961716586
115789473.68421052,980.1759835267001
126315789.47368422,973.6172861643445
136842105.2631579,977.9428721108264
147368421.0526316,982.5594868382589
157894736.84210527,981.8269691467285
168421052.63157895,963.732665635212
178947368.42105263,981.7490185581746
189473684.21052632,981.6259767157219
200000000.0,980.4513360073692
