steps,trial_0,trial_1,trial_2,trial_3
0.0,22.866764068603516,72.48356628417969,55.37257766723633,34.217384338378906
2631578.947368421,23.4767376309947,76.15756092573467,54.80191591538881,34.808013338791696
5263157.894736842,45.758630300823015,237.13999949003525,36.171296772203945,67.30276290993943
7894736.842105264,67.37513194586103,808.9609505502801,123.5708747913965,324.78061415019806
10526315.789473685,196.20232592130972,926.9146339014957,865.5871638247842,934.0544734754061
13157894.736842105,926.8539505004883,964.9001188780132,946.1336453086451,836.6871913106818
15789473.684210528,968.8219389664499,968.0319356416401,945.3417587280273,252.68951436093025
18421052.63157895,981.2626636906674,978.5794345454166,973.1630193810714,990.4961530785812
21052631.57894737,982.7759680497019,972.2676897550884,989.2094124241879,993.2680503443668
23684210.52631579,984.9207688381797,990.6067969673559,991.0802480798019,990.4213180541992
26315789.47368421,990.5652232923006,984.6687292801706,986.4739132931358,981.915607251619
28947368.42105263,988.040946157355,972.9376638312089,983.6128867299933,992.3610903087415
31578947.368421055,989.5130952533923,987.980787176835,988.9084962543689,995.1311456780685
34210526.315789476,987.8864772194311,986.4029109352514,984.9221490558825,996.7403616654245
36842105.2631579,991.4496198955335,991.3234499881142,983.1675864771793,995.9172459652549
39473684.21052632,991.6395827845523,990.1562730889572,989.4945469906455,990.6741458491275
42105263.15789474,993.2022689016242,992.8161942331415,991.5495091488486,986.5840213173315
44736842.10526316,993.1307748493396,994.2378307141756,989.3007269407574,988.690422258879
47368421.05263158,993.7190350984272,992.9969341880396,976.1410596747147,984.6107344376413
50000000.0,992.1123657226562,989.92578125,967.603271484375,976.9498901367188
