steps,trial_0,trial_1,trial_2
0.0,0.0,0.0,0.0
2564102.564102564,0.1412510016025641,0.24718925280448717,0.07062550080128205
5128205.128205128,0.42937449919871795,0.22812750400641021,0.25
7692307.692307692,0.5053147536057692,0.41312349759615385,0.33687650240384615
10256410.256410256,0.6737530048076923,0.4725060096153845,0.7337489983974359
12820512.82051282,0.9671912560096153,0.5437449919871795,0.6875
15384615.384615384,0.9375,0.9131234975961539,0.7987530048076923
17948717.948717948,0.8778107471955129,0.9943785056089743,0.8153107471955129
20512820.512820512,0.9700020032051282,0.9375,0.9049979967948718
23076923.076923076,0.9946852463942308,0.8803147536057692,0.8803147536057692
25641025.64102564,0.9375,0.9781275040064102,0.8156174879807694
28205128.205128204,0.9375,0.9375,0.7278207632211537
30769230.769230768,0.9375,0.9375,0.7774939903846154
33333333.333333332,0.8728027343750001,0.9784342447916667,0.9784342447916667
35897435.897435896,0.75,0.9943785056089743,0.9375
38461538.461538464,0.9375,0.9703087439903846,0.9703087439903846
41025641.025641024,0.875,0.867487980769231,0.9324919871794873
43589743.589743584,0.9128167568108972,0.8009502704326917,0.9259502704326917
46153846.15384615,0.9893704927884616,0.9893704927884616,0.8856295072115384
48717948.71794872,0.8915577423878205,0.8456154847756409,0.8456154847756409
51282051.28205128,0.875,0.8125,0.8125
53846153.84615384,0.875,0.8125,0.8125
56410256.41025641,0.875,0.8125,0.8125
58974358.974358976,0.875,0.8125,0.8125
61538461.538461536,0.875,0.8125,0.8125
64102564.1025641,0.875,0.8125,0.8125
66666666.666666664,0.875,0.8125,0.8125
69230769.23076923,0.875,0.8125,0.8125
71794871.79487179,0.875,0.8125,0.8125
74358974.35897435,0.875,0.8125,0.8125
76923076.92307693,0.875,0.8125,0.8125
79487179.48717949,0.875,0.8125,0.8125
82051282.05128205,0.875,0.8125,0.8125
84615384.61538461,0.875,0.8125,0.8125
87179487.17948717,0.875,0.8125,0.8125
89743589.74358974,0.875,0.8125,0.8125
92307692.3076923,0.875,0.8125,0.8125
94871794.87179486,0.875,0.8125,0.8125
97435897.43589744,0.875,0.8125,0.8125
100000000.0,0.875,0.8125,0.8125
