steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48,trial_49,trial_50,trial_51,trial_52,trial_53,trial_54,trial_55,trial_56,trial_57,trial_58,trial_59,trial_60,trial_61,trial_62,trial_63,trial_64,trial_65,trial_66,trial_67,trial_68,trial_69,trial_70,trial_71,trial_72,trial_73,trial_74,trial_75,trial_76,trial_77,trial_78,trial_79
0.0,0.7070448994636536,0.6658463478088379,0.7296827435493469,0.7031839489936829,0.6524581909179688,0.6808865070343018,0.670809268951416,0.6413469910621643,0.6655629873275757,0.6542763710021973,0.7701571583747864,0.7553707957267761,0.6315320730209351,0.7324448227882385,0.5938805341720581,0.6009870171546936,0.6571846604347229,0.6592867970466614,0.5955663919448853,0.6180256009101868,0.675836443901062,0.6685798168182373,0.7017845511436462,0.627513587474823,0.6665440797805786,0.6938635110855103,0.6593484878540039,0.674887478351593,0.6467419266700745,0.6970548629760742,0.7028962969779968,0.7241132259368896,0.6898913383483887,0.6658976674079895,0.6113576889038086,0.7116395831108093,0.6025789380073547,0.6282768845558167,0.7083577513694763,0.6730414628982544,0.693601131439209,0.6873822212219238,0.7159193158149719,0.6446847319602966,0.6696795225143433,0.6412928104400635,0.6894045472145081,0.6736084222793579,0.6222719550132751,0.7421399354934692,0.7061833739280701,0.6975181698799133,0.6931872367858887,0.7280395030975342,0.6959635615348816,0.6534520983695984,0.8183507323265076,0.6196691989898682,0.6330504417419434,0.5955364108085632,0.730077862739563,0.6678518652915955,0.7449711561203003,0.7664023637771606,0.6758450865745544,0.641635000705719,0.6138360500335693,0.6839264035224915,0.5840780138969421,0.666449785232544,0.6688967943191528,0.6799597144126892,0.6970848441123962,0.6950048804283142,0.6661245822906494,0.5817296504974365,0.63755202293396,0.6011410355567932,0.6722221970558167,0.7547222375869751
10526315.789473685,1.0274986369447292,0.8265293834819989,0.8831112850500965,1.02647876080014,0.6664320967908964,0.8444362085214572,0.694814335371992,0.6730532941469405,0.9911296926609725,0.8175505685556804,0.7792427823651477,0.8514758965854761,0.7760300873898078,0.9254894347890756,0.6113554111151721,0.6335415368133168,0.6694696260720344,0.6692892702520823,0.609421820581505,0.7993475671738601,0.9304305834497695,0.6779059474014644,0.9739528884325974,0.639234276335084,0.6775500320262209,0.7096255292820581,0.8872107763792754,0.6850364773622598,0.6595645433914502,0.8163527573531086,0.7183243550355043,1.0083755457888608,1.019475995267579,0.8843428930994885,0.6230624861661487,0.984261307485661,0.6188971722703956,0.887663557588728,0.7225346958951269,0.8179020301153151,0.7523251889806262,0.6970177411409405,0.9756970532911501,0.667568568751207,0.7729758350530103,0.6580180953773722,0.7241689858719812,0.6903234564262595,0.6388024445150726,1.077646264148208,0.7134241970001857,0.7975469542577943,0.9405832260220192,0.7771046055136429,0.8963248450213908,0.8083155680206925,0.9598420340623617,0.6359642143507999,0.8507273718753413,0.609937172707485,1.0591688256403122,0.8096814532501435,0.9867483535526744,0.7760709207803282,0.6988312893199162,0.6736623735521492,0.6282430137789787,1.0125511937322926,0.6074672656891922,0.7146079647677261,0.6840803373969093,0.6868795116599379,0.7949753737709501,0.7049523211180083,0.6819685966711958,0.6198020188813163,0.6547991450917275,0.6196355873158065,0.681512755740252,1.0747124183058117
21052631.57894737,6.438476361385921,3.69246286759153,3.7354507915407336,6.37856788612345,1.303978191626096,4.560725236950066,1.2839083474811808,1.6897778035060265,6.7896529583213985,4.316976363108935,1.2271673139816777,2.187513194287485,3.643622348737746,5.345488555662314,1.1378177744523466,1.3435646774443357,1.0519366889167836,1.094962522553582,1.2619757824470974,3.992223579544894,5.6712458158102805,1.1324131700862976,5.557114106757758,1.208263129391901,1.204104590031365,1.2276443528995653,5.168534597619295,1.2613136544285106,1.1274358215999798,3.5144818992408156,1.0601639266237437,5.715797306923324,7.19832480277794,5.60768402826784,0.7479004086463014,5.855306937862343,1.0571053070487026,5.480829623829666,1.2870019889034208,4.017265984825945,2.3057288386822883,1.1209758049324723,5.53024168030315,1.136949159544209,3.2860339929703164,1.2557473083473667,1.4768954066545483,1.2545281357229934,1.1631380160232114,6.491497970289368,0.8737503684940425,2.8916489742889775,4.882259473270398,2.2315851716102824,4.4682842132163305,3.7560275733339346,3.938835358667675,1.292324276674872,5.021493773019958,1.213320571052393,7.0191121431753825,3.034442190481401,5.858967654128402,1.2869684118019686,1.2670913393302226,1.6868900679609125,1.0778862090547212,7.218290469720134,1.3484384783413366,1.7439151536170239,1.15624442884803,1.1453480076985152,3.3692559396701034,1.2641997374168539,1.3347038118735635,1.7212615339827166,1.2374684974716312,1.0333647308626066,1.0795435113071303,6.7493810412342405
31578947.368421055,7.848333679135745,4.731397765137157,5.605313327173132,6.250590846477814,5.092369605271132,11.145189621912731,3.546757862175019,5.730232528841686,8.853683493405816,10.87828124958733,3.8561155120152057,0.17078958265572067,6.686037131677409,15.154205242909718,3.270750593209583,3.400345099766784,3.0644183364004123,3.8193062243769034,5.207444919598318,4.757966655000806,10.453627658499679,4.174853230455061,5.631779376981093,4.656368325664366,4.079602936560087,3.7181618687344615,9.39374587943628,5.054496546553247,3.168519154337423,8.147413353733665,2.4605698434215495,5.744944951592473,13.372261232312079,14.154063769409799,0.258390818540869,9.680980699258107,2.8313370739552264,8.341090275446815,4.2487118784918705,8.726631805337151,6.488721895160623,3.336863234396663,6.8432579757426435,2.295246576845203,9.037188666267706,4.058072408472919,3.2262859716811523,3.80649975978078,3.5751570436324407,5.123676818600724,1.0435118933631218,6.25070668073304,3.7874643416705074,7.644645647055514,5.780340738709334,5.728969231205011,7.880170452789662,4.6681253364325155,7.930225455453372,4.189181250459424,12.280381145203421,1.9651105662635617,13.253692720828377,4.200342648189226,3.5814397963482407,5.39288215417482,3.4497804565199113,14.540165222577567,4.376104875292289,3.3963747451493354,2.9595971839532123,5.275877497897427,11.776655672213524,4.635049062102539,5.290791953947407,5.315064219410925,3.347033313089218,2.7746924470469674,3.3646690713085623,8.907087193421471
42105263.15789474,10.69580434011476,2.5662093395831636,2.644840547045205,5.752888799167736,9.09181590158482,4.538611216484788,8.329514959084072,8.517245782884949,3.615066472873081,13.895404518961165,5.9741505441253295,0.3142487778938814,3.6412029450841845,13.161562122403929,4.292596083802591,8.393535119664554,5.872215727313197,8.293483638712864,10.267607690771614,1.4344975779924947,15.422117729926704,10.17407921603636,3.352386998838211,6.947459537458511,4.906145813846522,5.668460429313275,9.405865439688503,10.396404849153807,3.26666418896147,2.8511201150101346,8.017302044313867,6.73972423518092,18.292761615769024,15.736793113650544,0.44743671420306336,13.90949166133752,5.071471895006101,13.08515048476963,8.250955869616565,1.3883128189533391,4.166813122219511,6.638368984219978,3.650176161533825,4.894271936019949,5.4683251463959035,5.3724805577825805,6.906738281642137,6.42288391669784,6.355438395617453,4.602746544065279,0.3398353577307051,5.1290530717965215,4.088512019465169,8.13170883993146,2.518345635350138,1.27891730386996,2.5738895379712767,6.533796502715828,1.059224545210729,5.53095935550815,18.66676699008968,1.4963015839412361,13.601808581194243,5.143766159573544,9.031835188067562,8.823365868469109,7.757551452356528,23.339048052407865,7.354342728166989,3.8329790255591445,3.7069831692105435,14.20104178298172,14.138596151777415,6.193231823376878,12.014698012332095,5.763166104022858,4.819101713891877,9.103228232454397,5.380983080606588,4.925905660097938
52631578.94736842,6.215669439587654,2.495487026086302,0.5040929129651465,2.7374634016518047,13.550773398948117,1.4648419662621477,14.27137252021519,16.739792077936272,0.857765972491625,14.715274987971911,10.09634192560353,0.15495052017403976,2.362667820189526,0.3031628583808632,7.409521755628891,14.921401794651558,7.9618125598673855,14.206939539732797,18.118327821524932,0.24760287459438665,18.05536070913386,20.95438985617372,1.2939596443564096,10.4922406407295,5.908915571842621,6.7810620750878465,2.415494416583358,20.92865847658438,4.864766973734464,0.4114767742959829,16.368422070244673,6.429876735444256,23.40978764607945,19.599458183515353,0.11837563102940256,9.336249672118935,8.713328403799983,18.215865008140867,18.660541047899365,0.5649667302349072,1.4951539167007586,17.63376201974316,0.9547318959782976,10.202514397475735,0.7670015162507613,6.995751323362869,16.779241175486234,13.90006120288822,10.711938073244616,3.220592898527906,0.28072999084188244,1.0389420183788576,0.6028391736921715,2.0641208334599876,1.0700835847217458,1.2138773128149258,0.2378265279282895,10.118988629665298,0.5403694307559039,12.427631189909937,14.609266417462203,0.18296521751401484,3.369324524241301,7.878083337921328,15.630099272309,22.24055648718411,12.463546727180294,27.703565661070503,15.716407243510671,9.91477601188996,8.51751715536139,22.567274698915366,4.928564513416914,8.464638496177669,20.694097169527883,11.010208414792704,15.891583633611695,17.702458813820044,6.613936438021402,0.8660915643536264
63157894.73684211,2.3403049236746525,0.8883256034677587,0.4980382360958968,1.8310542308881483,19.145779166525426,0.19966041938278564,23.683366902193207,23.230051712243924,0.09921316046692938,7.421904761180372,17.831020349435452,0.07272611015328427,0.6023655569916015,0.09022198384856454,20.167578104914394,22.312822725758004,16.905368375011474,21.56620867653567,24.271393435514458,0.07497978146672728,17.524162898959794,27.694850451294904,0.5843918952201504,23.39025408230784,13.850081666896433,16.866721737742886,0.7567034019231457,28.54808420106934,13.029978130198504,0.1093432103339774,23.330854767608432,4.971587766214709,27.016064820517055,17.47129858233592,0.03913301501126115,8.259092448696546,20.882709243435446,17.892484647853923,27.08350561421953,0.19630095934452757,0.7736022555744309,24.359752595589764,0.46580935045099686,22.74410143322273,0.19264033660927096,15.083870053017861,27.00791909367135,23.068913374127114,18.994114824722928,1.393534218453559,0.2224868678566361,0.18461079074341052,0.2760764366419536,0.33385128260559827,1.4732423210044934,0.18487563833314236,0.2332954709598706,20.587577661525184,0.0928922366174573,25.420455230642474,8.999621266352108,0.23891024518533294,4.997430183949241,16.711794642530325,23.74316179673923,26.83788063512326,21.195976114927323,29.17852909788696,24.72817412800984,18.656814290504713,19.963891319249477,28.620522543375184,3.265117730895041,15.273532314344708,25.276296716451732,20.823190719002753,23.3245487170619,25.042976001643908,11.431297320490733,0.11117206585484359
73684210.5263158,0.29401889113193996,0.1141903525475908,0.17157041568787462,0.2066703056833555,26.34816747436873,0.15387567510605707,30.220664457265816,26.45407039795969,0.08087591591619131,2.7149305619851485,23.495058562224756,0.04033260348311724,0.0906058771864603,0.027378673796051658,24.201753702489377,28.80786589234345,23.48853481343207,24.871355430313344,30.341259545432482,0.04000818587193453,14.753167285478135,30.493664628307535,0.29349838331324557,26.18522586447504,24.01628578782928,25.297464217897765,0.25130284721784935,30.216899354753814,21.78260478044027,0.03965398664651548,29.164876318817903,2.919862513725807,31.165814361811055,20.0957973863558,0.02229413578625048,0.84319316567484,26.803049418518007,17.072942426528815,29.08569194991503,0.11280240367417907,0.0721592665994601,27.532004833561977,0.8835838158244728,27.73173911949501,0.07626180915259757,20.66972018768005,29.527732990186795,25.36298429257549,24.981467637963533,0.40898980545092445,0.15706045227606985,0.0853023405524509,0.09958175667770391,0.22982980322716637,0.05504484693501025,0.03788997246408756,0.12007531079705841,25.958937024666703,0.06131420990788477,28.971280462848966,3.186420396082243,0.27617278168536785,2.4946040805691068,23.772214504593464,28.18125077067691,30.680979618627237,29.201641032188473,32.18984252923372,29.47040785513199,25.583129290837043,25.045947615341014,31.27359005280479,1.8351955885316535,22.515687861931294,29.105651835170562,27.61845753213437,26.53297625054345,28.76258207224516,18.77932340690448,0.05398532237238498
84210526.31578948,0.09121794939236881,0.055304171106651666,0.060525707333765326,0.07051634022445544,28.554721586839644,0.15145238896406515,31.549780039699783,28.174086262892487,0.05201971947582802,0.495764157756901,24.951213879639752,0.029374485356187238,0.048968998133366116,0.029984927256332023,26.378037921650918,29.15388862450202,29.36160206452136,25.267877428856913,31.158263724431436,0.02607101671380917,8.110740207280148,31.379219407272473,0.05254870600418904,26.702390418323454,27.480577790506,28.51106211518317,0.3316133036384607,29.84238378138093,28.208867505068923,0.036853905958916806,29.010729996987987,0.7007702548434787,31.88310129564885,22.023812329587514,0.016384449737856598,0.04812984459358203,29.541127932492717,16.31471045631038,31.12640365256497,0.053250890962442204,0.05412392026065639,30.74279844174755,1.2673529219346695,28.636445704011706,0.0440257902028506,24.42417848324842,32.36927303296212,30.42115070070256,28.987657357120778,0.053151634573137346,0.05788270958337785,0.10009840453350581,0.022433096631193063,0.04654471804465263,0.026884904721230358,0.03907804611610465,0.06722812811970462,29.100175064562762,0.05260785303944128,30.1178325803904,0.21749605801471805,0.23027325831024734,0.9670441127707919,27.12496594680148,28.94158869800145,28.340381397476158,31.06439940350703,33.03812992737894,29.80035789653535,27.608722859513726,26.69162461995418,31.668127780063,0.8744428968298893,27.803924325884545,30.062916519527953,29.287380336476826,29.253483537037617,28.726784326363138,21.03833880223891,0.030311205753015925
94736842.10526316,0.0462684452802106,0.04322550610111779,0.038566928785381364,0.04332606916294207,26.918736898636965,0.04498191793179891,31.243813493286474,29.74285536224327,0.049421031735755225,0.07744893724538945,25.98949638437325,0.014353178937685358,0.04362209678599011,0.028698292147093116,28.357427043453313,29.907388787716627,31.34303850428797,27.329433772057666,30.702431593291525,0.018195887204330116,4.864213965289485,32.070587820721755,0.034065499129678566,28.827200254311894,28.65011933018193,27.75139579834246,0.6479115914817032,30.23983782380716,30.053553844784023,0.028000993845856394,29.208838817568036,0.23671483329221232,32.75287950835565,21.921772282849222,0.01452273900437914,0.042909884204302536,31.35541816975746,7.662519500324492,30.2640277171234,0.03598692783255846,0.03454690175916202,31.125118849933187,1.2560295514269653,28.97384953731026,0.033665133739564514,28.946298306983305,32.37745365959146,31.041384566590768,29.83349062149462,0.03800254918913353,0.03401677469348185,0.0695834680363609,0.014932353575703453,0.03666468219160585,0.022166916482117542,0.019489713477471082,0.040328463043798994,29.592995276261853,0.04096038000751633,29.4978576188809,0.07903107766506762,0.13845622414631775,0.11478804300534438,29.371983702874992,30.65985928929909,29.776899375826368,31.556004563485818,32.98049457175167,29.837576902381187,28.31723699645446,25.85648067884271,30.819976247795484,0.08637385689653053,30.424706933374964,32.0224704698626,30.15583967539763,30.041076000284537,29.163171151616815,24.660849469768046,0.02698832383551202
105263157.89473684,0.04504725620115658,0.03864250253843095,0.036865742538058056,0.033736462432442396,28.23880175879829,0.021426255723937852,31.458920889562435,33.26135315256931,0.05373712045104608,0.04419720279969665,29.329003294604803,0.007830647008949228,0.049095772425888376,0.02199428776849922,29.069620007179534,31.99292834179471,31.15691494201813,29.588154345152287,31.860300815140523,0.019056062866569683,4.021129141206958,30.350801340812545,0.02589691702270704,30.108162212023032,29.921071752451795,26.560371555862666,0.8922197028460533,30.674619921769462,30.90731228481452,0.022284032181371326,29.80731691471675,0.07375551457992507,32.768270884937195,17.788092870368438,0.018906641399681824,0.039297479348881344,30.24769004941028,3.651978472504414,30.74029404997124,0.028648999667644386,0.03136410611472874,31.28333775627935,0.7272136900706186,30.41936089531867,0.027615913567239265,28.516599745992725,31.069395544394396,30.717761738437364,30.889151696755533,0.040327233892304845,0.03503093209410181,0.033346412779278495,0.022521951586578298,0.02666415667400666,0.018033830599371685,0.00560083987473545,0.03450071831167933,28.828606691531363,0.03535052006745371,30.466698498390304,0.037634946254201024,0.0667688111866369,0.05187765334486859,31.619732558851098,31.777404131311044,30.756026764717625,32.20091828919555,30.296737244275302,30.789029506011932,30.034624198632226,25.641031599275955,31.2755868295285,0.0856294766314914,30.18003559970088,32.60114316621646,30.39600523776914,31.524246715318792,30.895706517936617,27.31147902564164,0.03880159088588285
115789473.68421052,0.0352635671410945,0.035691843801606934,0.03218349812951725,0.036222462605097594,29.57903966065135,0.014277502203467747,31.915048317431662,33.080093402890206,0.045084737655181464,0.029462140636307817,30.946347012274856,0.009345524668562644,0.05017355504266191,0.016441302223434817,29.905452581287626,30.373484751049666,30.27499400925438,28.16876287599432,32.261528763956186,0.025636617380857343,3.724655264588667,29.4168626248496,0.024970879362710013,30.126703155085114,29.317940562643585,25.979595708606606,0.6233224653142442,31.460430239443344,31.26544434280545,0.01809264364816559,29.296222620119966,0.040246869544107215,31.68913934866374,16.45381353983341,0.011839879066201953,0.03632487224698848,29.92079254373949,2.3930446208500467,30.428295723908164,0.01851850703854897,0.03504414316822348,31.060233408848333,0.332323341544539,30.59085081165806,0.02588693804222873,25.73766565243417,31.589463246919195,31.32132044829263,31.689787412733047,0.03963624751877357,0.03547874794789589,0.041730885161479936,0.030808126728979635,0.02350916012081929,0.018168539471090976,0.01265307033797935,0.03607548721572994,26.98122867709671,0.028879487745516578,31.63992662271201,0.03264715027838158,0.04359328110798354,0.04997397532332145,31.91420407709343,30.366599482749887,31.14478854386141,31.720485013117628,28.31477143663985,31.347834026141715,30.40437680799153,27.460335690486875,30.895406041784508,0.07163762361741147,28.387406257159203,31.31151068449495,31.032184827144043,32.56575867123489,29.692650745795664,27.00619629611599,0.044286232607710765
126315789.47368422,0.028670181975443746,0.04108178367083016,0.03290326668544856,0.03493444938653624,29.94741423176266,0.021909325561542067,28.22621259790873,32.24773265739227,0.03805933203373247,0.028239849841149127,30.90013681849532,0.00993339647465394,0.04508921179690345,0.009496143334331141,31.315209406213913,32.82724243154817,30.32081276421897,29.608194472944145,33.26138644855356,0.021369463668394775,2.3680879557531043,31.880425298209836,0.03610184729472385,31.01127792042461,30.799938045504025,29.021276895441844,0.19712659089930493,30.72080952971348,33.00083896334069,0.016065285933031307,29.732507211081376,0.03463825772342612,32.56750548643336,15.460062956752205,0.005857739417151507,0.03634676870849974,30.117768808889753,0.5534709738899612,29.662449836442015,0.011365956220054046,0.04295151270505163,31.975421273931243,0.09105983913629885,30.675044110999377,0.015409088865511594,28.503712133130378,32.88190380351778,32.15621708698798,31.724736314690013,0.041328184942108936,0.029726596899689206,0.039324909454267046,0.024441263899544895,0.02333676995859653,0.011200746471152625,0.02399910431937074,0.03772656915883838,28.051224802071207,0.03442214482753001,30.601647324158378,0.03350367206746198,0.04370993215924805,0.04841753943418404,30.745567643947876,30.838838605937703,32.50311954938639,31.010250824702247,27.873480914248322,32.278998378179246,31.57962976474511,29.77742643319999,31.802096234051476,0.04258951803257686,30.353967411180452,30.03950973115139,30.804129225477947,32.169583908491184,30.2406449622147,28.748614741618287,0.038004500321173834
136842105.2631579,0.022651148789472872,0.034273465281867185,0.029062342781060905,0.029002619422350617,31.552238871413092,0.01480706748850258,30.70311418935203,31.27666846594136,0.03621827180839298,0.042957858633266705,30.634390555275733,0.008527069601733472,0.04065748583352086,0.008688300647293564,34.08313135984367,31.092571371614184,32.86451838960629,32.74417667448975,31.07358846698379,0.020693757364716375,2.7118455207141747,31.503084574111444,0.02586169925155965,29.186929550821635,30.854973391828402,31.53162643151394,0.06359443708679763,33.204212119844115,31.78249992642789,0.007082052065293007,29.678618243511075,0.028399565530872316,34.50790626111949,18.387160709943018,0.0073519010126922675,0.030199162237635347,25.95306375783731,0.09372086381055812,29.79965677144331,0.019583851083227886,0.03925091847442994,31.86511955910731,0.03544415783753947,31.129771950311568,0.0067339314268188115,28.859945735953477,31.474319916533258,30.425541452439163,33.27987174962201,0.04115790740140263,0.032751128154851865,0.03847398789320351,0.01534854428499232,0.019282365075827992,0.005355494107871004,0.015481169819687522,0.053456611637756266,30.60075412928501,0.04054652416677409,31.42434885497321,0.02811669787253595,0.07945623822046118,0.046319898286463664,31.409212739312625,28.99685955081661,33.38675686993592,30.514474039871523,31.58781741899013,32.24377949436781,31.40802593517357,28.06503699112611,32.37770563360933,0.03924198815287649,30.42697612760676,32.14881512882327,28.708030202170608,33.02263043909605,30.71011353147905,28.38187590403446,0.0315113222201599
147368421.0526316,0.019379696731803578,0.040449997208114166,0.03415940456591437,0.014911986983604436,28.81931783703679,0.015926594615946706,32.2193031346121,33.32879416106935,0.04812281413784286,0.04463546859342966,31.73106933306707,0.011641137839430698,0.03566322487345548,0.004359648286713166,34.07632274669788,32.66918918781416,32.67059012834715,34.204889620791015,30.052444666046185,0.022894297217145396,1.7471107803659187,32.90775629574655,0.022650488363205646,28.73389203794858,30.2092151319056,32.361198959206526,0.047918931491108,29.957806947303112,31.374120169935793,0.011181147614469344,32.490568834380184,0.03058889694891813,35.0370509193751,15.105248590477238,0.002837482569057248,0.02514009675132533,27.28186604363065,0.058658898150404176,32.23448525539437,0.022020627678377366,0.028365132832689505,31.140460608614777,0.035551987624382296,31.009142013498867,0.011211917399750524,30.964464165043303,28.279314959158608,31.56094046691407,31.027698681356995,0.03383128917037971,0.036279505122274965,0.04497894753505756,0.020986162726406393,0.023473200477206864,0.003392131177100449,0.006423858385001804,0.0533610242419751,29.185412334211147,0.04554209602264919,31.86502853049342,0.016694275321627913,0.0773857224258511,0.0513965243254282,30.912955894024005,31.487976271194768,32.325375934417806,30.38679614746711,29.81084227501066,29.625284643126573,31.39564535394311,28.87925873036365,31.77767785761371,0.033216753137600086,31.1847307301872,33.237530436562864,29.57329780686843,33.17723003073164,30.411395187213646,28.50809027703474,0.023416415821358026
157894736.84210527,0.027518980119198726,0.051842437655567196,0.033171315478403074,0.01544241667817456,28.822080049937245,0.013273353744915867,30.121697058669003,30.964619871141217,0.05195026796305416,0.03425458288206389,30.058908393023497,0.011233887187324633,0.03508963185061241,0.0024929117927862217,32.507078978483285,31.085120719318326,29.5856394433775,33.23819021491587,30.669835515475093,0.016299410829827707,0.951565323247886,31.298406982624133,0.02435683246462595,29.490350990672273,29.158774388004662,31.99506402291729,0.051794616711810314,29.9275411305397,31.886779623266072,0.02416845284613505,32.46856843101227,0.028757224052322852,35.34086738078961,13.247850584776922,0.0015689467195978653,0.026616607618611815,27.124667882718082,0.04595143810079497,31.967974795327827,0.01661300370298472,0.03379214289675865,30.49644360898728,0.03496771351264142,32.36018080988234,0.011633613708400338,32.262164184787515,31.661710511913675,30.388444888810536,30.725654312726782,0.026811541419824867,0.034155154446664525,0.04609662117518559,0.01824637548933502,0.022424122139432318,0.0014464252261786581,0.013809563595248202,0.04119214394625303,27.964467705039105,0.03895853199726622,31.70522199806414,0.025937553942123617,0.04892308957954345,0.04038017691931387,30.242267907568745,29.858879093457414,26.120490572613935,26.876484467310007,21.223521443620484,28.40591153440032,32.35293599946677,31.275770052049797,32.48467984980803,0.03508467278883866,29.56883448643037,32.19342792603262,28.061389287789236,33.30093465145894,31.80951606070009,29.931639398048294,0.022073395377512517
168421052.63157895,0.020983008931534763,0.0536559143528043,0.036750493789964984,0.013520613652131573,30.139030657564174,0.010302083754307044,32.75180074201066,29.80997092679267,0.04056270513441697,0.0418681395469089,24.2544775308004,0.004746898950805266,0.036260096544762324,0.0017620289464727224,29.98789054716723,27.2245909157222,30.244588886271554,29.424651650758328,30.7730561742492,0.01999813780951065,0.2361476725429149,30.297696601238275,0.003824859718242743,26.32193814106595,32.591123047462794,32.75223720395664,0.04618552530544276,29.070741236952863,31.821061477436583,0.019575669442208666,33.49980896282064,0.024248114563885897,35.50945011549049,3.918813955018141,0.004142574967289097,0.025466698674060057,29.126920377118438,0.049439343585925555,30.008275053260068,0.0059644234710519006,0.03945593988646075,30.4768970881968,0.041348229498258046,30.907685940945907,0.010563672948756044,30.516244257586152,30.46795312189329,30.354484174307693,31.929061208405322,0.03256279467785644,0.03388820875934622,0.03776991608248858,0.023920432485800003,0.03102032424945906,0.0017967822433165872,0.006291764565636921,0.03998435638187752,30.643053523804014,0.03459613913121321,28.892607246161827,0.031262418352437676,0.04484078165455244,0.03711513913922796,31.55600292753645,32.912180098057455,30.196757916680998,29.637023683812814,5.089876495487465,29.430718990904474,30.166576006488455,32.22545126229112,32.01909473175157,0.03712070825779965,31.067794822259625,31.113214485533017,31.705845969287974,31.285429935128406,31.131407907712493,29.05262973929376,0.04347279467271678
178947368.42105263,0.02180660650473658,0.04695430484798005,0.03764439058549797,0.010083775081171586,30.251995123742237,0.010849549963074783,29.714636287143726,31.59908139347576,0.03516983842594746,0.03638422665908542,24.949685456927792,0.0021588974891761812,0.03311016867098117,0.008365479266009173,28.322856148513978,31.39084134648691,27.662022269256102,28.963238659833358,30.815312369636302,0.021046790421502096,0.0438474283365593,31.400254322422303,0.010907562873215404,29.68854100473865,30.397441755304335,31.298130033537745,0.037360789403616035,32.94220623923491,32.69897527087717,0.019099792955571085,33.59599957167277,0.02838363336857563,33.05458847048416,0.7960151279910455,0.008683788069157747,0.025498305907009362,22.799017241518747,0.040832725062964245,32.73501786488493,0.01234276066323627,0.039649104571619014,27.617295876104084,0.04421216378054889,32.855105137096466,0.009274233819989826,30.291517859283534,30.50340796920917,31.69066300754464,32.404104844323896,0.0321843839910521,0.03420411724078386,0.03692509672629332,0.008358619236202989,0.03350354592709722,0.0027056322680463463,0.020506764454929913,0.04741475419822189,29.320245468849702,0.056860189276633014,31.648126547010694,0.029610659211506057,0.04458711628627659,0.03765045983993251,32.219861312281765,31.61493159296543,27.918619411344796,29.011754303050957,2.553293085218487,31.772834388884895,33.46621326086243,30.923357411754676,31.842412007554664,0.03390316959554597,27.92532052176068,28.843769076458305,30.91310634082209,30.243524017736025,28.928187241442398,30.316493015973688,0.022657610105341213
189473684.21052632,0.02074227216425371,0.04064614163356778,0.05068892459099299,0.016218822526669636,29.416897123406056,0.013424210926794815,32.47567039612588,31.981286696924563,0.029914850715721617,0.02631928751080394,25.934590612473663,0.0008318655612335667,0.02949849096279186,0.005884146603038014,26.671962991253658,29.740417409554084,30.62738363883378,28.233575823151835,27.978692444469626,0.01219395769323828,0.03747399932127183,26.063335559756556,0.011948427312503621,29.757533320584372,29.18379942763215,30.327214308640304,0.04367978729956965,26.258885935599043,31.508969817279613,0.01699353697590583,32.377894004512775,0.02784561323302653,34.86084266225717,0.17638021578982122,0.005668498692806895,0.039207825439808296,29.105771606648727,0.05618213630601692,30.47561608622279,0.02659882195413221,0.04035532772082318,25.161795478087136,0.0454814417682423,31.45122671551445,0.00999437429095136,27.847657147402828,29.483293380701806,30.155948255242073,27.185636663752664,0.024872311822888415,0.05426408217343859,0.03375440542187482,0.0021658629218645753,0.022299992907691957,0.005478362970365363,0.014181469272176736,0.03651694783027003,28.85996701257752,0.041119434157372875,30.41098398127054,0.02867491424222255,0.04318756541134283,0.029144845221861924,30.29882115954301,28.989718176372907,29.831216933995155,31.279542938855133,1.5937410649957033,27.726190827116163,32.070716857910156,32.13747799158138,30.5864481532487,0.028245006385573753,33.313590366909295,31.592444769573756,31.795365483146625,33.76279185101431,31.15545262226066,25.707530421078452,0.017122318303575555
