steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9
0.0,923.9384765625,915.0458984375,949.779296875,939.8759765625,923.3212890625,907.732421875,956.458984375,944.10546875,963.7626953125,930.9140625
10526315.789473685,925.8326505597609,916.5481915513565,950.0530652920626,940.9132952835421,925.4964854538936,909.8543486027176,957.4883846325228,945.4666138672762,963.6537749087051,932.263246861191
21052631.57894737,957.3274700819951,943.5470096345093,953.8772620150918,958.0842031230557,962.751332893266,947.3628283365941,974.5644414959852,967.7586167354002,963.4576064239249,954.4290342515856
31578947.368421055,957.2442175397582,959.3097337104607,951.3593108766297,959.6121836738904,970.4917953470077,965.6189910592796,974.3648525961878,966.1033643659132,976.0793780884254,954.7073112234184
42105263.15789474,961.4492255023312,959.9023010592051,968.2922272193465,970.3727057501881,968.180464546436,966.9008611113741,975.4074026197608,971.49474632707,976.0670820220356,967.3522879265022
52631578.94736842,974.3363274022153,961.6283967422316,971.7138878513241,972.3455960730766,971.7089920730803,960.3858199344118,976.3310171481314,970.8894271665663,977.3352137087455,967.8107175193005
63157894.73684211,974.1284036821276,963.9060982310541,970.1593915088686,973.7679676468023,975.0107418916232,976.2248762505867,967.7017395463346,951.5290430285594,978.7192662574578,966.3043375781368
73684210.5263158,976.4410940550702,961.6381427548268,968.5754338816593,968.1589247975653,974.7693636357949,978.1705762355941,960.3403571490766,939.8767978398754,978.2294730638203,974.3466304847739
84210526.31578948,976.9289159378517,962.5879685251336,967.6754554051112,971.33391154704,973.2565361297692,977.7167103099031,973.460051243325,972.4149267983898,975.7985636745464,977.3708424237957
94736842.10526316,978.7306526110112,967.4534612930382,978.2258663494501,974.1570485159962,974.5696591934669,980.7095280010615,974.0075651681324,971.1668998897901,973.9069617871103,972.4432004865187
105263157.89473684,976.768519219269,968.6703237390915,980.7928046176308,974.4791825154482,976.4233749262844,977.0773456658022,973.9423331316158,973.4867663449528,973.338411024733,970.0587867779085
115789473.68421052,979.1206878862882,968.5520837075823,976.8047160019174,976.447286420912,975.9566312219298,977.2420065422798,976.2858999759536,972.7197196807227,967.3634273101088,974.4049447368717
126315789.47368422,979.9048650958201,970.3750229515857,960.8097641012345,976.7557115845403,976.6538796887173,974.09382097873,977.8099483479423,972.7112990297439,971.7462138442781,978.682472619984
136842105.2631579,979.2686213469572,973.9038822591469,974.3661011487163,972.7795096289087,974.610762720293,977.2838886345522,976.9923526388786,974.0882537292312,967.9620201052721,977.6025288177659
147368421.0526316,980.551284932694,976.3365225857975,977.4851222844005,974.1519049171595,970.9259746424709,977.1230673961692,979.8636617634105,971.4155099874058,978.2165017167617,970.1280582301174
157894736.84210527,980.8044434333442,975.4475057237366,975.7867411431183,978.3225833517693,976.7804634485218,978.6327229153746,980.0696920305078,972.9295234283912,979.7101616608469,977.913692379262
168421052.63157895,979.6791083000373,976.5706678480323,977.2134835620997,978.2231268209104,976.6482151274536,981.2803363324532,980.1487147365581,958.9415503842679,981.1636758312954,980.0361069021462
178947368.42105263,973.9097640230385,975.5388791118633,981.9319626155652,967.8133625521884,976.6540395097389,980.1825947695492,980.4248884708268,973.003073874603,979.7340315768594,976.9463750701861
189473684.21052632,975.7320815427152,966.5740670814408,972.1468545749907,979.7426551702611,977.5373643573962,951.0724411591929,977.8637896825733,976.2970425191018,981.021353946168,976.9980670421737
200000000.0,974.7007348913895,975.9586634886892,977.0517378857261,980.1371469497681,973.296598534835,967.5137791884573,981.1395430313913,976.1524903648778,981.7405426125778,977.2058548174406
