steps,trial_0,trial_1,trial_2,trial_3,trial_4
0.0,1.140625,0.0,0.0,1.1328125,0.671875
26315789.47368421,807.4140625,796.921875,0.0,0.296875,752.2109375
52631578.94736842,807.4140625,796.921875,0.0,0.296875,752.2109375
78947368.42105263,807.4140625,796.921875,0.0,0.296875,752.2109375
105263157.89473684,807.4140625,796.921875,0.0,0.296875,752.2109375
131578947.36842105,807.4140625,796.921875,0.0,0.296875,752.2109375
157894736.84210527,807.4140625,796.921875,0.0,0.296875,752.2109375
184210526.31578946,807.4140625,796.921875,0.0,0.296875,752.2109375
210526315.78947368,807.4140625,796.921875,0.0,0.296875,752.2109375
236842105.2631579,807.4140625,796.921875,0.0,0.296875,752.2109375
263157894.7368421,807.4140625,796.921875,0.0,0.296875,752.2109375
289473684.2105263,807.4140625,796.921875,0.0,0.296875,752.2109375
315789473.68421054,807.4140625,796.921875,0.0,0.296875,752.2109375
342105263.15789473,807.4140625,796.921875,0.0,0.296875,752.2109375
368421052.6315789,807.4140625,796.921875,0.0,0.296875,752.2109375
394736842.1052632,807.4140625,796.921875,0.0,0.296875,752.2109375
421052631.57894737,807.4140625,796.921875,0.0,0.296875,752.2109375
447368421.05263156,807.4140625,796.921875,0.0,0.296875,752.2109375
473684210.5263158,807.4140625,796.921875,0.0,0.296875,752.2109375
500000000.0,807.4140625,796.921875,0.0,0.296875,752.2109375
