steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16
0.0,23.2958984375,0.943359375,17.8818359375,1.13671875,5.595703125,1.40625,0.283203125,1.19140625,99.736328125,14.5078125,66.1201171875,164.4658203125,1.2197265625,46.875,4.416015625,44.9052734375,3.37109375
2631578.947368421,35.881382532727365,15.420636391045322,17.36259515133591,6.7934918918768155,8.588107101144555,1.4636173301126159,0.337691013832832,4.5971207975350605,96.57077005497307,20.747617127162272,83.52622897605157,169.42178174597404,1.206769076740973,47.861319386067485,4.247568310132648,50.97541252463809,3.543527983562438
5263157.894736842,258.5400410596684,264.0914733284398,44.901798866462194,95.1980297479603,58.25606718089772,2.378542554015268,4.10475478872368,58.401708914632614,52.87963600370033,131.29020414590175,349.421370001711,228.82056232040276,8.580089178111749,64.59236091656038,8.332050059310621,155.90385926265137,6.470916425752508
7894736.842105264,339.9098489925141,316.8300136159331,331.05803059871175,51.11539578371762,82.92207264834167,2.3601947134551584,23.092162108487365,42.52278696731188,109.7173786955857,188.35033331155117,231.44209551348922,50.12184596391926,67.92911428097543,64.27652809692552,62.84732547559236,166.367340986088,47.65654016795918
10526315.789473685,190.4474801462443,281.11599814924836,357.23823694244976,56.786178430361765,228.54903568257257,3.8944646143186787,9.980777571406062,70.94932769606318,103.38359584438507,211.8772638167701,541.4707183203869,62.41440507249489,52.91129392798257,54.1758710274736,65.28760556038728,91.62057585993634,254.69306256830527
13157894.736842105,163.83048543903635,348.21615428871723,352.01457487513153,68.56136729908782,296.8738106915165,4.340534561558774,98.23955852899523,66.36812622989643,279.6899558698702,227.90598331990336,468.7961147260798,73.81139814424382,19.12378512459118,65.05932802110497,59.512709580630144,152.89409094570087,291.380976143306
15789473.684210528,415.9984445809657,464.1601824773646,301.8861747382421,112.63666025093065,291.9043957823862,29.015273207772843,273.60532340052384,76.74505316715822,370.13236045309077,246.86275441494675,419.21020565931155,58.79095438907021,63.33648157516014,58.89449857674807,58.52337520208386,101.50971436434507,306.5032323694625
18421052.63157895,356.08290289247464,434.23363266361054,426.5426598176402,228.10719087711664,294.44481429895205,73.09641390031724,346.7311329326472,68.23380238329605,421.3834645094301,256.0371317771003,380.15711805761026,60.82343400812545,63.249985126907475,61.87724211209369,69.13188390916734,116.46996333526442,227.909458696677
21052631.57894737,379.065421889033,427.09581803086724,473.6192580880881,255.0433383423866,185.30089313369703,59.88970264635588,503.2521451279067,63.53181939376028,160.384211553431,230.7393777694068,330.4075155284596,58.82444684987583,64.54349986998328,60.91071027930093,88.07263147665854,156.33971265544523,183.8959264781667
23684210.52631579,407.48049635900355,461.50335589009967,475.04727179455955,229.32474220888767,103.35271645913164,55.91713347923723,436.24935557769606,67.53245250141852,269.6568792850357,156.66153505700447,310.3615067500487,62.82859328050693,39.06932192562029,62.89864801369876,94.33100701170945,245.34626516675024,238.34049962960452
26315789.47368421,342.9235120387619,443.63422466182976,484.20872397171826,268.869379207368,102.83918731562649,59.99573741923409,414.0774706209135,71.75749595937967,418.70056594573884,168.98143585500955,384.03254278082596,69.7345398403601,45.557987509011554,105.25970341162008,71.88729753256504,281.8683481454189,246.39182628092672
28947368.42105263,323.405019355943,419.0001245165796,479.1711047560885,292.3200535206253,61.81078274164174,62.76736058686909,452.24946520533257,31.128934683231783,417.4172556393695,225.2691560518048,365.9789701974293,70.344390081897,59.211948849157615,79.10531581603922,59.85733985108352,285.8021808423494,269.79222165580603
31578947.368421055,353.7781373549697,412.48630959043214,482.30016175795794,279.1983723627233,238.25541158660326,66.17688823076497,431.3613250288606,43.135326892715476,360.82130575840495,246.9243009466874,245.08570855476177,51.89768685000091,56.619978209942005,59.47708591661957,234.75200996504626,276.93708877352134,294.93705415593627
34210526.315789476,423.68412876393336,427.20208179917694,460.6245263461591,262.1937331413628,191.2492499840225,57.605815340607435,449.6390728805204,56.852103080115484,395.0859092596165,210.00382409135386,360.10084293027353,71.1978654227429,65.46042690646946,119.8518812517711,291.7412816309202,255.74612196132415,357.5725339509114
36842105.2631579,401.31318471174154,430.4895326080745,490.10943315564106,263.0447801394476,235.37939031500576,219.1788662833852,468.87854987696596,66.09270493673817,429.5045403403919,92.96462716818506,254.82948388815572,70.35068133134921,59.454591111793405,63.09656494013814,308.6301647302517,281.0345517261537,357.99328574183244
39473684.21052632,423.9199078023599,454.45035726806134,494.0502060734334,255.74221183058296,304.4713279428245,314.86547509719134,457.668175269362,67.10736248565843,366.2615315445242,57.77183998984973,299.14971034348514,45.779731824457464,78.58902695040295,117.23996897615561,280.1100833766018,291.58028258114973,389.2155201349232
42105263.15789474,387.6464742729208,436.6538314185314,468.2910423384479,265.6104339430537,256.28893852762235,324.83588872259674,410.0364965296188,79.36561567565411,420.3847636383987,68.56485454527626,367.74851875622187,43.1563281114742,68.48796914224809,209.56416971729737,312.97976570446406,284.3780673124784,365.5525511004588
44736842.10526316,366.03744243716926,426.9935215133709,563.1838186057981,271.1366920603279,77.38639295530447,406.9698482761753,451.97034438230986,60.95625066360938,345.04517067832626,63.34270239272606,385.80087645628447,70.78752573705447,53.78216919146085,265.43724500703684,309.37138417420954,256.57122552559974,415.95725565405763
47368421.05263158,405.09442114896063,271.58094216449774,458.15375651943384,270.8811662943409,72.38963641222163,311.95654478627887,466.319419728752,395.32921032892364,375.19621668363874,58.748074872341846,498.3654878621617,60.97225715975352,54.31597447593457,270.24850423712473,265.2489797639714,275.87011324599837,70.9031286794393
50000000.0,396.33444419660066,430.1957282518086,477.48870568526416,244.09982741506477,63.386339589169154,331.483555241635,462.6612893154747,37.42578431179649,384.2088457910638,81.56178148169266,462.7651413867348,63.80181016420063,58.57844488244308,83.42695969029477,122.47593111740915,239.38028802369772,65.44529739179109
