steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13
0.0,0.080078125,0.0439453125,0.0712890625,0.03515625,0.1318359375,0.0771484375,0.0517578125,0.0830078125,0.1201171875,0.013671875,0.0888671875,0.0234375,0.056640625,0.060546875
10526315.789473685,0.1017293084691436,0.05778878019126829,0.08851033630793775,0.039143168695085266,0.1390899145702246,0.10406013869182557,0.06609964502815395,0.11207909465166342,0.13872280807706458,0.031446887515588495,0.10271065519126829,0.040437278324877465,0.07319741235875687,0.07898637396476937
21052631.57894737,0.4425332077322244,0.2945093065087485,0.3483097942912347,0.1087911822459044,0.23905579733386262,0.524513868083584,0.3065702116060125,0.5698989012234759,0.41468562181636565,0.33036012200437426,0.30509938163440314,0.3349814481021955,0.3519552447459044,0.3632603959693803
31578947.368421055,0.27789201762867766,0.32180178000325965,0.1438014778073805,0.1507132997803411,0.07100193784507687,0.30604142429425774,0.33025962956394184,0.3414184829204696,0.14254257487458205,0.3398533184442493,0.08558508960163824,0.43107697441967574,0.35068574308358397,0.17022335232129715
42105263.15789474,0.1990269901349604,0.17651511955789578,0.16118305872021618,0.21256795021965894,0.041901606932241174,0.2540463899311266,0.3988309316027528,0.17549822271035317,0.08830319349125151,0.2519326143978045,0.07688660766939708,0.3914586751414798,0.21334352783879415,0.095018814805472
52631578.94736842,0.13902394196993756,0.05973130646174634,0.18265342448226632,0.18173702007515607,0.04962865401503122,0.1624313629234927,0.4989031213142205,0.06659288221449072,0.0575464306775883,0.22326570600683998,0.062414203654365855,0.16989623674725562,0.2015646197459044,0.13788194471449072
63157894.73684211,0.11888905047049483,0.06569186075902714,0.27334726286066535,0.26214226064919766,0.06816830199180879,0.12783842007539276,0.5816097999213475,0.11196287583116021,0.032830547427866924,0.23966012569015374,0.04957328014426615,0.17733309209511888,0.18371372275735529,0.1570047235885155
73684210.5263158,0.12868988216748858,0.09896027150246577,0.28155660497184604,0.29536965018824524,0.08338039007213308,0.08052590018824526,0.6687289446674886,0.13578730606966732,0.046538315981709086,0.2123317586418004,0.055880430332511416,0.23498820994369207,0.13164964871393348,0.10046903182264837
84210526.31578948,0.16204990376395864,0.08917857669397072,0.24691888698250303,0.25760022953276485,0.09178696312732644,0.07287986522896468,0.46464580842332487,0.11233442311802068,0.06314397584698536,0.19551348488086479,0.0455559389743118,0.23216141888309386,0.13608468602568818,0.047760981932241174
94736842.10526316,0.17882612603523063,0.06798201320574224,0.20303851679751747,0.2041562495139167,0.08768895326228683,0.1095421518975678,0.41969186513377693,0.08077234706720157,0.054788335868856584,0.1945981107590271,0.042072856195085266,0.300187863801655,0.13109556657785854,0.05231667885819961
105263157.89473684,0.1644552447459044,0.05053890048632001,0.161384043601081,0.1891311370765073,0.09861333218307707,0.21316477070224582,0.6393370483060292,0.051324389978128784,0.05624788025409561,0.18543544040162147,0.0669405083907278,0.2519107300819122,0.11138828309288976,0.04957293671584195
115789473.68421052,0.19805692899920602,0.02893933695108937,0.10105250614831984,0.1769133353827733,0.10633934898059455,0.240535508892873,0.6635593509409896,0.03784427484316839,0.05797472554891063,0.15798128608851553,0.07508934898059455,0.229191053607127,0.12191478961722671,0.03883074921584195
126315789.47368422,0.21480341565245736,0.04962421322133076,0.20219289298863313,0.1669921875,0.12747747151805428,0.30071324060498195,0.6885678299246072,0.045083212390170546,0.05921790210163824,0.1546896197459044,0.07429941869508527,0.37899103983617577,0.18698831278201294,0.04844597898361758
136842105.2631579,0.25489922573691925,0.06990505915929737,0.3039840529169733,0.1417970763018917,0.09933625958302669,0.29588202426308075,0.7011216287797838,0.03875008052075667,0.12050173751535186,0.23255519391427087,0.14527846571481137,0.41981044040162147,0.24960350131724354,0.08924079535740569
147368421.0526316,0.25712750294862363,0.10192585255630793,0.35712108453555125,0.13746390514426615,0.1128693683655969,0.27892429742786695,0.7021484375,0.036706718381422046,0.11854586508795822,0.20627446584093928,0.1606190647114677,0.3694714945108936,0.39758606168371835,0.10233773419071103
157894736.84210527,0.33779766420908586,0.1866215497172771,0.443603441655801,0.04730498823762924,0.1234396197459044,0.2725060560696673,0.710454518114761,0.032125726631143416,0.15466569863528098,0.2272683510819961,0.14408278795490634,0.25041938950810727,0.3238075314466312,0.12662669628280684
168421052.63157895,0.3676007553480999,0.3011972527754935,0.6572631666865046,0.2837548506887337,0.09035612407483551,0.29806383296723515,0.7305196830770646,0.05605749410275278,0.1771710678480999,0.1873273770234591,0.16995298433171746,0.20043594487155902,0.21077341518243592,0.08390233259121796
178947368.42105263,0.3277209696677253,0.2023261643512757,0.6927960678480999,0.3142770915150312,0.12550965042325601,0.32054972186313113,0.7258323843789563,0.0736554428480999,0.2220133044382872,0.28899039323970555,0.1624966486669313,0.1822039321519001,0.1108017179114006,0.07627749509098126
189473684.21052632,0.2055535990115348,0.2078953476163489,0.6989278714082248,0.2518352128131898,0.1999447682557674,0.23979069717703103,0.7287979654327984,0.05762027835581773,0.2687331012081241,0.2086500712048644,0.16045875760656975,0.18107903499022085,0.07136973119508527,0.07737881457046128
200000000.0,0.2744140625,0.15625,0.7314453125,0.3388671875,0.234375,0.21875,0.7421875,0.150390625,0.1845703125,0.146484375,0.1748046875,0.2470703125,0.0751953125,0.0419921875
