steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15
0.0,326.025390625,393.47265625,356.6142578125,412.88671875,344.099609375,322.4140625,350.0537109375,393.3759765625,385.86328125,339.333984375,323.29296875,325.953125,423.6591796875,339.744140625,410.0810546875,323.9873046875
10526315.789473685,331.9323982888642,394.3230327833392,366.25994310880964,414.5957778972932,358.9875390166391,330.21269696306985,349.30804639377754,395.7115910575,390.95878483780206,343.21574808950237,327.799681969957,337.8789955466738,426.8235195323701,343.4998180357703,405.0812925222508,331.0466979758561
21052631.57894737,436.8142719321634,415.7266938217459,548.7460427112527,446.17634503266817,617.7716986532026,472.49361543311966,350.98279144096904,446.8056929052041,498.0437828867059,408.3535939847994,406.6045542899261,536.4652122539827,481.103245838197,432.4421314545946,339.12154342989515,457.9692344084341
31578947.368421055,488.37411433772036,516.7365002169835,705.4906473608888,465.6795390675933,707.1748101955636,585.8700678738201,484.7072487802057,536.3531834848039,679.1378566181891,426.02074600124627,448.47373167761805,555.9081278903993,489.498258136316,651.3871444110395,483.5099933788057,555.6432447803318
42105263.15789474,509.17377120041783,745.3609564192077,653.7230545741369,470.51211733831263,732.1177004024263,692.4327306773854,607.1255770125878,522.8462689048365,708.3405904901986,510.4001013208955,513.3422446422629,645.3387238985944,459.5460219343613,695.5911486512076,561.1267480718132,680.3449023767191
52631578.94736842,596.8522916883643,783.8052306373364,724.7372373596783,596.0735568471893,804.9621168173582,809.6905868377052,625.4729199713287,581.1841505689964,714.7507788084881,626.1596108883041,530.141321018462,661.3765782675915,446.5997153121018,637.7687411374333,677.7364206208416,726.7882895113029
63157894.73684211,647.0095588810887,798.2980609111839,716.231581114666,637.4600687845922,871.7094728464565,797.9765151121609,636.3741403458191,603.20815346842,744.7229086223401,693.9491454148225,532.2286649529624,712.3983368332036,528.7548874672761,673.9087885859271,680.4733527017102,719.8041255084431
73684210.5263158,677.1337983958279,775.3650643858552,780.5665378729062,643.5015306816207,832.8573349057142,726.6445613369717,702.90341461002,644.317098168455,713.6235162941042,636.6175978124307,611.6712261236936,758.0324021785873,633.6573810683063,777.7733255766766,665.6101921033992,681.4037500973224
84210526.31578948,639.9807878953928,755.663599833227,759.8499804045024,727.9066455027404,839.1019990239447,738.029768418077,764.8796552621096,667.1798678369073,709.02618433564,711.3373016188349,686.9383675953028,766.2999421011378,678.0193293352206,780.0517276330668,698.8292697050565,704.7224294181676
94736842.10526316,628.1171238706382,742.7203823681353,738.7782523321644,737.1752751448148,843.7961785509316,802.8162281665116,811.2321925070808,728.1265687466989,719.9967679264142,764.1938183142538,714.7062284464321,792.6044471085567,686.2707739034848,739.0415927089152,659.2513617861634,648.6808971658638
105263157.89473684,758.9593037528674,665.9236177143298,790.6302150345905,729.3451821916321,820.1894864111396,820.4257417451641,791.1300391147012,704.9206322434867,763.7657025884063,832.218539869356,757.6466709623046,716.0530998937971,765.3896570707623,738.2865239880422,785.9603629231123,702.1095808562809
115789473.68421052,757.05769634511,767.4751161406244,814.7874884512946,736.7034318559388,855.5681241793645,809.0881099198994,790.203247979077,708.68699818767,795.0407147526411,815.6888747624744,778.1746357365658,783.9448362968635,763.203085812175,789.3046161699162,772.8099663171743,766.7453934835926
126315789.47368422,817.9879563033087,820.5674972851191,844.727310561077,717.311623052877,803.9836398729656,710.1444507715113,771.4228057755657,815.1408981682522,805.2487619563814,838.9071880985166,759.0340696741669,768.8869523764315,756.5300380463746,816.9444627312743,689.2677363451168,779.2823233987486
136842105.2631579,820.8356741273832,821.776968517462,842.8109045874048,820.0333052104202,800.2340208169827,759.7464286191313,785.6125160386358,754.4556727713164,825.3832383882307,766.3846292099463,720.1900841403866,783.083756637045,806.7586162228994,851.4289693356882,780.3263818365716,726.0842337383788
147368421.0526316,790.6477224397527,785.2246645982906,800.1055774847225,814.5248129149883,836.2733973822766,851.8114370467591,814.195010737369,762.268365722614,737.2141600368425,798.9141888341086,790.2544676498034,831.2136914895182,828.1667853696194,699.6218157792024,822.845707758642,769.868527061061
157894736.84210527,824.3343331476989,819.4937961028884,796.1282762516898,710.304373511317,808.1543360522579,807.6659294984347,805.5915285834315,690.8438719857762,740.4731416755105,751.430362820295,754.4255628480145,793.6974759749098,790.2378903174995,762.2363014221193,738.4257423580518,855.1654103535365
168421052.63157895,782.9253860854045,824.087219872303,832.8689391751699,763.4568933291449,837.3113533928785,837.4389245622376,802.0637211258062,722.0397259825816,749.3105232048563,765.3624472578476,788.8506561871051,710.0841794423449,718.3881514699835,726.4024443058426,874.6793513416915,821.2241246020034
178947368.42105263,809.838439574202,809.0752488186484,836.9464490975039,749.4568452095391,806.534112309485,765.6386614928946,789.6794111801316,748.4381595490051,839.1550469253202,806.7178049008272,866.8662342853494,766.4620713632853,659.5241433563655,811.0546159427251,839.4085943956454,795.1365989780162
189473684.21052632,768.3466362200286,875.3416511715284,872.9618946984203,780.1062527336902,896.0913103637273,827.4410961922516,840.2976173654488,753.3923143349856,862.3533277485179,832.0743124108566,853.5383156752653,699.6037869862903,722.6991637116324,841.9149917803312,902.3090300573207,807.9236315677041
200000000.0,832.5263972533377,897.7573622653359,831.8331810298719,754.9025285620438,839.185454468978,778.4284889321578,807.6088810970908,725.5678022786191,895.0563013177169,745.8348015735024,818.7349891160663,832.347380688316,809.4982015710128,852.470872979415,870.4120483398438,790.9660190281115
