steps,trial_0,trial_1,trial_2
0.0,0.0,0.0,0.0
2564102.564102564,1.0,1.0,1.0
5128205.128205128,1.0,1.0,1.0
7692307.692307692,1.0,1.0,1.0
10256410.256410256,1.0,1.0,1.0
12820512.82051282,1.0,1.0,1.0
15384615.384615384,1.0,1.0,1.0
17948717.948717948,1.0,1.0,1.0
20512820.512820512,1.0,1.0,1.0
23076923.076923076,1.0,1.0,1.0
25641025.64102564,1.0,1.0,1.0
28205128.205128204,1.0,1.0,1.0
30769230.769230768,1.0,1.0,1.0
33333333.333333332,1.0,1.0,1.0
35897435.897435896,1.0,1.0,1.0
38461538.461538464,1.0,1.0,1.0
41025641.025641024,1.0,1.0,1.0
43589743.589743584,1.0,1.0,1.0
46153846.15384615,1.0,1.0,1.0
48717948.71794872,1.0,1.0,1.0
51282051.28205128,1.0,1.0,1.0
53846153.84615384,1.0,1.0,1.0
56410256.41025641,1.0,1.0,1.0
58974358.974358976,1.0,1.0,1.0
61538461.538461536,1.0,1.0,1.0
64102564.1025641,1.0,1.0,1.0
66666666.666666664,1.0,1.0,1.0
69230769.23076923,1.0,1.0,1.0
71794871.79487179,1.0,1.0,1.0
74358974.35897435,1.0,1.0,1.0
76923076.92307693,1.0,1.0,1.0
79487179.48717949,1.0,1.0,1.0
82051282.05128205,1.0,1.0,1.0
84615384.61538461,1.0,1.0,1.0
87179487.17948717,1.0,1.0,1.0
89743589.74358974,1.0,1.0,1.0
92307692.3076923,1.0,1.0,1.0
94871794.87179486,1.0,1.0,1.0
97435897.43589744,1.0,1.0,1.0
100000000.0,1.0,1.0,1.0
