steps,trial_0,trial_1
0.0,390.79693603515625,265.0474853515625
10526315.789473685,405.97240488334376,278.55522645568254
21052631.57894737,636.348945672162,504.29510826466816
31578947.368421055,528.9002788824719,489.28494460051076
42105263.15789474,841.884933696229,449.6122911821773
52631578.94736842,828.6574554362455,748.6234124382116
63157894.73684211,837.0525037347445,877.5566633678869
73684210.5263158,843.8218505225684,865.607648002639
84210526.31578948,849.3956197767707,849.5911965158838
94736842.10526316,855.0174054967399,856.283198658284
105263157.89473684,856.9618659990316,862.7319619757977
115789473.68421052,856.4880736323274,865.171493498077
126315789.47368422,863.4389636932648,860.5966386583704
136842105.2631579,864.9574664654494,863.1597802713308
147368421.0526316,860.420547386946,865.8421557118028
157894736.84210527,864.5561738514504,865.5513047206105
168421052.63157895,864.9936487641692,866.1409073985515
178947368.42105263,865.2118305081806,866.3839704635401
189473684.21052632,865.021057310527,866.3136249625452
200000000.0,865.3234964295438,866.2833447644585
