steps,trial_0
0.0,1.0900261402130127
10526315.789473685,1.1043791800016316
21052631.57894737,1.3286958673731566
31578947.368421055,4.796463203686102
42105263.15789474,28.177951540973382
52631578.94736842,51.16696114791686
63157894.73684211,67.8069036263467
73684210.5263158,91.60599104465706
84210526.31578948,107.49612369266573
94736842.10526316,121.51920955609582
105263157.89473684,128.00067692862984
115789473.68421052,133.50496394890993
126315789.47368422,137.22370738913807
136842105.2631579,149.96854783293284
147368421.0526316,150.25345590512507
157894736.84210527,149.14837813381507
168421052.63157895,162.8771360680007
178947368.42105263,179.14930426203478
189473684.21052632,163.22824982056326
200000000.0,163.0152769873017
