steps,trial_0,trial_1
0.0,0.0,948.0
10526315.789473685,0.0,948.907245498615
21052631.57894737,0.0,964.3402170619806
31578947.368421055,163.6444068126734,965.9793488140582
42105263.15789474,962.907245498615,743.0342689577561
52631578.94736842,967.9845995282202,274.7252775493421
63157894.73684211,973.3402170619806,968.3195658760387
73684210.5263158,969.2369611322715,967.0
84210526.31578948,967.4434729916898,967.0
94736842.10526316,974.0,968.0206511859418
105263157.89473684,974.0,962.1956587603878
115789473.68421052,972.7525374394045,965.1085066438712
126315789.47368422,973.3608682479224,963.1956587603878
136842105.2631579,974.0,963.6856848381233
147368421.0526316,973.2061601887119,968.1753592451523
157894736.84210527,974.7010853099031,967.2989146900969
168421052.63157895,975.0,963.3710180055401
178947368.42105263,971.1442066308864,970.7115867382272
189473684.21052632,972.0206511859418,972.9793488140582
200000000.0,973.0,972.1547080592105
