steps,trial_0,trial_1,trial_2,trial_3,trial_4
0.0,36.13444519042969,40.32896423339844,31.864032745361328,28.771652221679688,30.29765510559082
26315789.47368421,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
52631578.94736842,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
78947368.42105263,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
105263157.89473684,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
131578947.36842105,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
157894736.84210527,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
184210526.31578946,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
210526315.78947368,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
236842105.2631579,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
263157894.7368421,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
289473684.2105263,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
315789473.68421054,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
342105263.15789473,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
368421052.6315789,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
394736842.1052632,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
421052631.57894737,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
447368421.05263156,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
473684210.5263158,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
500000000.0,971.661865234375,975.0804443359376,974.17236328125,974.017822265625,975.2188720703124
