steps,trial_0,trial_1
0.0,378.0733642578125,424.53887939453125
10526315.789473685,387.05797898059404,434.41093999626236
21052631.57894737,548.1499612806907,607.7921551340505
31578947.368421055,642.9876341700884,685.7784985109049
42105263.15789474,668.9715930860789,724.2520767255503
52631578.94736842,696.8541759458935,749.523693339151
63157894.73684211,722.0509524081223,756.9600835757902
73684210.5263158,756.635372519328,763.9239649290523
84210526.31578948,776.5808397330076,767.7264923521026
94736842.10526316,789.0577914916247,780.5920762307426
105263157.89473684,797.3820267450116,789.9774219534073
115789473.68421052,814.1118254833274,798.6932389658574
126315789.47368422,816.0535625896296,794.2002365311757
136842105.2631579,818.9942135407985,799.0615281867189
147368421.0526316,823.8356000861963,811.1851848466245
157894736.84210527,816.1462547879801,815.9639764622968
168421052.63157895,824.1050433478528,811.2739616932961
178947368.42105263,830.7168626043936,820.2660811493931
189473684.21052632,842.405930412443,826.3864527465233
200000000.0,828.9195477962494,801.4721285983136
