steps,trial_0,trial_1,trial_2,trial_3,trial_4
0.0,3.0150551795959477,2.9026670455932617,1.586128830909729,1.585775375366211,1.705855369567871
26315789.47368421,29.497669037627546,40.55206859974485,31.488704770901485,354.5347173421791,24.592592409370763
52631578.94736842,35.78054262593127,85.4990272579486,63.00132509752324,556.1653780602572,50.25663612861382
78947368.42105263,61.40955064053599,112.983162975625,111.43264827053797,595.6744217684395,90.05608228162716
105263157.89473684,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
131578947.36842105,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
157894736.84210527,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
184210526.31578946,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
210526315.78947368,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
236842105.2631579,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
263157894.7368421,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
289473684.2105263,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
315789473.68421054,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
342105263.15789473,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
368421052.6315789,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
394736842.1052632,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
421052631.57894737,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
447368421.05263156,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
473684210.5263158,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
500000000.0,88.00028228759766,120.07769775390624,68.62886047363281,653.0549926757812,95.68389892578124
