steps,trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39
0.0,462.33612060546875,506.3518981933594,428.300048828125,842.461181640625,22.796100616455078,844.414306640625,81.36923217773438,837.4005737304688,846.89501953125,669.0966796875,834.19970703125,571.8897705078125,851.7186279296875,861.2072143554688,780.0855712890625,406.244140625,836.02685546875,850.1552734375,709.6260375976562,175.76010131835938,871.3956298828125,556.281982421875,835.43701171875,860.9443359375,781.3187866210938,370.4378356933594,856.486328125,722.613525390625,834.8095703125,224.03993225097656,814.0431518554688,755.916015625,842.658447265625,485.30474853515625,785.499267578125,783.822021484375,860.1182861328125,494.15673828125,806.7791748046875,845.5882568359375
10526315.789473685,485.4878702158743,526.922102374796,452.98009996731196,842.7717252296094,71.12338221926564,845.5622381293873,125.79097672223716,838.81844245661,847.8314401380243,680.5862733498835,836.5296976175005,588.268378593915,851.4460292856448,862.0849075114297,784.8508458768232,433.1206863306236,837.4772563439657,850.9497154396327,718.9594038802501,214.89074099831635,869.0248183712074,573.2127095299085,837.4757738143123,861.0601192404029,786.1773419550251,399.179603514001,856.7916804136001,731.4626437125114,837.2006175130027,260.36094758480044,816.5136051866486,759.4299134116754,842.4434685949803,501.13498571820537,789.01757450926,788.4481934479069,830.438445141441,515.1052342521186,810.8247863419168,846.4253713272285
21052631.57894737,851.708773194918,868.4272011686891,863.5027091245572,834.2471058117716,875.7023021540814,864.7401054592344,864.9759658928393,864.3503246779587,863.1033007061712,871.8702445350525,875.7307546366615,860.9757797387829,848.6505091540371,876.7023496829241,864.1687868883075,808.8216878661158,861.8809185074307,803.5607078620271,874.6879960840098,804.2307448598486,833.487243832974,855.8521979944858,872.4496244284585,862.8215367460515,868.5135766931518,877.5620974219737,861.4875875235924,878.4646885348819,877.1742950083476,864.8566715479558,857.9202123778018,823.4016718676215,792.4353952028084,775.46181701359,849.6581655222293,865.0046509378835,396.53170954685794,863.7223191115995,878.2180261585521,860.9082523871657
31578947.368421055,733.4987223282085,865.8806094748492,863.4674682508215,752.8542657864391,841.9261662076715,865.4997944818639,866.2526729067276,878.3872248441229,861.4784986926578,873.9940227407168,876.4111890536926,862.7389918260297,862.7812405946843,871.386712740663,864.7666657337521,356.1694601087361,866.2259191086417,422.1846146889012,878.507342218197,416.5938134173609,864.164611456797,816.7111141873198,880.6546450673378,864.5733535202256,879.4841708113282,879.421823767909,859.7273669961087,775.359711499508,878.0345506674695,747.4431556402149,860.9299529227853,866.1350972122433,505.8913532739863,861.4996418107579,867.9501254456195,862.3759732662476,864.1323180740229,867.0622201137595,879.1138382846299,865.3572047093569
42105263.15789474,879.2374250254803,879.935280224623,868.3845102139787,878.2323839558788,704.0392688370808,777.0787998404859,865.2619721024321,874.2989426801739,864.911828569428,879.1637365481199,866.9347459404753,863.0240478911888,864.3477617155482,852.7720647934732,866.1143881442474,873.5221204473702,875.6433813651182,867.2918741564341,738.9486708806162,876.8643382196611,864.9888750899202,653.991744476012,875.4808918670274,879.3638318423749,826.8838777350586,879.6447746469704,865.9961333472974,416.2721434686323,875.8058935387313,323.43081991494205,864.2961225007709,864.7881135115002,879.3308311657893,863.4691486959642,877.6175816448772,865.4329964606055,864.8482991803716,879.1789062280734,879.9016439346725,866.1227959001494
52631578.94736842,880.7501435043739,878.6336960270794,879.6311276479111,879.315534638566,876.6872823122796,402.50999249604604,866.1344641463578,878.713184131975,864.6926749809297,879.3853630532518,880.159048102569,868.2513305369837,866.0495177923477,879.2626815530732,866.3257636650777,880.0840957539564,873.5984454452166,856.6335733039227,430.536776528299,879.9175501081091,865.4017669933324,878.7062849065603,864.0101986212084,879.391415703825,723.4301073065755,880.5805035576926,866.6016304590365,878.8636563273348,879.5836005341313,865.6694649608181,866.1326162351136,866.4842886336953,880.9134098572084,862.6658578964151,879.9194552310616,866.91981058834,873.5709731857862,880.2448580070215,879.8785334224516,864.9210339325617
63157894.73684211,634.9228759052182,876.413747386589,880.1444484672388,879.9707126729706,879.3855057637777,446.40692944209695,859.2285178513408,877.7179930147372,866.9041863419012,878.0550177595952,879.4194415791213,877.0850903789752,879.6343329487745,878.7982137573063,866.1409494682032,879.9140806690148,878.9409029473888,879.9306651476018,868.6259524287279,880.1494063545132,866.4624869219153,880.0095428304329,878.09300975258,880.0548065329523,879.3302419496044,880.3476174240958,866.2416036548377,877.8662185332121,879.6890400390546,866.4512885356544,866.5080114685597,866.4465026016711,881.2575749274436,856.6062411740216,878.5310487750495,869.7490663138783,879.9122837299785,878.8958560915205,880.5826372687507,861.3406270217367
73684210.5263158,439.863164692911,878.081957721314,879.8851032937332,880.5925837454704,879.7335236952575,801.9673017894131,858.1608497221384,880.7814102212478,866.9222250182873,880.515650710901,880.2747481320043,880.1489812010213,880.1626274420614,880.2816673087941,866.1089141005624,880.5092091174007,878.4124158604324,879.9207907745052,879.7602337446899,880.2885278691215,866.2906030939887,877.1319942885489,880.4335249502243,880.375655187299,879.0629500383485,880.5050556412034,866.0838960458698,879.2105921118873,879.9289470021084,871.1479805047493,865.9520721460314,866.8601181005176,881.3620225186163,865.4117495889809,880.5169146349886,877.9119171647154,880.6617126478053,879.0518199134401,880.3657719854502,865.8758991907177
84210526.31578948,865.0143409369725,880.1031574846305,880.5813805403142,880.0532333421575,879.9495186766098,773.0425103404185,879.8592077582827,880.088063570271,871.4355600283086,880.9284154952728,881.2687933200614,878.7933723946358,880.4068085321759,880.1245379249805,865.3849470080431,879.0856451618374,879.1487748840839,872.1302419871174,879.6793168694029,881.2932888015156,865.9580771691911,876.546557781769,881.041456670312,880.4397591210468,880.8245257829365,880.7672520753749,871.5711251097703,879.347582160601,881.0512962539441,878.3782928009773,866.3935143703238,866.3655064746614,880.0338199026367,866.3543505351629,838.2407441390188,880.4230560569551,876.837888493102,878.3607593745076,880.7467190473034,866.6324735229365
94736842.10526316,865.8965886707451,805.1955316220294,880.0738349310909,880.4352691267666,880.6175924196137,880.3914655087067,880.9668996560276,880.0843674096375,878.3878019741037,880.9896656966606,881.2507148540251,878.9670219804442,880.8885805489614,880.843531615351,865.785026291731,879.2690321637983,879.8293289633009,861.8611373250834,880.6919306557925,881.1765714898664,866.565997210566,880.2846994933329,880.7712367687199,880.7696142559897,880.915248472935,879.3606909581168,878.2393364576092,880.2299173754999,881.222591112195,879.4240766951913,866.5371727570272,866.1368969914986,879.9725133084854,865.8004243633093,834.0888014488603,880.3942365842843,876.4507069944344,879.214902086106,880.7559936424702,863.6028247792635
105263157.89473684,863.7980056456252,816.6247491318103,880.5497332798146,880.6979890355112,880.589403829416,880.6273059656745,881.2449029964754,881.0501047897867,879.6157226635148,880.5227519283665,881.215365081943,880.4357266237861,880.7996640991306,540.6896265636191,865.3843632801088,880.7044515236593,881.0701341278996,871.6620071244702,880.6072866338773,881.353392485106,866.5059086900009,879.792163691032,880.4678538902315,880.395147196804,880.4566231325392,879.6177642579885,877.4800284364547,880.5282565758168,881.2138097827784,880.4847544223649,866.159901266283,857.6539438259568,880.8124722523042,866.2109152702743,878.6877840777183,880.5659866161294,880.8581893975714,880.8727847565574,874.3944865831708,864.1126064161184
115789473.68421052,864.1161396884852,880.6493072316587,881.1157868917298,880.8449203535461,880.6565072926128,880.7179412731173,880.5115886287676,881.4116015972523,880.2633308690671,880.576662477529,444.4374116476719,880.7474475643311,881.1627467223482,652.5825267257451,865.7660306548478,880.0138225378753,881.2511288687133,880.1321232368412,881.0006357296022,881.410506592563,865.933426244107,880.3958822987416,880.9742319289998,879.6710168867891,880.197240253895,880.9646684454749,876.803962273611,880.7138010818212,881.2047694076131,880.5734509142152,866.5750755517437,860.3071076268965,872.2638300175151,866.0867836232661,879.9057451534469,880.9986344011206,880.7034628919617,880.8442561717245,876.5836586333047,866.8531232223617
126315789.47368422,866.1005260594334,880.6855109939945,880.4937349290399,880.9405045608404,880.1589575923381,880.5604894280103,880.593732185311,880.8386625933185,881.0876291861495,880.7627663394421,655.2484189635177,881.287616423953,881.2828135820637,869.1157813177874,328.30800995469997,880.4472610580624,880.6839676180705,879.0217062561796,879.972180966195,872.8666454933357,866.3031062320329,880.292969195136,880.7408252237907,880.7261672462453,880.9708534548488,880.8633898143293,879.5464386319189,880.5792475182594,880.9598570847445,880.5205109410009,866.2489274994488,866.5342206631341,876.2825596636352,866.3711468519597,881.297917951177,880.7560419494756,880.610103300734,880.9197200738162,878.6244157503186,866.8308119278536
136842105.2631579,866.8998163804783,880.7230009378819,880.3093532756425,881.3273075584559,881.1615634986568,878.3444387215986,881.2917118782482,880.7904292206355,880.7171658700192,880.8642805613309,879.9000274119614,880.7891764477349,881.0175466824767,876.0671752953793,664.7050745261021,881.1198097744807,880.7305250640061,879.8602373887297,880.7397634388667,877.9794935235686,866.7136374003669,880.8225575373443,881.0644674735387,881.4219373045205,881.125671501305,880.9707000668359,874.9998185527292,881.0375887720209,881.0465576513323,880.7377469902884,866.5824913014335,865.0845142914978,880.6513274430898,864.8960858606565,879.8554274140963,880.6156345285538,880.8052459342658,881.2498614566808,879.8650432025958,865.6928665568623
147368421.0526316,866.4906789605967,881.0251326395864,880.5981331185291,881.17330879716,881.531257621139,880.104048896034,881.0177753305171,881.2258899248208,881.089098978571,881.2465387572872,880.8581595519903,880.1118154179027,881.2647580397096,880.0959543762444,877.8207653453806,881.4248227039533,880.5557105930889,881.061022701686,881.5047729160647,881.106420551971,862.8212953498819,878.9443017901476,881.2022797083921,862.4983296988744,878.6357193514912,881.222816463983,879.2503111715793,880.7822708429723,881.4903623991726,881.1755054155545,865.9393880060175,864.6497645767772,881.13619528748,866.0637455386138,880.2311528164925,880.6723687952575,880.8479227507873,881.0429225380731,880.4903389040453,866.2695918297834
157894736.84210527,866.6312072159841,881.1546145997879,880.6177806471193,881.1386328514593,881.0629031433623,880.8351393320554,880.9020107155692,497.2141784507149,827.5922163371564,880.2870941350335,881.0209127473039,880.7224757539268,880.3385833936055,880.2278972504212,880.6779635735165,881.053720466483,881.3403474561395,881.0990761231187,881.4623195226833,881.0369730718909,863.4084609664378,880.084940706924,881.2779613142199,871.8204940927326,878.527465983441,881.0710049841213,881.2132590195149,881.1718038512068,881.3201037820356,876.6402801836626,866.5785069577912,865.5181911637249,881.358296998485,866.5839632553077,881.1962505463418,879.2922169358117,881.3713289131088,881.2185706286549,881.0834638020668,866.583792413866
168421052.63157895,863.6753484245153,880.8946258064123,859.5114048062269,881.3590218525515,881.1826424691155,880.9010026937046,869.2076509745167,814.426754465394,773.4407843486754,874.8430633597757,880.9856771326462,881.3253954731526,881.202702760036,880.8216688626361,880.4344854513364,880.888048520709,880.6823862133924,881.4323417394115,881.454887223706,881.3543124846144,875.7616805290581,880.7759775996539,881.473637945434,360.9387298990812,879.7180112062068,881.3351379140922,881.417892355668,880.8044186800801,881.1481138689036,880.4282527009536,866.902654420636,866.8133277259045,879.8593982289702,866.0792499605639,881.2895975192167,881.2981317393337,881.0714192984838,356.373886317097,881.1660241446667,867.0932870664095
178947368.42105263,864.697696061841,881.1864770201765,879.0929820065353,881.4140355658003,880.8000482121003,880.8404815649392,878.6203433749088,865.3965135119298,872.5030246059981,879.5127604843177,881.3185919874923,880.8027337337135,881.5250121198202,880.7237838278847,880.838228941294,881.4972505414255,881.414357223339,880.6641371294733,880.4415106712286,881.1541670361054,879.2804569076964,880.3524179052448,881.3299168926196,858.4217237882999,881.3926242910263,879.6268075499838,873.7438192965251,881.131408683481,881.5041521123902,881.165671479834,866.5873989396808,865.3197211119607,881.0349499302557,865.8170419924808,881.4642255634812,839.3684563436997,861.4650475642027,859.3553182423282,881.273930583304,443.106854655901
189473684.21052632,865.0556867961408,880.4455023419494,880.583203344464,881.5652433686639,880.8404777040112,880.7937167925847,881.0128290385751,864.9305810366972,879.9333931782239,880.5004964921613,881.0340213491646,881.301374873296,160.55728992200636,802.1954535903033,880.5019152636673,881.189141654572,880.106797940513,880.7165213245435,880.8218344885887,881.2310545811032,879.6355729486144,880.8694516076936,797.112185271493,878.9606906277982,881.2139609847372,873.1186311730387,881.0279059578507,880.7842726086645,881.5516956737497,881.5884705785239,809.7547185619122,867.1111742050034,880.4915330806267,865.8651689941534,881.0575544021797,880.5925248541,881.3646181745872,881.1006522994293,881.6362299638441,864.9927347640912
200000000.0,866.9237809557663,880.1429696741857,881.1482977176968,871.76919622484,880.1220405101776,881.0745124158107,881.2408745288849,858.2439463734627,878.9977317577914,881.423019782493,881.1130316696668,881.6224415615985,858.8215391855491,866.0953919950284,880.9205244999183,881.5000187786002,864.3337851950997,880.5486156469897,880.6004807102053,881.5221943196498,881.1261364660764,880.5777130628887,877.4579199050602,880.6136330993552,881.2529726342151,880.5874292725011,880.7356571147317,881.2534808296906,881.4719421361622,881.5968037561366,866.1905219209822,866.5313627845362,880.1856927463883,866.5126562432239,881.4698359276119,878.6535024988024,880.8493288316225,881.1378874778748,881.3625759388271,865.2464885962637
